num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
195,219952300,4106,142,4248,1106.472,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_195,False
200,239463000,4094,154,4248,1108.537,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_200,False
205,223361400,4105,143,4248,1107.684,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_205,False
210,206359500,4117,131,4248,1107.46,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_210,False
215,207765500,4117,131,4248,1107.74,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_215,False
220,217140100,4111,137,4248,1107.086,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_220,False
225,208189400,4116,132,4248,1107.521,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_225,False
230,183353800,4132,116,4248,1108.224,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_230,False
235,191250800,4126,122,4248,1109.324,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_235,False
240,185692100,4131,117,4248,1106.212,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_240,False
245,164386300,4143,105,4248,1107.339,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_245,True
250,176890500,4134,114,4248,1106.439,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_250,False
