num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
50,3639226100,1973,2275,4248,1105.884,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_50,False
55,3253429300,2202,2046,4248,1105.464,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_55,False
60,2942787700,2393,1855,4248,1104.393,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_60,False
65,2637334600,2581,1667,4248,1105.725,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_65,False
70,2299484900,2784,1464,4248,1105.208,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_70,False
75,2024975300,2954,1294,4248,1105.716,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_75,False
80,1821809000,3084,1164,4248,1105.142,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_80,False
85,1621348200,3209,1039,4248,1104.074,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_85,False
90,1379278800,3361,887,4248,1105.348,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_90,False
95,1280645600,3424,824,4248,1105.311,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_95,False
100,1141902300,3510,738,4248,1106.255,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_100,False
105,1028518300,3585,663,4248,1107.577,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_105,False
110,881693300,3680,568,4248,1105.372,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_110,False
115,840177600,3703,545,4248,1107.793,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_115,False
120,762310100,3753,495,4248,1108.1,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_120,False
125,735278900,3773,475,4248,1108.51,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_125,False
130,665324000,3816,432,4248,1106.316,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_130,False
135,617812400,3849,399,4248,1107.419,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_135,False
140,567860800,3881,367,4248,1107.272,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_140,False
145,542464700,3898,350,4248,1107.831,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_145,False
150,465946500,3944,304,4248,1108.309,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_150,False
155,455602900,3951,297,4248,1106.263,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_155,False
160,400653800,3987,261,4248,1107.193,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_160,False
165,360846600,4011,237,4248,1107.832,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_165,False
170,325969800,4034,214,4248,1107.544,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_170,False
175,314169900,4045,203,4248,1106.954,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_175,False
180,282367200,4064,184,4248,1107.823,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_180,False
185,247909100,4088,160,4248,1105.923,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_185,False
190,239646900,4092,156,4248,1107.387,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Original\100_000\vehicles_190,False
