vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1120,42.448,546,1690.83,1568.13,122.7,512,31,31
1,2,2,1083,51.989,565,1762.21,1577.97,184.24,450,34,34
2,3,3,1120,68.368,597,1827.75,1664.05,163.7,451,36,36
3,4,4,1117,19.452,595,1862.27,1718.95,143.32,462,30,30
4,5,5,1065,40.256,546,1723.8,1580.05,143.75,463,28,28
5,6,6,1106,28.43,598,1900.7,1781.73,118.97,444,32,32
6,7,7,1103,46.441,581,1721.89,1526.24,195.65,458,32,32
7,8,8,1087,82.313,509,1564.98,1406.51,158.47,526,26,26
8,9,9,1131,29.26,569,1763.06,1638.56,124.5,494,34,34
9,10,10,1095,43.174,560,1789.48,1643.56,145.92,469,33,33
10,1,1,1101,42.316,578,1727.32,1554.17,173.15,455,34,34
11,2,2,1114,21.525,534,1562.22,1408.12,154.1,508,36,36
12,3,3,1105,60.284,563,1677.47,1538.1,139.37,466,38,38
13,4,4,1079,31.947,549,1638.43,1371.0,267.43,466,32,32
14,5,5,1081,20.102,575,1781.99,1386.09,395.9,448,29,29
15,6,6,1105,18.954,527,1635.72,1530.52,105.2,516,31,31
16,7,7,1105,26.38,525,1606.72,1369.89,236.83,524,28,28
17,8,8,1123,50.444,545,1702.91,1421.65,281.26,520,29,29
18,9,9,1101,25.848,527,1616.47,1468.17,148.3,506,34,34
19,10,10,1100,48.289,516,1584.3,1372.48,211.82,526,29,29
20,1,1,1073,43.864,526,1604.22,1301.76,302.46,489,29,29
21,2,2,1017,15.888,516,1515.49,1202.07,313.42,449,26,26
22,3,3,1099,62.005,575,1703.19,1566.22,136.97,454,35,35
23,4,4,1088,101.014,507,1494.18,1289.12,205.06,523,29,29
24,5,5,976,41.856,452,1382.96,1257.29,125.67,470,27,27
25,6,6,1125,21.616,554,1568.39,1441.63,126.76,499,36,36
26,7,7,1116,42.331,528,1594.55,1377.36,217.19,524,32,32
27,8,8,1077,28.87,530,1559.99,1191.2,368.79,487,30,30
28,9,9,1079,62.637,498,1381.36,1158.89,222.47,521,30,30
29,10,10,967,33.326,502,1506.02,1155.38,350.64,409,28,28
30,1,1,1051,54.567,555,1631.04,1296.12,334.92,436,30,30
31,2,2,945,43.504,479,1387.86,1062.01,325.85,416,25,25
32,3,3,1106,15.96,521,1564.89,1245.88,319.01,529,28,28
33,4,4,1113,67.674,493,1393.6,1205.35,188.25,558,31,31
34,5,5,974,44.454,457,1293.88,919.28,374.6,469,24,24
35,6,6,985,36.024,454,1347.92,1064.33,283.59,481,25,25
36,7,7,1107,100.284,438,1284.44,1050.3,234.14,613,28,28
37,8,8,997,95.024,429,1250.73,1025.15,225.58,510,29,29
38,9,9,1123,31.106,466,1409.6,1050.75,358.85,611,23,23
39,10,10,1011,24.5,501,1445.24,1157.6,287.64,454,28,28
40,1,1,1013,53.238,473,1345.49,1023.6,321.89,492,24,24
41,2,2,1021,51.467,526,1501.94,1100.87,401.07,443,26,26
42,3,3,1009,48.39,491,1338.98,998.49,340.49,464,27,27
43,4,4,1100,94.181,573,1618.32,1272.54,345.78,465,31,31
44,5,5,1035,39.508,522,1480.57,1119.87,360.7,457,28,28
45,6,6,1099,27.526,501,1453.24,1103.32,349.92,548,25,25
46,7,7,1113,87.278,429,1168.98,1026.25,142.73,628,28,28
47,8,8,1004,77.933,460,1264.42,982.88,281.54,486,29,29
