vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1104,95.294,570,1756.43,1695.76,60.67,468,33,33
1,2,2,1100,52.98,582,1859.08,1731.66,127.42,450,34,34
2,3,3,1071,39.914,502,1534.04,1455.75,78.29,507,31,31
3,4,4,1084,46.759,553,1808.45,1712.86,95.59,471,30,30
4,5,5,1094,15.662,532,1692.0,1618.51,73.49,506,28,28
5,6,6,1080,25.477,569,1775.9,1623.41,152.49,447,32,32
6,7,7,1103,37.059,582,1776.06,1620.75,155.31,449,36,36
7,8,8,1082,53.568,515,1589.52,1497.79,91.73,505,31,31
8,9,9,1086,91.73,512,1569.21,1485.74,83.47,512,31,31
9,10,10,1114,54.618,569,1774.99,1697.48,77.51,479,33,33
10,1,1,1106,55.344,563,1780.65,1573.73,206.92,481,31,31
11,2,2,1113,23.417,551,1675.66,1485.38,190.28,494,34,34
12,3,3,1119,68.702,567,1725.45,1511.01,214.44,490,31,31
13,4,4,1030,48.117,516,1577.55,1388.37,189.18,460,27,27
14,5,5,1079,63.273,537,1584.3,1473.75,110.55,476,33,33
15,6,6,1055,40.964,494,1513.68,1309.05,204.63,501,30,30
16,7,7,1076,53.624,492,1447.2,1298.74,148.46,524,30,30
17,8,8,1051,43.588,470,1426.68,1250.54,176.14,519,31,31
18,9,9,1063,54.102,512,1502.27,1237.34,264.93,497,27,27
19,10,10,1084,64.105,560,1581.06,1406.32,174.74,456,34,34
20,1,1,1021,44.237,530,1598.49,1468.88,129.61,425,33,33
21,2,2,1107,59.908,508,1530.31,1318.85,211.46,541,29,29
22,3,3,980,58.034,463,1340.92,1107.38,233.54,467,25,25
23,4,4,1104,21.177,495,1510.71,1395.54,115.17,549,30,30
24,5,5,1107,28.925,573,1704.3,1430.22,274.08,468,33,33
25,6,6,1005,37.488,466,1386.0,1191.18,194.82,479,30,30
26,7,7,1097,53.624,460,1403.06,1318.76,84.3,575,31,31
27,8,8,1115,41.37,502,1515.3,1227.21,288.09,555,29,29
28,9,9,989,113.064,419,1211.07,1039.31,171.76,518,26,26
29,10,10,1011,31.485,461,1357.68,1122.37,235.31,496,27,27
30,1,1,950,16.092,463,1308.6,1057.66,250.94,425,31,31
31,2,2,939,29.7,451,1235.1,998.34,236.76,432,28,28
32,3,3,955,48.704,409,1204.47,1088.2,116.27,484,31,31
33,4,4,1132,88.928,567,1619.45,1321.41,298.04,497,34,34
34,5,5,1014,20.35,480,1379.22,1124.24,254.98,474,30,30
35,6,6,1130,27.189,536,1556.87,1245.72,311.15,530,32,32
36,7,7,1106,63.516,520,1497.9,1329.83,168.07,524,31,31
37,8,8,1000,95.024,410,1150.37,1048.15,102.22,532,29,29
38,9,9,1117,96.174,460,1292.98,1162.74,130.24,599,29,29
39,10,10,1004,33.694,483,1358.29,1102.5,255.79,461,30,30
40,1,1,943,28.893,457,1267.61,997.19,270.42,430,28,28
41,2,2,1104,65.89,535,1490.62,1161.61,329.01,505,32,32
42,3,3,1125,47.076,519,1449.56,1022.64,426.92,550,28,28
43,4,4,1076,46.027,526,1569.78,1318.99,250.79,488,31,31
44,5,5,1117,31.658,492,1399.77,1138.93,260.84,565,30,30
45,6,6,949,18.954,460,1288.14,997.99,290.15,433,28,28
46,7,7,1014,26.008,439,1234.49,1039.5,194.99,519,28,28
47,8,8,1008,48.088,408,1175.05,832.57,342.48,556,22,22
48,9,9,1002,66.128,390,1104.66,865.04,239.62,566,23,23
49,10,10,1114,47.23,586,1659.64,1247.93,411.71,464,32,32
50,1,1,1105,120.694,453,1210.68,925.93,284.75,598,27,27
51,2,2,1115,42.825,473,1338.03,1047.56,290.47,588,27,27
52,3,3,1067,75.144,508,1338.45,1048.72,289.73,495,32,32
53,4,4,1080,43.209,568,1551.46,1190.27,361.19,452,30,30
54,5,5,1102,75.078,533,1377.32,970.78,406.54,505,32,32
55,6,6,1109,37.162,552,1557.9,1196.33,361.57,497,30,30
56,7,7,1007,72.944,366,999.72,729.26,270.46,597,22,22
57,8,8,1009,29.467,467,1330.3,1037.34,292.96,488,27,27
58,9,9,1097,52.868,494,1386.81,992.07,394.74,547,28,28
59,10,10,1093,81.766,498,1390.3,1089.85,300.45,529,33,33
60,1,1,1055,33.527,502,1408.59,1004.26,404.33,493,30,30
61,2,2,1092,44.018,454,1240.65,922.4,318.25,588,25,25
