horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,347190.0,20.003
20,50,23,23,14,14,4219,15,739090.0,20.002
40,70,28,28,13,27,4206,15,799560.0,20.021
60,90,34,34,19,46,4187,15,955590.0,20.003
80,110,39,39,22,68,4165,15,995000.0,20.041
100,130,45,45,24,92,4141,15,1148150.0,20.003
120,150,77,76,27,119,4113,16,2678960.0,20.175
140,170,131,131,78,197,4035,16,2369910.0,20.006
160,190,119,116,77,274,3955,19,6943130.0,20.042
180,210,102,101,64,338,3891,19,4662520.0,20.025
200,230,90,82,50,388,3833,27,14417010.0,20.217
220,250,75,74,43,431,3790,27,3976330.0,20.212
240,270,119,115,47,478,3741,29,11109420.0,20.06
260,290,183,179,109,587,3630,31,11453040.0,20.008
280,310,184,176,92,679,3530,39,14894000.0,20.011
300,330,184,178,109,788,3416,44,11748400.0,20.011
320,350,154,150,88,876,3324,48,8987400.0,20.008
340,370,132,129,92,968,3230,50,7782690.0,20.531
360,390,89,87,58,1026,3170,52,4905540.0,20.112
380,410,85,85,51,1077,3119,52,1977350.0,20.004
400,430,82,82,51,1128,3068,52,1724230.0,20.284
420,450,71,71,47,1175,3021,52,1620210.0,20.005
440,470,62,62,37,1212,2984,52,1558640.0,20.053
460,490,71,71,39,1251,2945,52,1648050.0,20.004
480,510,92,91,46,1297,2898,53,3497410.0,20.066
500,530,137,134,72,1369,2823,56,7422420.0,20.007
520,550,144,142,93,1462,2728,58,5486320.0,20.008
540,570,134,134,75,1537,2653,58,2606550.0,20.404
560,590,132,129,79,1616,2571,61,6714330.0,20.007
580,610,144,144,84,1700,2487,61,2517260.0,20.515
600,630,170,167,83,1783,2401,64,7483700.0,20.007
620,650,214,204,118,1901,2276,71,19684950.0,20.011
640,670,243,224,108,2009,2151,88,29866640.0,20.012
660,690,304,276,134,2143,1993,112,43885540.0,20.013
680,710,369,286,132,2275,1830,143,118448770.0,20.017
700,730,429,258,123,2398,1620,230,243109950.0,20.023
720,750,390,248,132,2530,1388,330,205126790.0,20.016
740,770,286,209,120,2650,1198,400,112734780.0,20.019
760,790,219,207,121,2771,1065,412,21199690.0,20.013
780,810,188,172,95,2866,954,428,24598640.0,20.01
800,830,186,179,96,2962,851,435,12765670.0,20.01
820,850,206,200,113,3075,732,441,10911530.0,20.009
840,870,180,163,98,3173,617,458,26203320.0,20.009
860,890,151,135,75,3248,526,474,26086360.0,20.007
880,910,123,118,77,3325,444,479,9947010.0,20.251
900,930,118,116,67,3392,375,481,5669620.0,20.097
920,950,118,112,67,3459,302,487,11811640.0,20.006
940,970,114,112,67,3526,233,489,6091740.0,20.04
960,990,100,95,65,3591,163,494,10373410.0,20.25
980,1010,83,83,45,3636,118,494,2040050.0,20.004
1000,1030,74,74,55,3691,63,494,1689950.0,20.004
1020,1050,42,42,29,3720,34,494,1091070.0,20.089
1040,1070,26,26,16,3736,18,494,675100.0,20.006
1060,1090,18,18,16,3752,2,494,561160.0,20.002
1080,1110,2,2,2,3754,0,494,98330.0,20.002
1100,1130,0,0,0,3754,0,494,,0.0
1120,1150,0,0,0,3754,0,494,,0.0
