vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1094,43.778,574,1857.08,1785.67,71.41,460,30,30
1,2,2,1086,50.56,577,1865.91,1742.57,123.34,447,31,31
2,3,3,1021,53.992,527,1583.31,1441.92,141.39,432,31,31
3,4,4,1098,64.586,553,1752.0,1703.4,48.6,481,32,32
4,5,5,1093,25.425,529,1664.02,1516.74,147.28,508,28,28
5,6,6,1108,16.94,594,1805.32,1651.03,154.29,442,36,36
6,7,7,1052,41.756,542,1611.64,1481.71,129.93,440,35,35
7,8,8,1100,85.075,516,1605.5,1556.34,49.16,518,33,33
8,9,9,1088,113.064,505,1589.44,1561.79,27.65,525,29,29
9,10,10,1114,22.965,599,1863.81,1730.4,133.41,443,36,36
10,1,1,1117,55.925,553,1696.52,1561.35,135.17,498,33,33
11,2,2,1049,42.019,469,1443.13,1356.81,86.32,520,30,30
12,3,3,1088,15.741,537,1660.84,1476.49,184.35,495,28,28
13,4,4,1079,38.274,555,1676.84,1473.64,203.2,462,31,31
14,5,5,1079,29.532,553,1634.75,1527.18,107.57,458,34,34
15,6,6,1076,28.233,534,1601.49,1425.34,176.15,472,35,35
16,7,7,1122,34.651,551,1679.09,1421.46,257.63,511,30,30
17,8,8,1108,83.678,539,1586.51,1379.33,207.18,501,34,34
18,9,9,1091,110.148,482,1392.38,1271.98,120.4,545,32,32
19,10,10,1087,62.346,553,1619.63,1414.37,205.26,468,33,33
20,1,1,1127,43.661,534,1640.29,1532.86,107.43,529,32,32
21,2,2,1113,50.394,445,1369.78,1239.81,129.97,616,26,26
22,3,3,987,60.284,467,1350.2,1203.23,146.97,460,30,30
23,4,4,980,55.344,485,1447.69,1283.14,164.55,437,29,29
24,5,5,992,25.914,478,1454.46,1355.42,99.04,450,32,32
25,6,6,966,26.756,452,1264.93,988.95,275.98,460,27,27
26,7,7,1127,56.629,532,1604.22,1417.27,186.95,527,34,34
27,8,8,986,95.024,451,1247.69,1083.24,164.45,473,31,31
28,9,9,1117,96.174,462,1326.55,1237.75,88.8,593,31,31
29,10,10,1115,58.694,556,1607.79,1328.16,279.63,487,36,36
30,1,1,1028,42.544,513,1487.62,1189.68,297.94,449,33,33
31,2,2,995,62.824,408,1205.08,1073.17,131.91,537,25,25
32,3,3,1000,24.544,481,1356.8,1161.83,194.97,461,29,29
33,4,4,1010,36.49,413,1197.35,1016.93,180.42,547,25,25
34,5,5,1048,38.085,507,1477.45,1199.45,278.0,479,31,31
35,6,6,1010,38.274,438,1284.52,1017.51,267.01,520,26,26
36,7,7,1004,72.944,377,1058.67,812.16,246.51,577,25,25
37,8,8,1054,102.854,440,1170.23,907.55,262.68,564,25,25
38,9,9,1121,82.564,445,1309.03,975.2,333.83,624,26,26
39,10,10,1039,25.934,461,1234.96,901.12,333.84,524,27,27
40,1,1,1010,55.344,443,1259.77,1079.29,180.48,509,29,29
41,2,2,993,50.698,397,1054.8,765.13,289.67,546,25,25
42,3,3,1031,51.309,443,1220.74,977.45,243.29,530,29,29
43,4,4,1021,47.365,468,1310.86,1179.58,131.28,493,30,30
44,5,5,943,18.621,441,1231.32,1037.86,193.46,442,30,30
45,6,6,947,16.09,433,1242.93,1056.09,186.84,462,26,26
46,7,7,1111,78.142,510,1309.01,1022.34,286.67,537,32,32
47,8,8,1129,60.928,453,1196.02,964.19,231.83,616,30,30
48,9,9,928,93.744,421,1135.48,935.58,199.9,451,28,28
49,10,10,1014,30.278,405,1173.21,995.65,177.56,563,23,23
50,1,1,1105,120.694,518,1461.78,1341.65,120.13,517,35,35
51,2,2,945,43.504,389,1104.47,867.8,236.67,512,22,22
52,3,3,1014,47.388,478,1331.69,1074.67,257.02,474,31,31
53,4,4,964,48.659,424,1114.25,875.53,238.72,480,30,30
54,5,5,967,39.83,402,1110.05,874.23,235.82,515,25,25
55,6,6,1102,29.058,518,1472.94,1229.86,243.08,518,33,33
56,7,7,1025,107.058,441,1192.55,961.07,231.48,532,26,26
57,8,8,1118,69.474,488,1306.28,1014.97,291.31,568,31,31
58,9,9,995,108.387,389,1095.87,886.76,209.11,550,28,28
59,10,10,1062,51.202,449,1259.04,994.03,265.01,559,27,27
60,1,1,1026,68.268,393,1062.08,719.88,342.2,581,26,26
61,2,2,1073,71.966,453,1151.32,923.21,228.11,558,31,31
62,3,3,1069,54.993,517,1362.11,1066.92,295.19,486,33,33
63,4,4,1097,59.206,539,1383.65,1030.83,352.82,488,35,35
64,5,5,1117,68.341,562,1522.77,1276.11,246.66,473,41,41
65,6,6,1100,67.982,504,1328.46,1025.15,303.31,532,32,32
66,7,7,1098,37.233,453,1186.72,963.71,223.01,583,31,31
67,8,8,1038,101.973,423,1126.24,911.41,214.83,561,27,27
68,9,9,1109,31.9,479,1301.76,951.42,350.34,568,31,31
69,10,10,1081,45.088,539,1476.68,1106.63,370.05,480,31,31
70,1,1,1090,52.428,442,1200.98,979.42,221.56,586,31,31
71,2,2,1110,43.954,457,1254.67,937.88,316.79,591,31,31
72,3,3,1121,46.032,509,1349.5,1054.0,295.5,550,31,31
73,4,4,1057,59.922,472,1228.28,987.26,241.02,521,32,32
