horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,0,0,0,3320,0,2556300,20.012
20,50,23,15,12,12,3308,0,4762883,20.037
40,70,30,24,13,25,3293,2,5773149,20.011
60,90,34,30,19,44,3273,3,5938724,20.09
80,110,38,37,20,64,3253,3,6492129,20.035
100,130,46,44,26,90,3226,4,6698328,20.015
120,150,75,75,24,114,3202,4,17208652,20.014
140,170,133,133,82,196,3120,4,32653873,20.013
160,190,116,115,74,270,3046,4,20999685,20.019
180,210,104,103,64,334,2981,5,17304606,20.012
200,230,91,91,55,389,2926,5,15748292,20.014
220,250,79,78,46,435,2879,6,11104716,20.009
240,270,118,118,45,480,2834,6,25408394,20.011
260,290,186,186,109,589,2725,6,44138971,20.02
280,310,189,189,106,695,2619,6,44647398,20.02
300,330,182,182,113,808,2506,6,39313689,20.023
320,350,153,152,91,899,2414,7,31972813,20.021
340,370,131,131,82,981,2332,7,23405876,20.015
360,390,100,100,70,1051,2262,7,17596917,20.015
380,410,86,86,48,1099,2214,7,13414887,20.011
400,430,86,86,52,1151,2162,7,15311667,20.01
420,450,74,74,47,1198,2115,7,14534893,20.009
440,470,65,65,37,1235,2078,7,9364395,20.008
460,490,74,74,43,1278,2035,7,11400234,20.008
480,510,91,90,47,1325,1988,7,22127694,20.011
500,530,136,135,75,1400,1912,8,35475503,20.012
520,550,142,142,89,1489,1823,8,30255207,20.017
540,570,138,138,76,1565,1747,8,28625328,20.016
560,590,135,135,84,1649,1663,8,27167040,20.015
580,610,145,144,80,1729,1583,8,33677983,20.013
600,630,174,171,87,1816,1494,10,35190788,20.015
620,650,215,214,130,1946,1363,11,51153465,20.024
640,670,238,234,118,2064,1243,13,59049614,20.027
660,690,301,287,142,2206,1094,20,84566584,20.029
680,710,375,196,115,2321,966,33,90072495,20.036
700,730,466,134,89,2410,791,119,118282576,20.034
720,750,459,148,102,2512,566,242,119529516,20.032
740,770,362,195,122,2634,347,339,86655770,20.034
760,790,266,214,125,2759,174,387,60348600,20.024
780,810,174,163,122,2881,44,395,34360403,20.021
800,816,44,37,37,2918,6,396,9629035,20.024
