horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,3,3,0,0,1474,0,546678,20.008
20,50,7,7,4,4,1470,0,1244421,20.058
40,70,11,10,7,11,1463,0,1984825,20.039
60,90,14,11,7,18,1456,0,2145926,20.022
80,110,21,17,10,28,1445,1,2925333,20.026
100,130,25,20,14,42,1429,3,3720233,20.035
120,150,32,27,8,50,1418,6,4380040,20.036
140,170,59,52,33,83,1383,8,7317991,20.046
160,190,63,56,36,119,1344,11,8907107,20.266
180,210,51,40,33,152,1307,15,7163183,20.031
200,230,34,27,16,168,1285,21,5097615,20.017
220,250,35,32,19,187,1264,23,4772979,20.177
240,270,50,44,19,206,1244,24,7238236,20.208
260,290,77,66,41,247,1200,27,11211439,20.331
280,310,87,77,39,286,1156,32,11774950,20.072
300,330,90,82,58,344,1092,38,11903298,20.029
320,350,65,60,41,385,1050,39,8852272,20.245
340,370,63,51,30,415,1016,43,9325110,20.168
360,390,51,40,31,446,981,47,7629459,20.097
380,410,29,21,14,460,962,52,4574780,20.032
400,430,26,21,15,475,945,54,3962104,20.028
420,450,25,22,15,490,929,55,3831312,20.063
440,470,21,19,11,501,916,57,3145279,20.095
460,490,24,24,17,518,899,57,3625560,20.07
480,510,43,43,21,539,878,57,5820640,20.193
500,530,62,62,39,578,839,57,8078042,20.327
520,550,52,51,36,614,803,57,7291694,20.12
540,570,58,56,31,645,771,58,7586760,20.083
560,590,62,60,41,686,730,58,7631711,20.061
580,610,55,52,37,723,691,60,6807230,20.15
600,630,66,65,36,759,654,61,7928820,20.336
620,650,80,78,51,810,603,61,9783423,20.205
640,670,90,85,56,866,546,62,11169228,20.382
660,690,117,115,65,931,480,63,13348042,20.409
680,710,154,153,89,1020,391,63,18149802,20.018
700,730,184,180,111,1131,277,66,22278092,20.018
720,750,135,124,97,1228,178,68,16129647,20.008
740,770,87,78,50,1278,120,76,10081782,20.352
760,790,77,76,45,1323,74,77,8412643,20.071
780,810,74,71,51,1374,23,77,8550080,20.04
800,816,23,18,18,1392,3,79,4218827,20.221
