horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,390670.0,20.01
20,50,23,23,16,16,4217,15,883410.0,20.013
40,70,26,26,14,30,4203,15,1001790.0,20.003
60,90,31,31,18,48,4185,15,1080370.0,20.003
80,110,37,37,22,70,4163,15,1163810.0,20.004
100,130,43,43,26,96,4137,15,1349180.0,20.004
120,150,73,72,22,118,4114,16,3155750.0,20.319
140,170,132,130,86,204,4026,18,6252790.0,20.553
160,190,110,106,74,278,3949,21,8490330.0,20.215
180,210,96,94,65,343,3882,23,5587180.0,20.116
200,230,81,76,48,391,3830,27,9390190.0,20.157
220,250,72,71,44,435,3785,28,3564620.0,20.129
240,270,114,114,49,484,3736,28,3422750.0,20.006
260,290,178,175,112,596,3623,29,9208620.0,20.008
280,310,177,168,99,695,3515,38,17639250.0,20.009
300,330,169,166,106,801,3407,40,9710340.0,20.009
320,350,145,138,86,887,3317,44,14968150.0,20.009
340,370,125,119,82,969,3229,50,12244230.0,20.008
360,390,88,88,65,1034,3164,50,2667360.0,20.007
380,410,79,79,47,1081,3117,50,2702720.0,20.074
400,430,80,79,51,1132,3066,50,4043370.0,20.382
420,450,69,68,46,1178,3019,51,3781000.0,20.415
440,470,60,60,38,1216,2981,51,2128010.0,20.01
460,490,68,67,38,1254,2942,52,3824030.0,20.05
480,510,89,89,50,1304,2892,52,2835530.0,20.195
500,530,131,131,76,1380,2816,52,3409740.0,20.439
520,550,137,137,91,1471,2725,52,3500490.0,20.166
540,570,131,131,81,1552,2644,52,3407510.0,20.009
560,590,123,121,77,1629,2565,54,6367180.0,21.272
580,610,138,137,85,1714,2479,55,5213400.0,20.613
600,630,162,161,86,1800,2392,56,5494840.0,20.019
620,650,205,203,135,1935,2257,56,8730470.0,20.01
640,670,224,219,123,2058,2129,61,12563850.0,20.016
660,690,282,277,147,2205,1977,66,13957430.0,20.029
680,710,353,323,187,2392,1775,81,47997010.0,20.024
700,730,374,311,184,2576,1564,108,92386050.0,20.021
720,750,334,269,168,2744,1354,150,99740740.0,20.041
740,770,252,214,134,2878,1186,184,63954110.0,20.017
760,790,207,203,126,3004,1056,188,12160380.0,20.023
780,810,179,174,113,3117,938,193,10525260.0,20.012
800,830,170,168,97,3214,839,195,6196620.0,20.014
820,850,194,187,113,3327,719,202,13854320.0,20.009
840,870,167,157,101,3428,608,212,17948390.0,20.022
860,890,142,135,89,3517,512,219,13752700.0,20.017
880,910,109,106,67,3584,442,222,8102420.0,20.425
900,930,116,108,65,3649,369,230,16057210.0,20.113
920,950,112,108,71,3720,296,232,10276390.0,20.019
940,970,108,103,64,3784,229,235,12499050.0,20.239
960,990,96,93,64,3848,163,237,8631670.0,20.073
980,1010,83,80,47,3895,115,238,7419320.0,20.033
1000,1030,71,69,49,3944,64,240,5437260.0,20.124
1020,1050,43,42,34,3978,29,241,3124710.0,20.126
1040,1070,21,21,14,3992,15,241,904040.0,20.176
1060,1090,15,15,13,4005,2,241,672920.0,20.054
1080,1110,2,2,2,4007,0,241,98330.0,20.006
1100,1130,0,0,0,4007,0,241,,0.0
1120,1150,0,0,0,4007,0,241,,0.0
