vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1097,17.449,552,1668.91,1583.34,85.57,479,33,33
1,2,2,1095,52.087,577,1788.79,1607.66,181.13,456,31,31
2,3,3,1089,56.018,568,1808.33,1715.43,92.9,451,35,35
3,4,4,1102,48.727,574,1841.72,1719.99,121.73,466,31,31
4,5,5,1118,42.154,590,1852.55,1712.69,139.86,464,32,32
5,6,6,1085,54.666,572,1758.09,1568.86,189.23,453,30,30
6,7,7,1101,61.969,545,1707.55,1624.49,83.06,498,29,29
7,8,8,1091,25.792,512,1600.94,1515.31,85.63,519,30,30
8,9,9,1033,111.968,511,1558.82,1386.98,171.84,464,29,29
9,10,10,1140,45.705,575,1725.95,1532.62,193.33,497,34,34
10,1,1,1079,54.725,558,1635.08,1471.12,163.96,451,35,35
11,2,2,1119,45.651,529,1657.87,1507.62,150.25,532,29,29
12,3,3,1098,74.734,562,1660.95,1587.06,73.89,464,36,36
13,4,4,1103,21.931,561,1722.54,1603.64,118.9,482,30,30
14,5,5,1105,27.285,538,1653.39,1472.74,180.65,505,31,31
15,6,6,1092,26.571,573,1727.56,1571.16,156.4,451,34,34
16,7,7,1129,90.45,560,1609.77,1417.21,192.56,501,34,34
17,8,8,1112,39.322,533,1588.24,1465.02,123.22,511,34,34
18,9,9,1088,113.064,416,1308.77,1229.37,79.4,622,25,25
19,10,10,1117,65.896,569,1683.13,1414.93,268.2,476,36,36
20,1,1,1119,43.392,585,1722.07,1487.81,234.26,468,33,33
21,2,2,1122,38.415,506,1558.07,1271.79,286.28,560,28,28
22,3,3,1091,69.184,555,1713.22,1585.67,127.55,472,32,32
23,4,4,1099,125.674,500,1453.43,1305.54,147.89,533,33,33
24,5,5,1106,39.087,552,1663.15,1390.64,272.51,490,32,32
25,6,6,1122,28.333,509,1490.44,1298.46,191.98,551,31,31
26,7,7,987,72.944,465,1425.85,1257.96,167.89,462,30,30
27,8,8,986,75.944,408,1244.07,1150.41,93.66,530,24,24
28,9,9,1091,110.148,491,1398.85,1204.34,194.51,534,33,33
29,10,10,1114,57.689,591,1674.46,1273.93,400.53,459,32,32
30,1,1,1006,55.344,530,1535.52,1173.22,362.3,416,30,30
31,2,2,1005,40.642,488,1422.8,1135.59,287.21,463,27,27
32,3,3,1007,60.284,518,1526.92,1198.98,327.94,433,28,28
33,4,4,941,38.274,409,1196.14,996.56,199.58,478,27,27
34,5,5,1074,38.57,501,1455.69,1122.02,333.67,515,29,29
35,6,6,1124,40.193,548,1534.73,1151.7,383.03,514,31,31
36,7,7,1027,21.586,486,1342.76,968.47,374.29,483,29,29
37,8,8,1000,95.024,470,1255.28,968.03,287.25,476,27,27
38,9,9,947,58.5,409,1194.23,1052.19,142.04,480,29,29
39,10,10,1016,41.068,480,1362.96,1139.24,223.72,478,29,29
40,1,1,946,17.848,477,1357.33,1047.12,310.21,411,29,29
41,2,2,1126,45.155,544,1530.96,1239.58,291.38,522,30,30
42,3,3,997,50.163,466,1251.19,923.26,327.93,479,26,26
43,4,4,946,38.274,448,1258.89,1007.9,250.99,446,26,26
44,5,5,1020,39.926,481,1329.67,1071.24,258.43,479,30,30
45,6,6,1087,35.404,487,1441.08,1112.7,328.38,550,25,25
46,7,7,945,53.624,352,998.5,745.66,252.84,557,18,18
47,8,8,941,75.704,426,1150.39,921.13,229.26,459,28,28
48,9,9,1128,46.079,517,1540.97,1081.95,459.02,557,27,27
49,10,10,1073,48.669,541,1499.91,1053.01,446.9,476,28,28
