horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,0,0,0,0,577,0,,0.0
20,50,3,3,1,1,576,0,432421.0,20.013
40,70,2,2,2,3,574,0,219034.0,20.006
60,90,1,1,0,3,574,0,140678.0,20.005
80,110,2,2,1,4,573,0,333291.0,20.017
100,130,2,2,2,6,571,0,333291.0,20.004
120,150,9,9,2,8,569,0,757139.0,20.006
140,170,22,22,10,18,559,0,1734219.0,20.009
160,190,27,27,15,33,544,0,2281804.0,20.008
180,210,21,21,15,48,529,0,1884377.0,20.006
200,230,14,14,10,58,519,0,1481303.0,20.011
220,250,9,9,4,62,515,0,881783.0,20.009
240,270,20,20,6,68,509,0,1899504.0,20.007
260,290,41,41,18,86,491,0,3326853.0,20.009
280,310,47,47,28,114,463,0,3838537.0,20.011
300,330,41,41,20,134,443,0,3544980.0,20.151
320,350,40,40,24,158,419,0,3341980.0,20.027
340,370,28,28,17,175,402,0,2640609.0,20.01
360,390,18,18,13,188,389,0,1763566.0,20.006
380,410,18,18,6,194,383,0,1857049.0,20.007
400,430,27,27,13,207,370,0,2468770.0,20.03
420,450,24,24,18,225,352,0,2046736.0,20.004
440,470,11,11,10,235,342,0,1194300.0,20.007
460,490,8,8,4,239,338,0,834588.0,20.005
480,510,16,16,5,244,333,0,1430275.0,20.007
500,530,30,30,19,263,314,0,2329906.0,20.005
520,550,26,26,14,277,300,0,2182674.0,20.047
540,570,26,26,17,294,283,0,1954160.0,20.241
560,590,24,24,13,307,270,0,1994801.0,20.008
580,610,35,35,18,325,252,0,2908652.0,20.32
600,630,41,41,24,349,228,0,3378788.0,20.042
620,650,39,39,21,370,207,0,3647943.0,20.009
640,670,50,50,25,395,182,0,4333280.0,20.011
660,690,54,54,31,426,151,0,4522060.0,20.008
680,710,53,53,29,455,122,0,4828023.0,20.151
700,730,56,56,34,489,88,0,5603215.0,20.281
720,750,41,41,26,515,62,0,4178587.0,20.011
740,770,33,33,19,534,43,0,3260903.0,20.014
760,790,35,35,19,553,24,0,3157940.0,20.014
780,810,24,22,15,568,8,1,3468734.0,20.181
800,816,8,2,2,570,5,2,2461378.0,20.004
