vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
0,1,1,818,71,36,31,5,295,523,948.33,798.38,149.95,433,3726709
1,2,2,819,65,32,28,4,275,544,864.4,790.58,73.82,460,3445353
2,3,3,826,65,37,34,3,295,531,881.36,840.75,40.61,435,3745113
3,4,4,823,56,33,32,1,295,528,935.77,880.3,55.47,448,3671497
4,5,5,818,60,31,29,2,282,536,890.56,843.24,47.32,452,3499658
5,6,6,826,60,34,31,3,284,542,888.05,828.51,59.54,448,3575644
6,7,7,813,62,36,33,3,300,513,934.81,857.12,77.69,421,3778644
7,8,8,830,62,32,29,3,271,559,809.08,725.14,83.94,469,3403805
8,9,9,826,55,31,27,4,256,570,780.13,673.66,106.47,490,3229596
9,10,10,828,47,32,28,4,301,527,955.76,865.02,90.74,451,3715415
10,1,1,826,56,32,27,5,271,555,799.52,725.5,74.02,467,3403805
11,2,2,825,45,35,27,8,249,576,728.07,591.96,136.11,504,3230503
12,3,3,813,48,26,23,3,215,598,658.36,618.9,39.46,528,2711709
13,4,4,822,48,36,31,5,307,515,934.46,848.65,85.81,435,3851353
14,5,5,826,44,38,30,8,319,507,948.3,831.05,117.25,435,4012805
15,6,6,825,43,32,28,4,240,585,657.07,574.37,82.7,513,3081808
16,7,7,819,49,26,23,3,242,577,754.0,710.88,43.12,507,2992158
17,8,8,819,54,35,30,5,294,525,916.27,816.44,99.83,441,3697918
18,9,9,825,41,25,23,2,222,603,679.96,614.84,65.12,541,2766014
19,10,10,787,44,25,22,3,231,556,714.7,648.16,66.54,482,2859497
20,1,1,826,43,32,28,4,301,525,963.41,902.13,61.28,455,3715415
21,2,2,819,37,25,21,4,226,593,681.17,621.92,59.25,529,2807562
22,3,3,819,38,25,22,3,221,598,661.54,612.86,48.68,530,2755627
