vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
0,2,2,805,46,23,20,3,190,615,614.05,538.62,75.43,543,2396822
1,3,3,756,30,19,16,3,193,563,633.24,561.45,71.79,517,2354367
2,5,5,763,44,23,18,5,213,550,691.44,564.51,126.93,480,2635723
3,7,7,822,31,19,16,3,195,627,637.58,568.08,69.5,571,2375141
4,9,9,817,27,18,13,5,182,635,600.56,431.88,168.68,589,2221706
5,2,2,823,31,22,17,5,194,629,623.67,489.46,134.21,581,2419966
6,3,3,822,24,16,12,4,128,694,404.72,301.72,103.0,652,1624000
7,5,5,774,18,14,9,5,107,667,317.03,217.23,99.8,635,1369065
8,7,7,826,26,18,13,5,153,673,492.88,354.0,138.88,631,1920483
9,9,9,828,27,17,12,5,162,666,540.18,371.5,168.68,624,1995562
10,2,2,795,13,15,8,7,120,675,379.01,196.94,182.07,651,1522500
11,3,3,798,22,15,8,7,130,668,422.51,251.04,171.47,632,1626370
12,5,5,794,13,10,7,3,110,684,377.25,263.71,113.54,660,1326610
13,7,7,825,13,10,8,2,98,727,328.18,272.01,56.17,705,1201966
14,9,9,823,19,16,12,4,174,649,567.98,425.84,142.14,613,2101802
15,2,2,782,16,9,6,3,88,694,304.17,221.46,82.71,668,1079692
16,3,3,778,17,12,10,2,127,651,416.81,368.95,47.86,627,1539997
17,5,5,798,28,16,13,3,159,639,519.81,436.07,83.74,591,1945997
18,7,7,819,17,12,6,6,101,718,306.99,148.57,158.42,690,1269935
19,9,9,766,11,6,5,1,80,686,277.5,215.46,62.04,670,941384
20,2,2,796,12,12,6,6,112,684,366.9,226.13,140.77,664,1384192
21,3,3,827,19,15,10,5,137,690,425.64,337.38,88.26,654,1699079
22,5,5,763,28,13,13,0,113,650,359.86,359.86,0.0,606,1412983
23,7,7,813,8,9,5,4,83,730,264.34,193.89,70.45,716,1027757
24,9,9,823,5,6,4,2,77,746,270.55,204.43,66.12,736,910223
25,2,2,745,13,9,6,3,67,678,221.0,138.29,82.71,656,861565
26,3,3,748,13,12,6,6,92,656,275.94,135.68,140.26,640,1176452
27,5,5,377,2,3,2,1,39,338,139.85,77.81,62.04,334,460305
28,7,7,770,5,5,2,3,45,725,133.98,56.17,77.81,719,559435
29,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
30,2,2,728,4,4,2,2,45,683,154.52,80.35,74.17,675,541031
31,3,3,754,5,4,3,1,32,722,103.0,79.07,23.93,714,406000
32,5,5,334,7,3,2,1,40,294,138.75,76.71,62.04,284,470692
33,7,7,756,7,5,2,3,40,716,125.15,55.14,70.01,706,507500
34,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
35,2,2,417,2,2,1,1,16,401,55.14,27.57,27.57,397,203000
36,3,3,312,2,3,2,1,40,272,138.75,85.97,52.78,268,470692
37,5,5,371,6,5,4,1,56,315,186.61,124.57,62.04,303,673692
38,7,7,755,3,5,2,3,44,711,134.49,59.81,74.68,707,549048
39,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
40,2,2,471,2,2,1,1,16,455,55.14,27.57,27.57,451,203000
41,3,3,351,1,2,1,1,30,321,105.56,52.78,52.78,319,348418
42,5,5,324,2,2,2,0,16,308,47.86,47.86,0.0,304,203000
43,7,7,591,2,3,1,2,25,566,69.5,23.93,45.57,562,314887
44,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
45,2,2,320,4,2,1,1,16,304,55.14,27.57,27.57,296,203000
46,3,3,601,8,5,3,2,55,546,175.06,108.95,66.11,530,663305
47,5,5,594,14,7,5,2,57,537,165.22,127.96,37.26,517,720887
48,7,7,634,1,3,1,2,24,610,70.01,27.57,42.44,608,304500
49,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
50,2,2,470,3,2,1,1,16,454,55.14,27.57,27.57,450,203000
51,3,3,385,3,2,1,1,30,355,105.56,52.78,52.78,349,348418
52,5,5,559,4,2,2,0,16,543,47.86,47.86,0.0,535,203000
53,7,7,657,3,3,1,2,25,632,69.5,23.93,45.57,628,314887
54,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
55,2,2,823,5,4,2,2,32,791,110.28,55.14,55.14,783,406000
56,3,3,557,4,3,2,1,19,538,55.58,31.65,23.93,532,252565
57,5,5,477,3,3,2,1,39,438,139.85,77.81,62.04,432,460305
58,7,7,639,2,2,1,1,20,619,64.48,32.24,32.24,615,244548
59,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
