vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1094,43.778,565,1801.47,1730.06,71.41,467,31,31
1,2,2,1085,52.841,583,1834.62,1635.58,199.04,438,32,32
2,3,3,1103,16.039,542,1654.22,1545.12,109.1,499,31,31
3,4,4,1079,87.944,558,1735.08,1629.66,105.42,459,31,31
4,5,5,1078,40.244,549,1789.45,1727.41,62.04,467,31,31
5,6,6,1103,28.514,540,1702.41,1605.56,96.85,499,32,32
6,7,7,1113,72.488,580,1783.77,1619.77,164.0,471,31,31
7,8,8,1123,40.004,541,1688.15,1504.63,183.52,516,33,33
8,9,9,1074,26.679,573,1809.77,1787.56,22.21,437,32,32
9,10,10,1129,30.745,527,1624.71,1482.33,142.38,540,31,31
10,1,1,1109,17.667,561,1741.17,1589.97,151.2,488,30,30
11,2,2,1102,77.58,530,1647.77,1519.6,128.17,506,33,33
12,3,3,1082,102.574,518,1540.44,1430.29,110.15,500,32,32
13,4,4,1105,113.494,529,1619.38,1486.06,133.32,514,31,31
14,5,5,1107,47.255,525,1521.92,1348.54,173.38,518,32,32
15,6,6,1111,36.335,521,1476.15,1339.01,137.14,520,35,35
16,7,7,1102,61.069,528,1564.36,1433.49,130.87,504,35,35
17,8,8,1070,75.704,500,1519.97,1399.9,120.07,514,28,28
18,9,9,1115,60.834,532,1619.66,1562.8,56.86,515,34,34
19,10,10,1073,30.141,541,1603.17,1362.63,240.54,468,32,32
20,1,1,1110,28.999,550,1539.09,1405.97,133.12,492,34,34
21,2,2,1122,37.228,479,1419.58,1286.79,132.79,577,33,33
22,3,3,1091,70.248,498,1516.72,1345.8,170.92,537,28,28
23,4,4,1083,89.611,522,1534.29,1283.84,250.45,501,30,30
24,5,5,1055,30.508,511,1539.51,1330.89,208.62,484,30,30
25,6,6,1000,38.274,469,1462.43,1231.6,230.83,473,29,29
26,7,7,993,72.944,414,1210.76,1087.05,123.71,525,27,27
27,8,8,1111,40.319,519,1476.92,1233.56,243.36,516,38,38
28,9,9,963,110.814,418,1242.21,1086.77,155.44,493,26,26
29,10,10,1014,40.258,529,1490.76,1188.68,302.08,421,32,32
30,1,1,1001,55.344,451,1361.61,1143.48,218.13,498,26,26
31,2,2,1073,57.514,468,1270.27,1060.31,209.96,541,32,32
32,3,3,1079,37.61,479,1277.67,1100.85,176.82,536,32,32
33,4,4,949,18.342,470,1375.87,1085.02,290.85,419,30,30
34,5,5,1101,28.814,504,1427.85,1286.63,141.22,537,30,30
35,6,6,1127,27.09,541,1477.81,1195.33,282.48,516,35,35
36,7,7,1002,27.173,477,1377.81,1180.3,197.51,463,31,31
37,8,8,1112,63.582,521,1451.69,1172.29,279.4,529,31,31
38,9,9,1116,33.542,567,1557.62,1220.97,336.65,481,34,34
39,10,10,1014,28.477,469,1319.37,1080.08,239.29,489,28,28
40,1,1,977,46.392,483,1347.38,1042.29,305.09,438,28,28
41,2,2,1018,15.888,418,1149.54,896.69,252.85,552,24,24
42,3,3,942,38.1,432,1172.31,892.5,279.81,456,27,27
43,4,4,1012,60.284,464,1343.17,1002.12,341.05,498,25,25
44,5,5,1077,34.727,439,1214.16,978.52,235.64,584,27,27
45,6,6,1012,38.274,436,1247.92,1072.58,175.34,516,30,30
46,7,7,1102,63.331,517,1410.48,1164.88,245.6,513,36,36
47,8,8,937,75.704,349,945.96,764.96,181.0,542,23,23
48,9,9,1000,66.128,438,1256.21,1104.7,151.51,506,28,28
49,10,10,1114,71.174,518,1427.09,1155.8,271.29,528,34,34
50,1,1,1030,69.659,507,1389.3,1155.28,234.02,461,31,31
51,2,2,1017,15.888,442,1198.56,933.42,265.14,519,28,28
52,3,3,1098,48.603,524,1477.94,1167.43,310.51,514,30,30
53,4,4,1119,58.059,538,1472.19,1109.33,362.86,517,32,32
54,5,5,1027,41.585,455,1197.77,890.28,307.49,518,27,27
55,6,6,1027,27.81,462,1283.42,898.73,384.69,513,26,26
56,7,7,1006,72.944,432,1190.2,1031.08,159.12,516,29,29
57,8,8,944,75.704,406,1073.73,838.4,235.33,486,26,26
58,9,9,1082,40.05,523,1440.14,1079.04,361.1,493,33,33
59,10,10,1074,32.174,507,1419.22,1172.02,247.2,503,32,32
60,1,1,1105,56.619,543,1479.34,1041.84,437.5,500,31,31
61,2,2,1035,42.601,399,1066.68,807.17,259.51,588,24,24
62,3,3,1058,107.498,447,1213.03,984.31,228.72,553,29,29
63,4,4,1033,49.86,448,1220.18,929.6,290.58,521,32,32
64,5,5,1090,81.228,459,1125.77,830.88,294.89,573,29,29
