horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
0,30,R1,B1,False,,False,95400
0,30,R2,B2,False,,False,97349
0,30,R3,B3,False,,False,97350
0,30,R4,B4,False,,False,94049
0,30,R5,B5,False,,False,89000
0,30,R6,B6,False,,False,97250
0,30,R7,B7,False,,False,97250
0,30,R8,B8,False,,False,97250
0,30,R9,B9,False,,False,94049
0,30,R10,B10,False,,False,97350
20,50,R1,B1,False,,False,98788
20,50,R2,B2,False,,False,100134
20,50,R3,B3,False,,False,100168
20,50,R4,B4,False,,False,96947
20,50,R5,B5,False,,False,92095
20,50,R6,B6,False,,False,100062
20,50,R7,B7,False,,False,100131
20,50,R8,B8,False,,False,100062
20,50,R9,B9,False,,False,96947
20,50,R10,B10,False,,False,101902
20,50,R11,B11,True,32.0,True,188099
20,50,R12,B12,False,,False,96300
20,50,R13,B13,False,,False,97250
20,50,R14,B14,False,,False,95400
20,50,R15,B15,False,,False,97150
20,50,R16,B16,False,,False,94049
20,50,R17,B17,False,,False,89100
20,50,R18,B18,False,,False,96250
20,50,R19,B19,False,,False,94049
20,50,R20,B20,False,,False,95400
20,50,R21,B21,False,,False,89100
20,50,R22,B22,False,,False,95400
20,50,R23,B23,False,,False,94049
40,70,R1,B1,False,,False,122504
40,70,R2,B2,False,,False,114060
40,70,R3,B3,False,,False,114260
40,70,R4,B4,False,,False,111437
40,70,R5,B5,False,,False,107571
40,70,R6,B6,False,,False,108500
40,70,R7,B7,False,,False,108774
40,70,R8,B8,False,,False,102875
40,70,R9,B9,False,,False,105641
40,70,R10,B10,False,,False,115561
40,70,R12,B12,False,,False,104422
40,70,R13,B13,False,,False,99997
40,70,R14,B14,False,,False,101220
40,70,R15,B15,False,,False,99956
40,70,R16,B16,False,,False,96947
40,70,R17,B17,False,,False,93543
40,70,R18,B18,False,,False,99292
40,70,R19,B19,False,,False,96947
40,70,R20,B20,False,,False,101220
40,70,R21,B21,False,,False,93543
40,70,R22,B22,False,,False,101075
40,70,R23,B23,False,,False,96947
40,70,R24,B24,False,,False,95400
40,70,R25,B25,False,,False,94500
40,70,R26,B26,False,,False,97350
40,70,R27,B27,False,,False,94049
40,70,R28,B28,False,,False,97349
40,70,R29,B29,True,55.0,True,194500
40,70,R30,B30,False,,False,97350
40,70,R31,B31,False,,False,96250
40,70,R32,B32,False,,False,97250
40,70,R33,B33,False,,False,95400
40,70,R34,B34,False,,False,94050
40,70,R35,B35,False,,False,97250
40,70,R36,B36,True,64.0,False,194700
40,70,R37,B37,False,,False,82250
40,70,R38,B38,False,,False,97250
40,70,R39,B39,False,,False,95400
40,70,R40,B40,False,,False,97250
40,70,R41,B41,False,,False,97350
