vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1089,43.344,550,1745.47,1610.97,134.5,477,31,31
1,2,2,1120,63.142,596,1883.0,1693.5,189.5,456,34,34
2,3,3,1116,49.679,577,1805.07,1673.19,131.88,479,30,30
3,4,4,1112,45.004,572,1824.75,1683.22,141.53,480,30,30
4,5,5,1074,45.182,563,1756.34,1668.4,87.94,449,31,31
5,6,6,1094,38.274,575,1790.96,1613.1,177.86,455,32,32
6,7,7,1100,51.61,549,1700.09,1597.4,102.69,483,34,34
7,8,8,1119,37.157,537,1706.19,1548.45,157.74,524,29,29
8,9,9,1088,113.064,528,1613.14,1478.64,134.5,500,30,30
9,10,10,1109,28.354,533,1675.05,1517.42,157.63,512,32,32
10,1,1,1090,45.983,568,1725.21,1496.21,229.0,460,31,31
11,2,2,1083,98.554,536,1596.02,1340.71,255.31,485,31,31
12,3,3,1116,47.856,547,1692.5,1405.06,287.44,513,28,28
13,4,4,1098,122.028,534,1652.23,1501.26,150.97,500,32,32
14,5,5,1110,31.704,554,1704.26,1533.28,170.98,490,33,33
15,6,6,1134,67.705,566,1695.19,1580.59,114.6,496,36,36
16,7,7,1113,47.852,573,1689.57,1491.6,197.97,468,36,36
17,8,8,1131,37.509,540,1625.48,1397.22,228.26,529,31,31
18,9,9,1130,50.288,544,1700.04,1427.66,272.38,530,28,28
19,10,10,1054,45.864,428,1306.79,1183.84,122.95,574,26,26
20,1,1,1049,43.246,524,1587.18,1447.67,139.51,459,33,33
21,2,2,1112,117.034,519,1545.6,1288.43,257.17,539,27,27
22,3,3,1092,70.248,548,1612.5,1354.73,257.77,480,32,32
23,4,4,970,45.779,506,1525.94,1245.83,280.11,408,28,28
24,5,5,1018,41.395,524,1601.95,1343.38,258.57,434,30,30
25,6,6,1079,38.799,558,1658.36,1396.29,262.07,453,34,34
26,7,7,1084,25.251,560,1698.05,1413.66,284.39,466,29,29
27,8,8,1099,56.204,514,1502.0,1274.7,227.3,527,29,29
28,9,9,989,113.064,401,1165.71,1016.94,148.77,534,27,27
29,10,10,1145,48.69,611,1716.14,1396.65,319.49,464,35,35
30,1,1,1008,55.344,518,1444.46,1179.51,264.95,428,31,31
31,2,2,1008,61.512,459,1418.66,1090.08,328.58,503,23,23
32,3,3,1010,60.284,510,1538.46,1206.07,332.39,440,30,30
33,4,4,1025,44.794,471,1303.48,1014.67,288.81,500,27,27
34,5,5,946,31.704,456,1304.13,1013.72,290.41,440,25,25
35,6,6,1095,27.475,535,1533.04,1215.61,317.43,494,33,33
36,7,7,1107,57.691,464,1350.83,1222.56,128.27,581,31,31
37,8,8,1004,85.264,450,1247.11,1033.83,213.28,498,28,28
38,9,9,1001,66.128,464,1368.16,1013.37,354.79,491,23,23
39,10,10,1107,46.259,536,1536.05,1300.24,235.81,507,32,32
40,1,1,988,17.274,465,1321.8,995.87,325.93,475,24,24
41,2,2,1118,50.526,594,1658.64,1346.46,312.18,454,35,35
42,3,3,1060,89.426,519,1442.04,998.32,443.72,491,25,25
43,4,4,1120,60.253,478,1377.36,1037.28,340.08,584,29,29
44,5,5,1022,51.024,428,1224.59,925.12,299.47,546,24,24
