num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
200,223929000,4096,152,4248,1112.232,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_200,False
205,229940200,4092,156,4248,1113.092,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_205,False
210,218800300,4101,147,4248,1111.908,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_210,False
215,220389600,4100,148,4248,1115.947,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_215,False
220,202303800,4111,137,4248,1108.955,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_220,False
225,196787400,4115,133,4248,1109.072,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_225,False
230,188935400,4120,128,4248,1110.181,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_230,False
235,242438100,4079,169,4248,1111.055,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_235,False
240,186248300,4123,125,4248,1113.292,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_240,False
245,187628600,4122,126,4248,1113.264,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_245,False
250,178901200,4126,122,4248,1110.28,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Pending_depot\Penalty_per_vehicles\Remove_Pending_Depot\vehicles_250,True
