vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1105,41.079,622,1585.55,1342.78,242.77,389,47,47
1,2,2,1108,58.157,561,1526.7,1311.02,215.68,471,38,38
2,3,3,1110,17.069,612,1668.05,1425.51,242.54,410,44,44
3,4,4,1111,101.014,585,1592.78,1449.72,143.06,446,40,40
4,5,5,1100,28.712,596,1669.71,1590.21,79.5,414,45,45
5,6,6,1127,28.792,584,1665.93,1505.84,160.09,449,47,47
6,7,7,1103,46.971,586,1581.04,1477.17,103.87,419,49,49
7,8,8,1082,21.334,584,1617.09,1436.6,180.49,412,43,43
8,9,9,1081,28.173,586,1561.22,1346.51,214.71,409,43,43
9,10,10,1103,68.011,609,1665.22,1343.92,321.3,400,47,47
10,1,1,1073,38.745,596,1606.25,1394.22,212.03,395,41,41
11,2,2,1088,26.44,602,1662.53,1360.28,302.25,408,39,39
12,3,3,1098,32.043,596,1648.93,1471.67,177.26,414,44,44
13,4,4,1080,46.855,530,1419.7,1233.64,186.06,472,39,39
14,5,5,1064,27.423,608,1517.93,1342.01,175.92,366,45,45
