vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1105,62.294,612,1676.78,1485.06,191.72,409,42,42
1,2,2,1108,44.919,579,1637.72,1509.11,128.61,443,43,43
2,3,3,1125,49.503,591,1561.61,1341.04,220.57,450,42,42
3,4,4,1099,34.214,566,1585.77,1357.86,227.91,455,39,39
4,5,5,1122,39.095,575,1548.18,1367.6,180.58,463,42,42
5,6,6,1098,28.212,578,1631.63,1412.58,219.05,430,45,45
6,7,7,1112,90.284,577,1549.66,1385.73,163.93,453,41,41
7,8,8,1115,75.144,592,1608.29,1375.05,233.24,437,43,43
8,9,9,1131,60.898,571,1577.45,1447.17,130.28,472,44,44
9,10,10,1102,40.863,580,1570.63,1404.85,165.78,430,46,46
10,1,1,1098,48.386,572,1488.87,1288.34,200.53,438,44,44
11,2,2,1104,71.918,604,1674.95,1429.08,245.87,412,44,44
12,3,3,1067,47.852,579,1512.15,1282.19,229.96,402,43,43
13,4,4,1118,59.979,546,1513.54,1360.85,152.69,494,39,39
14,5,5,1108,41.532,612,1690.3,1510.47,179.83,408,44,44
15,6,6,1073,71.38,588,1507.19,1334.11,173.08,395,45,45
