batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,R1,6,2,8,35,06:15,43,06:23,80,13,67,1,181773,15.0,22.0,06:02,36.0,06:16,Complete
B2,R2,4,9,8,40,06:20,48,06:28,102,17,85,1,182488,3.0,23.0,06:03,44.0,06:24,Complete
B3,R3,4,9,8,42,06:22,50,06:30,102,18,84,1,182549,3.0,26.0,06:06,47.0,06:27,Complete
B4,R4,6,7,8,38,06:18,46,06:26,90,14,76,1,179579,35.0,24.0,06:04,39.0,06:19,Complete
B5,,7,10,8,42,06:22,50,06:30,81,18,63,2,181539,,,,,,Overdue
B6,R6,10,3,10,42,06:22,52,06:32,101,17,84,1,182443,19.0,32.0,06:12,50.0,06:30,Complete
B7,,9,4,8,44,06:24,52,06:32,99,17,82,2,187890,,,,,,Overdue
B8,R8,10,3,10,46,06:26,56,06:36,101,17,84,1,182443,19.0,29.0,06:09,53.0,06:33,Complete
B9,R9,6,7,8,44,06:24,52,06:32,90,14,76,1,179579,5.0,30.0,06:10,48.0,06:28,Complete
B10,R10,10,4,8,44,06:24,52,06:32,66,14,52,1,185749,9.0,30.0,06:10,45.0,06:25,Complete
B11,R11,6,7,8,46,06:26,54,06:34,90,14,76,0,348100,5.0,33.0,06:13,51.0,06:31,Complete
B12,R12,6,10,7,44,06:24,51,06:31,69,12,57,0,176300,25.0,32.0,06:12,46.0,06:26,Complete
B13,,1,9,8,54,06:34,62,06:42,104,18,86,2,187395,,,,,,Overdue
B14,R14,1,10,8,52,06:32,60,06:40,55,16,39,0,175400,0.0,36.0,06:16,60.0,06:40,Complete
B15,,5,9,8,56,06:36,64,06:44,103,19,84,2,187525,,,,,,Overdue
B16,R16,6,7,8,52,06:32,60,06:40,90,14,76,1,179579,45.0,43.0,06:23,58.0,06:38,Complete
B17,,2,9,8,56,06:36,64,06:44,60,16,44,2,187077,,,,,,Overdue
B18,,3,10,9,57,06:37,66,06:46,93,17,76,2,187598,,,,,,Overdue
B19,R19,6,7,8,54,06:34,62,06:42,90,14,76,1,179579,45.0,40.0,06:20,61.0,06:41,Complete
B20,R20,1,10,8,60,06:40,68,06:48,55,16,39,1,186348,10.0,52.0,06:32,68.0,06:48,Complete
B21,,2,9,8,64,06:44,72,06:52,60,16,44,2,187077,,,,,,Overdue
B22,R22,1,10,8,64,06:44,72,06:52,55,15,40,1,186075,10.0,49.0,06:29,71.0,06:51,Complete
B23,R23,6,7,8,64,06:44,72,06:52,90,14,76,1,179579,55.0,57.0,06:37,72.0,06:52,Complete
B24,R24,1,10,8,68,06:48,76,06:56,55,16,39,0,175400,20.0,52.0,06:32,68.0,06:48,Complete
B25,,6,9,8,75,06:55,83,07:03,128,22,106,2,182471,,,,,,Overdue
B26,R26,10,4,8,67,06:47,75,06:55,66,14,52,1,185749,39.0,60.0,06:40,75.0,06:55,Complete
B27,R27,6,7,8,68,06:48,76,06:56,90,14,76,0,174050,55.0,54.0,06:34,75.0,06:55,Complete
B28,,4,9,8,72,06:52,80,07:00,102,17,85,2,187626,,,,,,Overdue
B29,R29,10,3,10,72,06:52,82,07:02,101,17,84,1,364886,29.0,63.0,06:43,81.0,07:01,Complete
B30,R30,10,4,8,71,06:51,79,06:59,66,14,52,0,177350,25.0,57.0,06:37,78.0,06:58,Complete
B31,R31,3,10,9,77,06:57,86,07:06,93,17,76,1,181924,2.0,60.0,06:40,78.0,06:58,Complete
B32,R32,10,3,10,77,06:57,87,07:07,101,17,84,1,182443,29.0,60.0,06:40,84.0,07:04,Complete
B33,R33,1,10,8,78,06:58,86,07:06,55,16,39,1,186348,30.0,68.0,06:48,84.0,07:04,Complete
B34,,6,7,8,78,06:58,86,07:06,90,15,75,2,185256,,,,,,Overdue
