horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,0,0,0,0,577,0,,0.0
20,50,3,2,0,0,577,0,416184.0,120.014
40,70,3,3,3,3,574,0,338938.0,120.006
60,90,1,1,0,3,574,0,140678.0,120.006
80,110,2,2,1,4,573,0,333291.0,120.005
100,130,2,2,2,6,571,0,333291.0,120.004
120,150,9,9,2,8,569,0,757139.0,120.034
140,170,22,22,10,18,559,0,1734219.0,120.006
160,190,27,27,15,33,544,0,2281804.0,120.063
180,210,21,21,16,49,528,0,1884377.0,123.709
200,230,13,13,8,57,520,0,1361399.0,120.055
220,250,10,10,5,62,515,0,1012074.0,120.022
240,270,20,19,6,68,509,0,1880567.0,120.148
260,290,41,41,19,87,490,0,3254144.0,120.025
280,310,46,45,28,115,462,0,3668535.0,282.174
300,330,40,38,22,137,440,0,3538707.0,120.255
320,350,37,37,23,160,417,0,3304265.0,120.064
340,370,26,26,14,174,403,0,2577380.0,120.068
360,390,19,19,12,186,391,0,1810761.0,120.006
380,410,20,19,9,195,382,0,1977437.0,120.006
400,430,26,25,13,208,369,0,2520282.0,120.008
420,450,23,23,16,224,353,0,1968380.0,120.008
440,470,12,11,10,234,343,0,1360289.0,120.153
460,490,9,8,4,238,339,0,1037520.0,120.049
480,510,17,16,5,243,333,1,1714056.0,120.056
500,530,30,30,17,260,316,1,2381841.0,120.009
520,550,28,28,16,276,300,1,2162807.0,120.013
540,570,26,26,19,295,281,1,1954160.0,120.009
560,590,22,22,11,306,270,1,1817315.0,120.068
580,610,35,35,19,325,251,1,2804782.0,120.009
600,630,40,40,23,348,228,1,3352367.0,120.047
620,650,39,38,25,373,203,1,3579771.0,120.279
640,670,46,44,20,393,183,1,4293592.0,120.175
660,690,55,54,32,425,151,1,4693831.0,120.395
680,710,53,50,29,454,121,2,4533067.0,120.287
700,730,55,54,28,482,93,2,5368986.0,120.343
720,750,46,45,34,516,58,3,4660356.0,120.116
740,770,29,28,14,530,44,3,2758682.0,120.217
760,790,36,35,17,547,26,4,3042532.0,120.081
780,810,26,24,19,566,6,5,3051296.0,120.072
800,816,6,1,1,567,5,5,1306602.0,120.006
