vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1120,45.614,593,1898.86,1761.09,137.77,467,30,30
1,2,2,1131,45.259,604,1855.1,1687.27,167.83,465,31,31
2,3,3,1084,49.449,515,1596.32,1505.94,90.38,511,29,29
3,4,4,1089,15.387,572,1800.63,1631.46,169.17,457,30,30
4,5,5,1100,38.44,569,1774.97,1622.66,152.31,469,31,31
5,6,6,1070,70.885,574,1785.16,1695.94,89.22,428,34,34
6,7,7,1121,40.358,569,1734.17,1527.72,206.45,490,31,31
7,8,8,1133,39.313,555,1716.23,1580.44,135.79,514,32,32
8,9,9,1062,63.794,551,1729.36,1562.7,166.66,453,29,29
9,10,10,1119,66.043,582,1745.27,1665.98,79.29,459,39,39
10,1,1,1096,45.035,588,1781.27,1567.11,214.16,438,35,35
11,2,2,1102,71.285,528,1565.8,1444.01,121.79,504,35,35
12,3,3,1089,54.291,545,1661.31,1493.74,167.57,480,32,32
13,4,4,1105,57.594,544,1729.82,1575.23,154.59,501,30,30
14,5,5,1115,21.475,593,1753.43,1392.08,361.35,460,31,31
15,6,6,1074,52.0,560,1681.12,1411.54,269.58,454,30,30
16,7,7,1072,47.243,501,1478.58,1270.49,208.09,507,32,32
17,8,8,1075,36.872,509,1543.95,1331.6,212.35,510,28,28
18,9,9,1075,79.755,538,1637.7,1474.48,163.22,479,29,29
19,10,10,1138,32.764,581,1726.34,1389.61,336.73,491,33,33
20,1,1,1113,37.247,544,1691.43,1462.52,228.91,511,29,29
21,2,2,1108,29.986,556,1644.66,1476.51,168.15,490,31,31
22,3,3,1121,48.655,560,1666.21,1271.79,394.42,501,30,30
23,4,4,976,33.631,491,1434.28,1285.25,149.03,431,27,27
24,5,5,1052,53.714,535,1571.49,1339.43,232.06,453,32,32
25,6,6,1109,28.323,549,1585.15,1293.05,292.1,490,35,35
26,7,7,1117,44.486,536,1634.98,1263.8,371.18,525,28,28
27,8,8,997,95.024,456,1381.83,1198.39,183.44,483,29,29
28,9,9,1091,26.588,480,1376.29,1070.9,305.39,555,28,28
29,10,10,1011,43.174,504,1504.95,1214.66,290.29,447,30,30
30,1,1,1101,36.024,535,1531.0,1262.81,268.19,508,29,29
31,2,2,1008,44.862,511,1530.66,1221.9,308.76,439,29,29
32,3,3,973,49.469,501,1376.07,1035.27,340.8,416,28,28
33,4,4,1028,45.94,534,1563.89,1159.85,404.04,436,29,29
34,5,5,1041,41.316,519,1497.83,1099.0,398.83,470,26,26
35,6,6,1120,65.198,591,1700.14,1453.04,247.1,461,34,34
36,7,7,1114,112.364,447,1299.08,1068.48,230.6,611,28,28
37,8,8,1127,40.882,521,1512.95,1219.25,293.7,550,28,28
38,9,9,1130,47.502,502,1463.99,1151.99,312.0,572,28,28
39,10,10,1031,30.374,443,1293.11,952.02,341.09,542,23,23
40,1,1,1105,78.39,568,1602.85,1206.04,396.81,471,33,33
