horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,0,0,0,0,577,0,,0.0
20,50,3,3,1,1,576,0,432421.0,20.003
40,70,2,2,2,3,574,0,219034.0,20.002
60,90,1,1,0,3,574,0,140678.0,20.003
80,110,2,2,1,4,573,0,333291.0,20.002
100,130,2,2,2,6,571,0,333291.0,20.003
120,150,9,9,2,8,569,0,757139.0,20.003
140,170,22,22,10,18,559,0,1734219.0,20.006
160,190,27,27,15,33,544,0,2281804.0,20.007
180,210,21,21,16,49,528,0,2092117.0,20.006
200,230,13,13,8,57,520,0,1361399.0,20.008
220,250,10,9,3,60,516,1,1505289.0,20.096
240,270,21,20,5,65,510,2,2717668.0,20.234
260,290,42,42,19,84,491,2,3893398.0,20.005
280,310,47,47,26,110,465,2,3848924.0,20.008
300,330,43,42,24,134,440,3,4501414.0,20.396
320,350,37,37,22,156,418,3,2971881.0,20.008
340,370,27,27,17,173,401,3,2676510.0,20.008
360,390,17,17,12,185,389,3,1602114.0,20.005
380,410,18,18,7,192,382,3,1888210.0,20.004
400,430,26,26,12,204,370,3,2421575.0,20.003
420,450,24,24,15,219,355,3,2202541.0,20.008
440,470,14,14,12,231,343,3,1626721.0,20.003
460,490,9,9,6,237,337,3,902557.0,20.005
480,510,15,15,4,241,333,3,1279210.0,20.005
500,530,30,30,17,258,316,3,2350680.0,20.006
520,550,28,28,17,275,299,3,2401708.0,20.005
540,570,25,25,17,292,282,3,2415928.0,20.005
560,590,23,22,12,304,269,4,2661533.0,20.051
580,610,34,34,14,318,255,4,3276937.0,20.007
600,630,44,44,23,341,232,4,4424042.0,20.008
620,650,43,43,26,367,206,4,4615748.0,20.007
640,670,49,49,23,390,183,4,4867757.0,20.006
660,690,55,53,28,418,154,5,6182176.0,20.291
680,710,56,54,27,445,125,7,6923077.0,20.164
700,730,59,57,30,475,93,9,7294603.0,20.386
720,750,46,46,32,507,61,9,5463649.0,20.008
740,770,32,31,16,523,44,10,4270512.0,20.12
760,790,36,36,18,541,26,10,3547906.0,20.33
780,810,26,25,17,558,9,10,3751030.0,20.214
800,816,9,3,3,561,6,10,3121238.0,20.23
