vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1085,44.509,561,1819.41,1728.69,90.72,466,29,29
1,2,2,1091,52.47,567,1728.17,1592.64,135.53,456,34,34
2,3,3,1118,67.976,579,1811.38,1686.72,124.66,465,37,37
3,4,4,1021,25.069,538,1713.72,1591.97,121.75,427,28,28
4,5,5,1111,39.962,578,1810.55,1666.9,143.65,469,32,32
5,6,6,1117,26.035,568,1750.82,1562.14,188.68,487,31,31
6,7,7,1052,52.875,541,1661.42,1535.99,125.43,449,31,31
7,8,8,1041,97.714,478,1485.0,1456.76,28.24,503,30,30
8,9,9,1074,67.417,522,1623.89,1535.1,88.79,490,31,31
9,10,10,1109,43.174,526,1632.6,1499.85,132.75,515,34,34
10,1,1,1127,43.661,574,1727.85,1563.33,164.52,477,38,38
11,2,2,1098,38.991,526,1647.29,1554.67,92.62,510,31,31
12,3,3,1103,22.292,565,1720.55,1595.45,125.1,472,33,33
13,4,4,1102,45.315,510,1556.29,1397.65,158.64,526,33,33
14,5,5,1105,122.794,565,1684.47,1496.12,188.35,474,33,33
15,6,6,1084,15.15,525,1585.51,1395.46,190.05,497,31,31
16,7,7,1136,43.437,568,1734.76,1574.37,160.39,502,33,33
17,8,8,1032,50.006,485,1429.46,1268.39,161.07,495,26,26
18,9,9,1083,40.896,519,1599.57,1501.23,98.34,498,33,33
19,10,10,996,32.886,501,1484.83,1288.0,196.83,429,33,33
20,1,1,1079,60.965,526,1626.44,1454.23,172.21,495,29,29
21,2,2,986,62.824,439,1345.85,1211.89,133.96,493,27,27
22,3,3,1006,48.951,428,1271.77,1189.5,82.27,520,29,29
23,4,4,1010,54.13,442,1350.18,1227.41,122.77,512,28,28
24,5,5,1107,52.916,523,1542.0,1427.16,114.84,516,34,34
25,6,6,1110,80.634,521,1456.77,1268.0,188.77,517,36,36
26,7,7,1075,61.878,518,1502.69,1360.29,142.4,489,34,34
27,8,8,963,88.454,410,1136.24,1039.83,96.41,487,33,33
28,9,9,1018,53.55,460,1335.89,1197.26,138.63,496,31,31
29,10,10,1099,64.824,506,1382.97,1240.97,142.0,529,32,32
30,1,1,1112,115.264,515,1403.3,1213.98,189.32,527,35,35
31,2,2,1026,50.202,501,1442.0,1118.27,323.73,473,26,26
32,3,3,995,60.284,410,1228.78,1072.68,156.1,531,27,27
33,4,4,1028,47.7,443,1231.56,935.35,296.21,535,25,25
34,5,5,1112,16.15,497,1377.05,1179.69,197.36,551,32,32
35,6,6,1009,28.893,469,1351.97,1217.28,134.69,476,32,32
36,7,7,1006,33.636,389,1076.65,948.96,127.69,561,28,28
37,8,8,1061,70.089,509,1318.6,1057.69,260.91,488,32,32
38,9,9,1125,33.024,476,1317.7,1098.69,219.01,587,31,31
39,10,10,1114,111.084,569,1600.46,1407.17,193.29,469,38,38
40,1,1,1001,19.629,462,1271.84,1111.72,160.12,479,30,30
41,2,2,951,53.696,425,1192.36,963.77,228.59,476,25,25
42,3,3,1030,22.937,471,1312.48,1044.26,268.22,499,30,30
43,4,4,1005,57.594,431,1188.93,867.97,320.96,524,25,25
44,5,5,1107,73.142,542,1446.15,1181.84,264.31,497,34,34
45,6,6,1030,25.474,476,1266.15,996.25,269.9,494,30,30
46,7,7,1014,26.008,467,1211.21,944.4,266.81,485,31,31
47,8,8,936,73.972,324,884.85,788.18,96.67,570,21,21
