vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1114,45.094,604,1697.41,1449.82,247.59,426,42,42
1,2,2,1105,51.662,552,1582.94,1415.46,167.48,473,40,40
2,3,3,1102,40.328,596,1578.34,1439.67,138.67,412,47,47
3,4,4,1107,36.885,608,1682.56,1454.71,227.85,411,44,44
4,5,5,1126,76.512,580,1519.03,1281.42,237.61,456,45,45
5,6,6,1108,90.945,579,1635.56,1468.35,167.21,447,41,41
6,7,7,1098,56.758,586,1603.59,1320.68,282.91,432,40,40
7,8,8,1062,40.762,594,1559.35,1375.66,183.69,378,45,45
8,9,9,1091,71.146,559,1485.61,1391.42,94.19,440,46,46
9,10,10,1053,34.283,590,1513.52,1372.19,141.33,375,44,44
10,1,1,1098,15.734,600,1687.7,1537.61,150.09,408,45,45
11,2,2,1113,59.917,594,1580.73,1338.58,242.15,435,42,42
12,3,3,1089,60.284,593,1622.49,1402.38,220.11,406,45,45
13,4,4,1123,45.812,578,1531.32,1320.64,210.68,459,43,43
14,5,5,1063,69.169,578,1524.4,1324.57,199.83,393,46,46
15,6,6,1109,21.164,586,1566.93,1351.88,215.05,435,44,44
16,7,7,1105,86.747,574,1635.08,1538.09,96.99,441,45,45
17,8,8,1089,75.144,559,1549.03,1247.07,301.96,450,40,40
18,9,9,1083,36.736,606,1574.61,1294.93,279.68,385,46,46
19,10,10,1076,43.174,578,1648.78,1462.11,186.67,418,40,40
20,1,1,1097,60.622,610,1617.28,1338.34,278.94,405,41,41
21,2,2,1111,41.759,626,1617.8,1312.55,305.25,403,41,41
