num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
50,3591664800,2001,2247,4248,1106.39,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_50,False
55,3317669200,2166,2082,4248,1103.88,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_55,False
60,2947323200,2386,1862,4248,1105.692,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_60,False
65,2591465100,2610,1638,4248,1103.493,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_65,False
70,2326648600,2767,1481,4248,1104.067,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_70,False
75,2025601700,2957,1291,4248,1103.825,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_75,False
80,1766305900,3117,1131,4248,1103.847,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_80,False
85,1597428100,3224,1024,4248,1104.818,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_85,False
90,1428527200,3332,916,4248,1105.747,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_90,False
95,1310502100,3403,845,4248,1105.619,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_95,False
100,1154245200,3503,745,4248,1105.147,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_100,False
105,1020658200,3590,658,4248,1105.733,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_105,False
110,915299100,3658,590,4248,1105.306,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_110,False
115,826791000,3714,534,4248,1106.806,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_115,False
120,778398700,3743,505,4248,1107.053,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_120,False
125,696346100,3796,452,4248,1105.818,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_125,False
130,644688400,3828,420,4248,1106.742,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\100_000\vehicles_130,False
