vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1070,62.272,589,1615.36,1417.45,197.91,401,40,40
1,2,2,1111,40.089,613,1671.85,1581.25,90.6,402,48,48
2,3,3,1097,35.802,569,1454.29,1321.57,132.72,438,45,45
3,4,4,1052,23.275,529,1375.28,1109.09,266.19,449,37,37
4,5,5,1105,96.405,570,1644.91,1509.26,135.65,445,45,45
5,6,6,1091,82.102,538,1536.81,1411.3,125.51,463,45,45
6,7,7,1104,43.181,569,1642.21,1381.38,260.83,451,42,42
7,8,8,1082,89.721,548,1576.81,1310.51,266.3,466,34,34
8,9,9,1111,44.168,556,1605.59,1367.17,238.42,481,37,37
9,10,10,1125,33.407,619,1736.28,1567.84,168.44,418,44,44
10,1,1,1104,121.094,605,1526.96,1317.33,209.63,415,42,42
11,2,2,1107,109.534,593,1592.36,1393.31,199.05,426,44,44
12,3,3,1068,50.95,577,1528.74,1341.54,187.2,397,47,47
13,4,4,1122,60.038,610,1659.35,1318.7,340.65,436,38,38
14,5,5,1096,66.806,596,1576.63,1337.72,238.91,420,40,40
15,6,6,1113,18.954,607,1651.47,1437.69,213.78,420,43,43
16,7,7,1111,45.892,590,1555.56,1326.79,228.77,427,47,47
17,8,8,1067,54.235,582,1610.82,1365.24,245.58,407,39,39
18,9,9,1097,33.53,554,1536.9,1287.13,249.77,463,40,40
19,10,10,1093,34.641,570,1593.48,1482.88,110.6,431,46,46
