horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,390670.0,20.002
20,50,23,23,16,16,4217,15,883410.0,20.082
40,70,26,26,14,30,4203,15,1001790.0,20.027
60,90,31,31,18,48,4185,15,1118650.0,20.002
80,110,37,37,22,70,4163,15,1284930.0,20.014
100,130,43,43,26,96,4137,15,1410590.0,20.311
120,150,73,73,23,119,4114,15,2184170.0,20.054
140,170,132,129,84,203,4027,18,8102210.0,20.007
160,190,111,106,74,277,3950,21,10296950.0,20.012
180,210,97,92,62,339,3884,25,11241560.0,20.186
200,230,83,76,48,387,3829,32,13026200.0,20.081
220,250,71,70,41,428,3788,32,4453100.0,20.025
240,270,117,112,46,474,3740,34,13700990.0,20.377
260,290,182,165,106,580,3629,39,30683130.0,20.012
280,310,183,148,83,663,3526,59,53089340.0,20.012
300,330,180,138,84,747,3422,79,61909100.0,20.012
320,350,160,131,79,826,3318,104,45202960.0,20.018
340,370,126,118,82,908,3229,111,15455540.0,20.011
360,390,88,87,65,973,3163,112,4509960.0,20.288
380,410,78,78,45,1018,3118,112,2693560.0,20.011
400,430,81,79,50,1068,3067,113,5691030.0,20.05
420,450,70,68,47,1115,3018,115,5367110.0,20.182
440,470,59,58,36,1151,2981,116,3547750.0,20.025
460,490,68,68,39,1190,2942,116,2342290.0,20.026
480,510,89,88,47,1237,2894,117,4315380.0,20.412
500,530,133,132,77,1314,2816,118,5303480.0,20.006
520,550,137,129,83,1397,2729,122,15543330.0,20.016
540,570,135,121,69,1466,2647,135,23746350.0,20.01
560,590,126,115,71,1537,2567,144,18825910.0,20.005
580,610,140,130,77,1614,2484,150,18536720.0,20.007
600,630,167,144,75,1689,2400,159,37167760.0,20.017
620,650,213,150,95,1784,2285,179,93234760.0,20.009
640,670,252,156,76,1860,2165,223,138184290.0,20.018
660,690,318,155,84,1944,2027,277,237213960.0,20.02
680,710,403,163,97,2041,1849,358,348293920.0,20.025
700,730,448,142,82,2123,1638,487,444645370.0,20.02
720,750,408,134,78,2201,1421,626,400320030.0,20.05
740,770,319,140,74,2275,1216,757,263864210.0,20.021
760,790,237,154,89,2364,1076,808,120367560.0,20.028
780,810,199,151,88,2452,952,844,68811740.0,20.015
800,830,184,152,85,2537,846,865,45131640.0,20.01
820,850,201,156,93,2630,734,884,62228150.0,20.01
840,870,182,138,87,2717,618,913,61123860.0,20.009
860,890,152,131,82,2799,516,933,31961180.0,20.01
880,910,113,105,68,2867,440,941,15634170.0,20.449
900,930,114,107,63,2930,371,947,14851910.0,20.316
920,950,114,105,71,3001,295,952,18034830.0,20.402
940,970,107,98,59,3060,232,956,18039930.0,20.274
960,990,99,90,63,3123,164,961,19012190.0,20.115
980,1010,84,79,46,3169,114,965,11701510.0,20.154
1000,1030,70,69,51,3220,62,966,3958300.0,20.119
1020,1050,41,41,31,3251,31,966,1706190.0,20.142
1040,1070,23,22,15,3266,15,967,2439360.0,20.039
1060,1090,15,15,12,3278,3,967,677000.0,20.064
1080,1110,3,3,3,3281,0,967,153250.0,20.006
1100,1130,0,0,0,3281,0,967,,0.0
1120,1150,0,0,0,3281,0,967,,0.0
