horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
20,50,R1,B1,True,37.0,True,377150
20,50,R2,B2,True,40.0,False,369100
20,50,R3,B3,True,48.0,False,369100
40,70,R2,B2,True,40.0,True,389452
40,70,R3,B3,True,48.0,True,389452
60,90,R4,B4,True,81.0,False,376400
80,110,R4,B4,True,81.0,True,397581
80,110,R5,B5,True,104.0,False,375900
100,130,R5,B5,True,104.0,True,386114
100,130,R6,B6,True,111.0,True,376400
120,150,R7,B7,True,134.0,True,377950
120,150,R8,B8,True,135.0,True,377950
120,150,R9,B9,True,141.0,False,378050
120,150,R10,B10,True,142.0,False,378050
120,150,R11,B11,True,144.0,False,756100
120,150,R12,B12,True,147.0,False,756100
120,150,R13,B13,True,146.0,False,1134150
120,150,R14,B14,True,148.0,False,378050
120,150,R15,B15,True,149.0,False,377950
140,170,R9,B9,True,141.0,True,396131
140,170,R10,B10,True,142.0,True,397638
140,170,R11,B11,True,144.0,True,792263
140,170,R12,B12,True,147.0,True,792263
140,170,R13,B13,True,146.0,True,1188395
140,170,R14,B14,True,148.0,True,396131
140,170,R15,B15,True,149.0,True,394152
140,170,R16,B16,True,151.0,True,756100
140,170,R17,B17,True,153.0,True,1134150
140,170,R18,B18,True,156.0,True,378050
140,170,R19,B19,True,157.0,True,378050
140,170,R20,B20,True,158.0,True,375900
140,170,R21,B21,True,160.0,False,378050
140,170,R22,B22,True,160.0,False,376400
140,170,R23,B23,True,162.0,False,378050
140,170,R24,B24,True,163.0,False,376400
140,170,R25,B25,True,163.0,False,378050
140,170,R26,B26,True,164.0,False,377950
140,170,R27,B27,True,166.0,False,756100
140,170,R28,B28,True,167.0,False,375900
140,170,R29,B29,True,167.0,False,1134150
140,170,R30,B30,True,170.0,False,375900
160,190,R21,B21,True,160.0,True,396131
160,190,R22,B22,True,160.0,True,389344
160,190,R23,B23,True,162.0,True,396131
160,190,R24,B24,True,163.0,True,389344
160,190,R25,B25,True,163.0,True,396131
160,190,R26,B26,True,164.0,True,394731
160,190,R27,B27,True,166.0,True,792263
160,190,R28,B28,True,167.0,True,386114
160,190,R29,B29,True,167.0,True,1188395
160,190,R30,B30,True,169.0,True,386114
160,190,R31,B31,True,171.0,True,375900
160,190,R32,B32,True,172.0,True,375900
160,190,R33,B33,True,172.0,True,376400
160,190,R34,B34,True,174.0,True,377950
160,190,R35,B35,True,176.0,True,1134150
160,190,R36,B36,True,177.0,True,756100
160,190,R37,B37,True,179.0,True,378050
160,190,R38,B38,True,181.0,False,755900
160,190,R39,B39,True,182.0,False,376400
160,190,R40,B40,True,183.0,False,375900
160,190,R41,B41,True,186.0,False,376400
160,190,R42,B42,True,187.0,False,376400
160,190,R43,B43,True,188.0,False,375900
160,190,R44,B44,True,189.0,False,378050
160,190,R45,B45,True,190.0,False,378050
180,210,R38,B38,True,181.0,True,790072
180,210,R39,B39,True,182.0,True,389344
180,210,R40,B40,True,183.0,True,386114
180,210,R41,B41,True,188.0,True,397581
180,210,R42,B42,True,187.0,True,389344
180,210,R43,B43,True,188.0,True,386114
180,210,R44,B44,True,189.0,True,397638
180,210,R45,B45,True,190.0,True,396131
180,210,R46,B46,True,191.0,True,756100
180,210,R47,B47,True,193.0,True,378050
180,210,R48,B48,True,196.0,True,375900
180,210,R49,B49,True,195.0,True,756100
180,210,R50,B50,True,196.0,True,376400
180,210,R51,B51,True,197.0,True,378050
180,210,R52,B52,True,198.0,True,376199
180,210,R53,B53,True,200.0,False,378050
180,210,R54,B54,True,206.0,False,376400
200,230,R53,B53,True,203.0,True,414213
200,230,R54,B54,True,208.0,True,397581
200,230,R55,B55,True,211.0,True,376400
200,230,R56,B56,True,212.0,True,377950
200,230,R57,B57,True,216.0,True,376199
200,230,R58,B58,True,219.0,True,376400
200,230,R59,B59,True,226.0,False,378050
200,230,R60,B60,True,225.0,False,376400
200,230,R61,B61,True,228.0,False,375900
200,230,R62,B62,True,228.0,False,376400
220,250,R59,B59,True,228.0,True,396131
220,250,R60,B60,True,225.0,True,389344
220,250,R61,B61,True,228.0,True,386114
220,250,R62,B62,True,228.0,True,389344
220,250,R63,B63,True,241.0,False,376400
220,250,R64,B64,True,243.0,False,378050
220,250,R65,B65,True,246.0,False,378050
220,250,R66,B66,True,245.0,False,376400
220,250,R67,B67,True,246.0,False,378050
240,270,R63,B63,True,241.0,True,389344
240,270,R64,B64,True,248.0,True,396131
240,270,R65,B65,True,250.0,True,396131
240,270,R66,B66,True,248.0,True,397581
240,270,R67,B67,True,248.0,True,396131
240,270,R68,B68,True,255.0,True,376400
240,270,R69,B69,True,258.0,True,376400
240,270,R70,B70,True,260.0,False,375900
240,270,R71,B71,True,261.0,False,377950
240,270,R72,B72,True,264.0,False,378050
240,270,R73,B73,True,262.0,False,376400
240,270,R74,B74,True,264.0,False,377150
240,270,R75,B75,True,265.0,False,377950
240,270,R76,B76,True,267.0,False,378050
240,270,R77,B77,True,268.0,False,377950
240,270,R78,B78,True,268.0,False,376400
240,270,R79,B79,True,268.0,False,374450
240,270,R80,B80,True,269.0,False,377950
240,270,R81,B81,True,269.0,False,378050
240,270,R82,B82,True,270.0,False,377950
260,290,R70,B70,True,260.0,True,386114
260,290,R71,B71,True,261.0,True,394152
260,290,R72,B72,True,262.0,True,397638
260,290,R73,B73,False,,False,397581
260,290,R74,B74,True,268.0,True,388289
260,290,R75,B75,True,265.0,True,394152
260,290,R76,B76,True,267.0,True,397638
260,290,R77,B77,True,268.0,True,394731
260,290,R78,B78,True,268.0,True,388826
260,290,R79,B79,True,268.0,True,386124
260,290,R80,B80,True,269.0,True,394152
260,290,R81,B81,True,269.0,True,397638
260,290,R82,B82,True,272.0,True,393877
260,290,R83,B83,True,272.0,True,378050
260,290,R84,B84,True,271.0,True,376199
260,290,R85,B85,True,275.0,True,378050
260,290,R86,B86,True,276.0,True,376400
260,290,R87,B87,True,277.0,True,377950
260,290,R88,B88,True,278.0,True,378050
260,290,R89,B89,True,279.0,True,378050
260,290,R90,B90,True,279.0,True,378050
260,290,R91,B91,True,279.0,True,367450
260,290,R92,B92,True,284.0,False,377950
260,290,R93,B93,True,281.0,False,377950
260,290,R94,B94,True,281.0,False,375900
260,290,R95,B95,True,282.0,False,756100
260,290,R96,B96,True,281.0,False,376400
260,290,R97,B97,True,283.0,False,378050
260,290,R98,B98,True,282.0,False,376400
260,290,R99,B99,True,283.0,False,377950
260,290,R100,B100,True,284.0,False,375900
260,290,R101,B101,True,284.0,False,375900
260,290,R102,B102,True,285.0,False,378050
260,290,R103,B103,True,286.0,False,377950
260,290,R104,B104,True,289.0,False,378050
260,290,R105,B105,True,286.0,False,376400
260,290,R106,B106,True,286.0,False,367450
260,290,R107,B107,True,289.0,False,378050
260,290,R108,B108,True,289.0,False,756100
260,290,R109,B109,True,290.0,False,378050
280,310,R92,B92,True,282.0,True,393877
280,310,R93,B93,True,286.0,True,394152
280,310,R94,B94,True,281.0,True,386114
280,310,R95,B95,True,284.0,True,792263
280,310,R96,B96,False,,False,397581
280,310,R97,B97,True,282.0,True,397638
280,310,R98,B98,False,,False,397581
280,310,R99,B99,True,283.0,True,394152
280,310,R100,B100,True,284.0,True,386114
280,310,R101,B101,True,284.0,True,386114
280,310,R102,B102,True,285.0,True,397638
280,310,R103,B103,True,289.0,True,394731
280,310,R104,B104,True,289.0,True,396131
280,310,R105,B105,True,288.0,True,397581
280,310,R106,B106,True,286.0,True,381995
280,310,R107,B107,True,288.0,True,397638
280,310,R108,B108,True,289.0,True,795277
280,310,R109,B109,True,291.0,True,396131
280,310,R110,B110,True,293.0,True,378050
280,310,R111,B111,True,296.0,True,378050
280,310,R112,B112,True,295.0,True,377950
280,310,R113,B113,True,295.0,True,377150
280,310,R114,B114,True,296.0,True,375900
280,310,R115,B115,True,296.0,True,377950
280,310,R116,B116,True,297.0,True,752800
280,310,R117,B117,True,299.0,True,377950
280,310,R118,B118,True,300.0,False,367450
280,310,R119,B119,True,300.0,False,374450
280,310,R120,B120,True,301.0,False,756100
280,310,R121,B121,True,303.0,False,377950
280,310,R122,B122,True,303.0,False,378050
280,310,R123,B123,True,303.0,False,377150
280,310,R124,B124,True,306.0,False,378050
280,310,R125,B125,True,304.0,False,367450
280,310,R126,B126,True,305.0,False,378050
280,310,R127,B127,True,306.0,False,377950
280,310,R128,B128,True,306.0,False,375900
280,310,R129,B129,True,306.0,False,378050
280,310,R130,B130,True,307.0,False,378050
280,310,R131,B131,True,310.0,False,378050
280,310,R132,B132,True,309.0,False,375900
280,310,R133,B133,True,310.0,False,377950
300,330,R118,B118,True,300.0,True,381995
300,330,R119,B119,True,300.0,True,386124
300,330,R120,B120,True,301.0,True,795277
300,330,R121,B121,True,303.0,True,394152
300,330,R122,B122,True,303.0,True,396131
300,330,R123,B123,True,306.0,True,388289
300,330,R124,B124,True,306.0,True,396131
300,330,R125,B125,True,304.0,True,381995
300,330,R126,B126,True,305.0,True,397638
300,330,R127,B127,True,305.0,True,395036
300,330,R128,B128,True,306.0,True,386114
300,330,R129,B129,True,308.0,True,396131
300,330,R130,B130,True,307.0,True,397638
300,330,R131,B131,True,310.0,True,397638
300,330,R132,B132,True,309.0,True,386114
300,330,R133,B133,True,310.0,True,393877
300,330,R134,B134,True,311.0,True,378050
300,330,R135,B135,True,313.0,True,376400
300,330,R136,B136,True,313.0,True,377950
300,330,R137,B137,True,314.0,True,378050
300,330,R138,B138,True,315.0,True,378050
300,330,R139,B139,True,316.0,True,375900
300,330,R140,B140,True,317.0,True,377950
300,330,R141,B141,True,318.0,True,377950
300,330,R142,B142,True,318.0,True,376400
300,330,R143,B143,True,319.0,True,378050
300,330,R144,B144,True,321.0,False,376400
300,330,R145,B145,True,322.0,False,378050
300,330,R146,B146,True,321.0,False,378050
300,330,R147,B147,True,322.0,False,755900
300,330,R148,B148,True,322.0,False,367450
300,330,R149,B149,True,324.0,False,378050
300,330,R150,B150,True,327.0,False,376400
300,330,R151,B151,True,325.0,False,369100
300,330,R152,B152,True,325.0,False,377950
300,330,R153,B153,True,326.0,False,375900
300,330,R154,B154,True,329.0,False,377150
300,330,R155,B155,True,329.0,False,375900
320,350,R144,B144,True,320.0,True,397581
320,350,R145,B145,True,325.0,True,397638
320,350,R146,B146,True,322.0,True,396131
320,350,R147,B147,True,322.0,True,787755
320,350,R148,B148,True,322.0,True,381995
320,350,R149,B149,True,325.0,True,396131
320,350,R150,B150,True,323.0,True,397581
320,350,R151,B151,True,325.0,True,389452
320,350,R152,B152,True,327.0,True,395036
320,350,R153,B153,True,326.0,True,386114
320,350,R154,B154,True,326.0,True,388289
320,350,R155,B155,True,329.0,True,386114
320,350,R156,B156,True,331.0,True,378050
320,350,R157,B157,True,331.0,True,367450
320,350,R158,B158,True,332.0,True,377950
320,350,R159,B159,True,332.0,True,375900
320,350,R160,B160,True,335.0,True,377950
320,350,R161,B161,True,336.0,True,751800
320,350,R162,B162,True,336.0,True,367450
320,350,R163,B163,True,337.0,True,378050
320,350,R164,B164,True,344.0,False,377150
320,350,R165,B165,True,341.0,False,378050
320,350,R166,B166,True,341.0,False,377150
320,350,R167,B167,True,341.0,False,374450
320,350,R168,B168,True,342.0,False,378050
320,350,R169,B169,True,345.0,False,378050
320,350,R170,B170,True,345.0,False,755900
320,350,R171,B171,True,346.0,False,375900
320,350,R172,B172,True,347.0,False,378050
320,350,R173,B173,True,349.0,False,377950
320,350,R174,B174,True,350.0,False,377950
340,370,R164,B164,True,340.0,True,388289
340,370,R165,B165,True,341.0,True,396131
340,370,R166,B166,True,343.0,True,388289
340,370,R167,B167,True,341.0,True,386124
340,370,R168,B168,True,344.0,True,396131
340,370,R169,B169,True,343.0,True,396131
340,370,R170,B170,True,345.0,True,788305
340,370,R171,B171,True,346.0,True,386114
340,370,R172,B172,True,347.0,True,396131
340,370,R173,B173,True,349.0,True,394152
340,370,R174,B174,True,350.0,True,393877
340,370,R175,B175,True,352.0,True,377950
340,370,R176,B176,True,353.0,True,367450
340,370,R177,B177,True,355.0,True,378050
340,370,R178,B178,True,360.0,False,374450
340,370,R179,B179,True,361.0,False,755900
340,370,R180,B180,True,362.0,False,755900
340,370,R181,B181,True,362.0,False,377150
340,370,R182,B182,True,363.0,False,376400
340,370,R183,B183,True,365.0,False,377950
340,370,R184,B184,True,367.0,False,378050
340,370,R185,B185,True,366.0,False,374450
340,370,R186,B186,True,367.0,False,377150
360,390,R178,B178,True,360.0,True,386124
360,390,R179,B179,True,361.0,True,788305
360,390,R180,B180,True,362.0,True,787755
360,390,R181,B181,True,362.0,True,388289
360,390,R182,B182,True,363.0,True,388826
360,390,R183,B183,True,365.0,True,393877
360,390,R184,B184,True,367.0,True,397638
360,390,R185,B185,True,367.0,True,386124
360,390,R186,B186,True,367.0,True,388289
360,390,R187,B187,True,372.0,True,377950
360,390,R188,B188,True,375.0,True,377950
360,390,R189,B189,True,376.0,True,378050
360,390,R190,B190,True,380.0,False,377950
360,390,R191,B191,True,380.0,False,376400
