vehicle_id,sequence,event,from_node,to_node,physical_from_node,physical_to_node,departure_time,arrival_time,travel_time,travel_distance_km,charging_time,charged_range_km,remaining_range_before,remaining_range_after,onboard_passengers,related_batch_id,movement_type,from_event,to_event,depT_hhmm,arrT_hhmm
0,0,Movement,1,1,1,1,22,22,0,0.0,22,0.0,160.0,160.0,0,B2,empty_repositioning,Position,Pickup,06:02,06:02
0,1,Pickup,1,1,1,1,25,22,0,0.0,2,0.0,160.0,160.0,1,B2,pickup_service,Pickup,Pickup,06:05,06:02
0,2,Movement,1,10,1,10,28,43,15,47.44,3,0.0,160.0,112.56,1,B2,passenger_flight,Position,Delivery,06:08,06:23
0,3,Delivery,10,10,10,10,46,43,0,0.0,2,8.534,112.56,121.094,0,B2,delivery_service,Delivery,Delivery,06:26,06:23
0,4,Movement,10,10,10,10,46,46,0,0.0,0,0.0,121.094,121.094,0,B27,empty_repositioning,Position,Pickup,06:26,06:26
0,5,Pickup,10,10,10,10,49,46,0,0.0,2,8.534,121.094,129.628,2,B27,pickup_service,Pickup,Pickup,06:29,06:26
0,6,Movement,10,3,10,3,49,66,17,54.92,0,8.534,129.628,74.708,2,B27,passenger_flight,Position,Delivery,06:29,06:46
0,7,Delivery,3,3,3,3,69,66,0,0.0,2,8.534,74.708,83.242,0,B27,delivery_service,Delivery,Delivery,06:49,06:46
0,8,Movement,3,4,3,4,69,78,9,12.6,0,0.0,83.242,70.642,0,B57,empty_repositioning,Position,Pickup,06:49,06:58
0,9,Pickup,4,4,4,4,81,78,0,0.0,2,8.534,70.642,79.176,1,B57,pickup_service,Pickup,Pickup,07:01,06:58
0,10,Movement,4,9,4,9,81,98,17,55.47,0,0.0,79.176,23.706,1,B57,passenger_flight,Position,Delivery,07:01,07:18
0,11,Delivery,9,9,9,9,101,98,0,0.0,2,8.534,23.706,32.24,0,B57,delivery_service,Delivery,Delivery,07:21,07:18
0,12,Movement,9,9,9,9,107,107,0,0.0,6,25.602,57.842,57.842,0,B85,empty_repositioning,Position,Pickup,07:27,07:27
0,13,Pickup,9,9,9,9,110,107,0,0.0,2,8.534,57.842,66.376,1,B85,pickup_service,Pickup,Pickup,07:30,07:27
0,14,Movement,9,6,9,6,118,140,22,74.79,8,68.272,66.376,25.722,1,B85,passenger_flight,Position,Delivery,07:38,08:00
0,15,Delivery,6,6,6,6,143,140,0,0.0,2,8.534,25.722,34.256,0,B85,delivery_service,Delivery,Delivery,08:03,08:00
0,16,Movement,6,6,6,6,150,150,0,0.0,7,29.869,64.125,64.125,0,B177,empty_repositioning,Position,Pickup,08:10,08:10
0,17,Pickup,6,6,6,6,153,150,0,0.0,2,8.534,64.125,72.659,1,B177,pickup_service,Pickup,Pickup,08:13,08:10
0,18,Movement,6,3,6,3,153,165,12,32.98,0,38.403,72.659,39.679,1,B177,passenger_flight,Position,Delivery,08:13,08:25
0,19,Delivery,3,3,3,3,168,165,0,0.0,2,8.534,39.679,48.213,0,B177,delivery_service,Delivery,Delivery,08:28,08:25
0,20,Movement,3,3,3,3,175,175,0,0.0,7,29.869,78.082,78.082,0,B291,empty_repositioning,Position,Pickup,08:35,08:35
0,21,Pickup,3,3,3,3,178,175,0,0.0,2,8.534,78.082,86.616,1,B291,pickup_service,Pickup,Pickup,08:38,08:35
0,22,Movement,3,9,3,9,178,195,17,52.78,0,38.403,86.616,33.836,1,B291,passenger_flight,Position,Delivery,08:38,08:55
0,23,Delivery,9,9,9,9,198,195,0,0.0,2,8.534,33.836,42.37,0,B291,delivery_service,Delivery,Delivery,08:58,08:55
0,24,Movement,9,9,9,9,203,203,0,0.0,5,21.335,63.705,63.705,0,B414,empty_repositioning,Position,Pickup,09:03,09:03
0,25,Pickup,9,9,9,9,206,203,0,0.0,2,8.534,63.705,72.239,1,B414,pickup_service,Pickup,Pickup,09:06,09:03
0,26,Movement,9,6,9,6,213,235,22,74.79,7,59.738,72.239,27.318,1,B414,passenger_flight,Position,Delivery,09:13,09:35
0,27,Delivery,6,6,6,6,238,235,0,0.0,2,8.534,27.318,35.852,0,B414,delivery_service,Delivery,Delivery,09:38,09:35
0,28,Movement,6,6,6,6,238,238,0,0.0,0,0.0,35.852,35.852,0,B500,empty_repositioning,Position,Pickup,09:38,09:38
0,29,Pickup,6,6,6,6,241,238,0,0.0,2,8.534,35.852,44.386,1,B500,pickup_service,Pickup,Pickup,09:41,09:38
0,30,Movement,6,9,6,9,255,277,22,74.79,14,68.272,44.386,29.334,1,B500,passenger_flight,Position,Delivery,09:55,10:17
0,31,Delivery,9,9,9,9,280,277,0,0.0,2,8.534,29.334,37.868,0,B500,delivery_service,Delivery,Delivery,10:20,10:17
0,32,Movement,9,9,9,9,303,303,0,0.0,23,98.141,136.009,136.009,0,B797,empty_repositioning,Position,Pickup,10:43,10:43
0,33,Pickup,9,9,9,9,306,303,0,0.0,2,8.534,136.009,144.543,1,B797,pickup_service,Pickup,Pickup,10:46,10:43
0,34,Movement,9,6,9,6,306,328,22,74.79,0,106.675,144.543,69.753,1,B797,passenger_flight,Position,Delivery,10:46,11:08
0,35,Delivery,6,6,6,6,331,328,0,0.0,2,8.534,69.753,78.287,0,B797,delivery_service,Delivery,Delivery,11:11,11:08
0,36,Movement,6,6,6,6,331,331,0,0.0,0,0.0,78.287,78.287,0,B933,empty_repositioning,Position,Pickup,11:11,11:11
0,37,Pickup,6,6,6,6,334,331,0,0.0,2,8.534,78.287,86.821,1,B933,pickup_service,Pickup,Pickup,11:14,11:11
0,38,Movement,6,9,6,9,338,360,22,74.79,4,25.602,86.821,29.099,1,B933,passenger_flight,Position,Delivery,11:18,11:40
0,39,Delivery,9,9,9,9,363,360,0,0.0,2,8.534,29.099,37.633,0,B933,delivery_service,Delivery,Delivery,11:43,11:40
0,40,Movement,9,9,9,9,365,365,0,0.0,2,8.534,46.167,46.167,0,B1086,empty_repositioning,Position,Pickup,11:45,11:45
0,41,Pickup,9,9,9,9,368,365,0,0.0,2,8.534,46.167,54.701,1,B1086,pickup_service,Pickup,Pickup,11:48,11:45
0,42,Movement,9,5,9,5,379,398,19,62.04,11,64.005,54.701,39.598,1,B1086,passenger_flight,Position,Delivery,11:59,12:18
0,43,Delivery,5,5,5,5,401,398,0,0.0,2,8.534,39.598,48.132,0,B1086,delivery_service,Delivery,Delivery,12:21,12:18
0,44,Movement,5,3,5,3,401,411,10,23.93,0,0.0,48.132,24.202,0,B1222,empty_repositioning,Position,Pickup,12:21,12:31
0,45,Pickup,3,3,3,3,414,411,0,0.0,2,8.534,24.202,32.736,1,B1222,pickup_service,Pickup,Pickup,12:34,12:31
0,46,Movement,3,6,3,6,430,442,12,32.98,16,68.272,32.736,68.028,1,B1222,passenger_flight,Position,Delivery,12:50,13:02
0,47,Delivery,6,6,6,6,445,442,0,0.0,2,8.534,68.028,76.562,0,B1222,delivery_service,Delivery,Delivery,13:05,13:02
0,48,Movement,6,6,6,6,485,485,0,0.0,40,83.438,160.0,160.0,0,B1379,empty_repositioning,Position,Pickup,13:45,13:45
0,49,Pickup,6,6,6,6,488,485,0,0.0,2,0.0,160.0,160.0,1,B1379,pickup_service,Pickup,Pickup,13:48,13:45
0,50,Movement,6,8,6,8,488,507,19,60.41,0,83.438,160.0,99.59,1,B1379,passenger_flight,Position,Delivery,13:48,14:07
0,51,Delivery,8,8,8,8,510,507,0,0.0,2,8.534,99.59,108.124,0,B1379,delivery_service,Delivery,Delivery,14:10,14:07
