vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1118,42.55,594,1824.99,1643.89,181.1,460,32,32
1,2,2,1112,51.258,580,1789.73,1608.78,180.95,468,32,32
2,3,3,1103,49.75,578,1861.43,1750.66,110.77,461,32,32
3,4,4,1121,41.088,533,1687.74,1601.63,86.11,532,28,28
4,5,5,1093,51.024,570,1803.9,1726.33,77.57,457,33,33
5,6,6,1089,69.576,584,1837.03,1722.32,114.71,439,33,33
6,7,7,1128,62.819,580,1780.55,1696.71,83.84,484,32,32
7,8,8,1110,47.038,531,1648.27,1496.07,152.2,523,28,28
8,9,9,1119,46.476,596,1825.94,1654.37,171.57,457,33,33
9,10,10,1118,33.68,591,1846.98,1701.58,145.4,455,36,36
10,1,1,1100,56.828,524,1588.74,1528.17,60.57,502,37,37
11,2,2,1083,41.115,517,1604.57,1413.26,191.31,506,30,30
12,3,3,1097,51.157,574,1700.17,1571.11,129.06,455,34,34
13,4,4,1071,31.147,554,1669.19,1509.27,159.92,453,32,32
14,5,5,1107,96.733,517,1537.2,1477.59,59.61,528,31,31
15,6,6,1110,38.274,563,1727.23,1422.28,304.95,489,29,29
16,7,7,1059,47.47,518,1567.29,1354.11,213.18,479,31,31
17,8,8,1119,37.151,528,1529.79,1263.16,266.63,531,30,30
18,9,9,1119,32.586,533,1628.77,1450.87,177.9,524,31,31
19,10,10,1090,66.191,563,1667.97,1437.03,230.94,457,35,35
20,1,1,1105,69.172,589,1809.75,1662.09,147.66,446,35,35
21,2,2,1071,28.92,524,1572.3,1316.37,255.93,489,29,29
22,3,3,1125,46.693,505,1479.12,1283.02,196.1,560,30,30
23,4,4,1108,54.678,482,1390.95,1159.92,231.03,568,29,29
24,5,5,1027,38.224,505,1487.41,1140.17,347.24,460,31,31
25,6,6,1055,40.964,454,1360.21,1275.22,84.99,537,32,32
26,7,7,1109,81.402,513,1521.42,1259.5,261.92,536,30,30
27,8,8,1009,59.662,430,1292.16,1095.27,196.89,525,27,27
28,9,9,983,102.437,418,1238.06,1100.94,137.12,511,27,27
29,10,10,1131,46.794,581,1697.59,1395.37,302.22,482,34,34
30,1,1,1104,121.094,577,1625.86,1289.36,336.5,463,32,32
31,2,2,1123,45.506,515,1458.4,1180.96,277.44,540,34,34
32,3,3,1121,37.721,534,1517.39,1172.97,344.42,533,27,27
33,4,4,1005,57.594,448,1334.98,1124.13,210.85,503,27,27
34,5,5,950,39.581,504,1429.53,1142.8,286.73,384,31,31
35,6,6,949,18.954,410,1232.45,1009.79,222.66,491,24,24
36,7,7,942,53.624,361,1049.11,949.26,99.85,527,27,27
37,8,8,997,95.024,434,1235.34,980.41,254.93,507,28,28
38,9,9,947,70.734,350,1025.75,885.23,140.52,549,24,24
39,10,10,956,33.964,478,1352.58,1129.89,222.69,424,27,27
40,1,1,1008,55.344,424,1140.48,871.21,269.27,534,25,25
41,2,2,1021,49.954,405,1104.07,867.58,236.49,566,25,25
42,3,3,948,30.756,416,1171.89,836.99,334.9,488,22,22
43,4,4,1032,44.692,504,1442.21,1086.45,355.76,476,26,26
44,5,5,1102,144.604,561,1615.5,1316.83,298.67,477,32,32
45,6,6,1024,25.378,432,1308.08,958.33,349.75,548,22,22
46,7,7,1091,45.322,474,1282.92,975.89,307.03,563,27,27
47,8,8,1077,33.356,474,1313.89,960.47,353.42,547,28,28
48,9,9,1096,33.422,517,1425.16,1101.13,324.03,521,29,29
49,10,10,1069,84.829,497,1352.8,1148.09,204.71,502,35,35
50,1,1,1013,26.826,485,1350.04,998.96,351.08,470,29,29
51,2,2,984,50.174,435,1197.51,853.03,344.48,499,25,25
52,3,3,1075,94.755,498,1410.42,1187.14,223.28,513,32,32
53,4,4,1010,33.096,521,1479.89,1105.29,374.6,429,30,30
