batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,,6,2,8,35,06:15,43,06:23,80,13,67,2,145161,,,,,,Overdue
B2,R2,4,9,8,40,06:20,48,06:28,102,17,85,1,141311,0.0,24.0,06:04,45.0,06:25,Complete
B3,R3,4,9,8,42,06:22,50,06:30,102,18,84,1,141358,0.0,27.0,06:07,48.0,06:28,Complete
B4,,6,7,8,38,06:18,46,06:26,90,14,76,2,142477,,,,,,Overdue
B5,,7,10,8,42,06:22,50,06:30,81,18,63,2,138365,,,,,,Overdue
B6,,10,3,10,42,06:22,52,06:32,101,17,84,2,145255,,,,,,Overdue
B7,,9,4,8,44,06:24,52,06:32,99,17,82,2,145451,,,,,,Overdue
B8,,10,3,10,46,06:26,56,06:36,101,17,84,2,145255,,,,,,Overdue
B9,R9,6,7,8,44,06:24,52,06:32,90,14,76,1,138263,2.0,30.0,06:10,48.0,06:28,Complete
B10,,10,4,8,44,06:24,52,06:32,66,14,52,2,150301,,,,,,Overdue
B11,R11,6,7,8,46,06:26,54,06:34,90,14,76,0,268100,2.0,33.0,06:13,51.0,06:31,Complete
B12,,6,10,7,44,06:24,51,06:31,69,12,57,1,142115,,,,,,Overdue
B13,,1,9,8,54,06:34,62,06:42,104,18,86,2,145069,,,,,,Overdue
B14,R14,1,10,8,52,06:32,60,06:40,55,16,39,1,143784,10.0,40.0,06:20,60.0,06:40,Complete
B15,,5,9,8,56,06:36,64,06:44,103,19,84,2,145144,,,,,,Overdue
B16,,6,7,8,52,06:32,60,06:40,90,14,76,2,142477,,,,,,Overdue
B17,,2,9,8,56,06:36,64,06:44,60,16,44,2,142531,,,,,,Overdue
B18,R18,3,10,9,57,06:37,66,06:46,93,17,76,1,140608,12.0,40.0,06:20,64.0,06:44,Complete
B19,,6,7,8,54,06:34,62,06:42,90,14,76,2,142477,,,,,,Overdue
B20,R20,1,10,8,60,06:40,68,06:48,55,16,39,1,143784,10.0,44.0,06:24,63.0,06:43,Complete
B21,,2,9,8,64,06:44,72,06:52,60,16,44,2,142531,,,,,,Overdue
B22,,1,10,8,64,06:44,72,06:52,55,15,40,2,151750,,,,,,Overdue
B23,,6,7,8,64,06:44,72,06:52,90,14,76,2,142477,,,,,,Overdue
B24,,1,10,8,68,06:48,76,06:56,55,16,39,1,143784,,,,,,Overdue
B25,,6,9,8,75,06:55,83,07:03,128,22,106,2,140584,,,,,,Overdue
B26,,10,4,8,67,06:47,75,06:55,66,14,52,1,143825,,,,,,Overdue
B27,,6,7,8,68,06:48,76,06:56,90,14,76,1,138263,,,,,,Overdue
B28,,4,9,8,72,06:52,80,07:00,102,17,85,2,145273,,,,,,Overdue
B29,R29,10,3,10,72,06:52,82,07:02,101,17,84,0,274500,12.0,58.0,06:38,82.0,07:02,Complete
B30,R30,10,4,8,71,06:51,79,06:59,66,14,52,1,143825,29.0,60.0,06:40,75.0,06:55,Complete
B31,,3,10,9,77,06:57,86,07:06,93,17,76,2,144967,,,,,,Overdue
B32,R32,10,3,10,77,06:57,87,07:07,101,17,84,1,141252,10.0,69.0,06:49,87.0,07:07,Complete
B33,R33,1,10,8,78,06:58,86,07:06,55,16,39,1,143784,20.0,62.0,06:42,84.0,07:04,Complete
B34,,6,7,8,78,06:58,86,07:06,90,15,75,2,142590,,,,,,Overdue
B35,R35,10,3,10,80,07:00,90,07:10,101,17,84,1,141252,10.0,66.0,06:46,90.0,07:10,Complete
B36,R36,4,9,8,82,07:02,90,07:10,102,18,84,1,282717,40.0,64.0,06:44,82.0,07:02,Complete
B37,,9,10,9,85,07:05,94,07:14,107,21,86,2,128325,,,,,,Overdue
B38,R38,10,3,10,81,07:01,91,07:11,101,17,84,1,141252,39.0,64.0,06:44,89.0,07:09,Complete
B39,R39,1,10,8,80,07:00,88,07:08,55,15,40,1,143575,20.0,65.0,06:45,81.0,07:01,Complete
B40,R40,10,3,10,85,07:05,95,07:15,101,17,84,1,141252,39.0,68.0,06:48,95.0,07:15,Complete
