vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1086,42.958,568,1809.18,1706.18,103.0,456,31,31
1,2,2,1083,85.682,569,1759.48,1611.97,147.51,450,32,32
2,3,3,1092,51.471,578,1840.38,1731.98,108.4,450,32,32
3,4,4,1080,34.717,539,1711.88,1609.2,102.68,481,30,30
4,5,5,1113,40.915,556,1747.55,1671.23,76.32,495,31,31
5,6,6,1117,25.743,611,1819.73,1644.87,174.86,428,39,39
6,7,7,1123,60.516,555,1697.75,1617.38,80.37,500,34,34
7,8,8,1046,95.024,478,1501.91,1457.73,44.18,510,29,29
8,9,9,1088,113.064,539,1669.55,1601.78,67.77,485,32,32
9,10,10,1104,62.52,572,1707.93,1607.53,100.4,456,38,38
10,1,1,1085,25.331,572,1798.89,1614.47,184.42,447,33,33
11,2,2,1102,75.151,520,1599.61,1488.17,111.44,524,29,29
12,3,3,1105,19.492,524,1535.1,1460.1,75.0,511,35,35
13,4,4,1079,38.274,533,1642.34,1430.93,211.41,484,31,31
14,5,5,1091,22.873,563,1715.37,1516.45,198.92,464,32,32
15,6,6,1131,26.591,514,1603.44,1413.41,190.03,555,31,31
16,7,7,1089,17.995,534,1602.02,1372.88,229.14,493,31,31
17,8,8,971,38.92,468,1433.93,1375.79,58.14,445,29,29
18,9,9,1111,54.296,510,1508.68,1309.15,199.53,533,34,34
19,10,10,987,32.39,492,1475.34,1349.23,126.11,431,32,32
20,1,1,1011,17.886,515,1545.02,1379.4,165.62,432,32,32
21,2,2,1113,19.269,552,1594.84,1330.07,264.77,493,34,34
22,3,3,1098,113.614,521,1549.08,1453.94,95.14,505,36,36
23,4,4,1060,20.485,510,1565.82,1439.61,126.21,486,32,32
24,5,5,1031,17.618,479,1431.85,1357.11,74.74,490,31,31
25,6,6,1036,28.469,476,1484.34,1346.43,137.91,504,28,28
26,7,7,991,16.314,443,1312.15,1144.81,167.34,494,27,27
27,8,8,1129,66.204,495,1464.61,1261.92,202.69,570,32,32
28,9,9,967,60.411,422,1222.63,1049.02,173.61,495,25,25
29,10,10,994,43.174,459,1347.67,1147.55,200.12,479,28,28
30,1,1,1105,79.414,512,1451.27,1271.73,179.54,525,34,34
31,2,2,1120,53.543,476,1338.73,1152.8,185.93,576,34,34
32,3,3,968,47.687,431,1207.62,999.64,207.98,481,28,28
33,4,4,1048,78.99,481,1375.67,1177.43,198.24,511,28,28
34,5,5,1108,40.657,480,1262.57,1097.76,164.81,564,32,32
35,6,6,1000,38.274,458,1334.38,1127.83,206.55,484,29,29
36,7,7,993,62.16,441,1197.59,955.22,242.37,496,28,28
37,8,8,1019,38.08,476,1394.4,1188.02,206.38,487,28,28
38,9,9,1101,30.778,498,1450.26,1201.85,248.41,545,29,29
39,10,10,1014,34.006,468,1359.24,1172.73,186.51,488,29,29
40,1,1,1016,44.333,501,1369.94,1179.34,190.6,447,34,34
41,2,2,1006,62.824,454,1286.98,1042.8,244.18,500,26,26
42,3,3,941,40.964,389,1063.4,930.22,133.18,496,28,28
43,4,4,1026,44.794,448,1312.61,984.76,327.85,526,26,26
44,5,5,1027,38.224,482,1360.49,1030.99,329.5,483,31,31
45,6,6,1111,131.844,522,1425.02,1219.19,205.83,521,34,34
46,7,7,1063,42.592,478,1285.48,998.21,287.27,523,31,31
47,8,8,937,30.99,433,1216.34,1004.44,211.9,446,29,29
48,9,9,1066,63.336,459,1224.71,1009.21,215.5,547,30,30
49,10,10,954,23.854,447,1182.52,918.69,263.83,449,29,29
50,1,1,1084,45.923,499,1477.13,1160.45,316.68,527,29,29
51,2,2,1008,62.697,415,1162.92,990.24,172.68,535,29,29
52,3,3,1059,67.357,488,1242.41,1006.04,236.37,507,32,32
53,4,4,1018,47.425,464,1220.96,910.81,310.15,490,32,32
54,5,5,1027,38.224,422,1141.09,757.15,383.94,555,25,25
55,6,6,1093,51.804,531,1409.01,1091.83,317.18,496,33,33
56,7,7,1136,45.605,475,1281.04,976.12,304.92,607,27,27
57,8,8,1039,51.322,418,1132.9,1017.45,115.45,565,28,28
58,9,9,1112,34.055,404,1113.39,725.83,387.56,658,25,25
59,10,10,1089,44.924,530,1364.24,1142.51,221.73,487,36,36
60,1,1,1079,46.548,520,1407.42,1089.42,318.0,493,33,33
61,2,2,1057,52.146,483,1242.68,882.41,360.27,512,31,31
62,3,3,1114,48.445,520,1292.19,990.08,302.11,528,33,33
63,4,4,1021,69.571,436,1187.3,918.97,268.33,529,28,28
64,5,5,1115,104.054,517,1307.06,1052.87,254.19,520,39,39
65,6,6,1091,56.717,462,1210.52,999.71,210.81,567,31,31
66,7,7,1077,100.284,431,1126.95,906.03,220.92,592,27,27
67,8,8,1045,91.508,382,1036.56,788.03,248.53,617,23,23
68,9,9,1090,113.064,445,1235.6,991.94,243.66,591,27,27
69,10,10,1030,31.427,488,1261.9,859.55,402.35,482,30,30
