horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,8,8,0,0,4265,18,334920.0,5.012
20,50,29,29,20,20,4245,18,1394850.0,5.091
40,70,28,28,18,38,4227,18,1421260.0,5.006
60,90,28,28,19,57,4208,18,1192280.0,5.006
80,110,31,31,20,77,4188,18,1225260.0,5.006
100,130,42,42,24,101,4164,18,1823870.0,5.007
120,150,76,75,24,125,4140,18,4101840.0,5.074
140,170,146,139,87,212,4048,23,12892710.0,5.011
160,190,150,139,87,299,3956,28,19174020.0,5.012
180,210,120,108,86,385,3860,38,19618310.0,5.011
200,230,78,76,40,425,3818,40,5139550.0,5.008
220,250,81,74,49,474,3766,43,11825910.0,5.009
240,270,135,123,42,516,3714,53,21255460.0,5.01
260,290,186,173,116,632,3593,58,25799250.0,5.013
280,310,168,151,87,719,3493,71,31804210.0,5.013
300,330,160,149,104,823,3382,78,22031860.0,5.012
320,350,125,120,76,899,3301,83,12022400.0,5.01
340,370,145,139,85,984,3214,85,13755390.0,5.01
360,390,117,106,78,1062,3126,95,20398000.0,5.012
380,410,82,81,54,1116,3071,96,4713440.0,5.092
400,430,62,62,45,1161,3026,96,2495890.0,5.008
420,450,61,61,42,1203,2984,96,2355030.0,5.007
440,470,69,69,40,1243,2944,96,2466450.0,5.045
460,490,68,68,47,1290,2897,96,2569540.0,5.11
480,510,74,74,33,1323,2864,96,2631900.0,5.182
500,530,135,131,82,1405,2779,99,10371710.0,5.01
520,550,129,127,86,1491,2691,101,7002840.0,5.009
540,570,114,111,69,1560,2620,103,8154890.0,5.011
560,590,135,130,79,1639,2536,108,11875530.0,5.011
580,610,120,113,77,1716,2454,113,14183190.0,5.009
600,630,153,150,78,1794,2373,116,9251580.0,5.012
620,650,203,195,117,1911,2249,123,17629050.0,5.011
640,670,209,199,126,2037,2116,130,20603070.0,5.012
660,690,257,240,119,2156,1985,142,30407960.0,5.013
680,710,357,133,88,2244,1858,181,323193330.0,5.019
700,730,435,93,61,2305,1650,328,495924630.0,5.019
720,750,406,112,92,2397,1425,461,424380940.0,5.022
740,770,304,157,107,2504,1215,564,210199760.0,5.019
760,790,220,183,101,2605,1080,598,55637770.0,5.014
780,810,197,181,121,2726,944,613,28451480.0,5.014
800,830,161,150,86,2812,848,623,19748970.0,5.011
820,850,189,175,101,2913,734,636,25096250.0,5.011
840,870,163,142,100,3013,614,656,33758740.0,5.011
860,890,112,101,60,3073,544,666,20299190.0,5.008
880,910,123,107,60,3133,472,678,31096530.0,5.009
900,930,108,89,58,3191,398,694,33244060.0,5.008
920,950,118,109,62,3253,331,699,17969130.0,5.009
940,970,119,104,58,3311,265,707,27062740.0,5.009
960,990,117,101,76,3387,179,717,27495400.0,5.008
980,1010,77,68,42,3429,129,725,15896350.0,5.029
1000,1030,69,62,42,3471,85,727,13265160.0,5.009
1020,1050,48,36,26,3497,52,734,19269770.0,5.194
1040,1070,38,31,20,3517,27,739,12496240.0,5.14
1060,1090,27,22,14,3531,9,743,8298900.0,5.041
1080,1110,9,5,5,3536,2,745,6261990.0,5.004
1100,1130,2,0,0,3536,0,747,3045300.0,5.004
1120,1150,0,0,0,3536,0,747,,0.0
