vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1119,54.73,571,1793.34,1684.64,108.7,482,33,33
1,2,2,1086,51.719,558,1730.66,1635.14,95.52,466,31,31
2,3,3,1060,51.688,544,1706.44,1622.65,83.79,452,32,32
3,4,4,1111,47.485,550,1750.31,1654.72,95.59,493,34,34
4,5,5,1080,26.81,558,1731.19,1611.6,119.59,462,30,30
5,6,6,1101,26.682,587,1794.37,1623.81,170.56,440,37,37
6,7,7,1052,72.944,533,1598.34,1468.67,129.67,455,32,32
7,8,8,1083,50.938,516,1614.86,1542.7,72.16,509,29,29
8,9,9,1105,34.64,529,1624.02,1547.77,76.25,512,32,32
9,10,10,1114,17.772,580,1814.42,1670.63,143.79,464,35,35
10,1,1,1098,64.545,519,1613.79,1576.71,37.08,511,34,34
11,2,2,1104,69.159,555,1652.87,1471.01,181.86,489,30,30
12,3,3,1113,26.134,494,1480.06,1386.57,93.49,553,33,33
13,4,4,1090,47.119,564,1705.39,1564.06,141.33,460,33,33
14,5,5,1079,104.359,572,1704.61,1592.76,111.85,435,36,36
15,6,6,1096,38.274,521,1569.64,1449.83,119.81,507,34,34
16,7,7,1102,72.944,515,1566.13,1413.28,152.85,517,35,35
17,8,8,1008,100.254,421,1348.73,1330.69,18.04,535,26,26
18,9,9,958,68.144,443,1333.22,1247.29,85.93,455,30,30
19,10,10,987,43.174,485,1421.18,1197.66,223.52,444,29,29
20,1,1,985,33.038,504,1445.06,1195.79,249.27,423,29,29
21,2,2,989,48.828,447,1310.38,1190.03,120.35,486,28,28
22,3,3,1113,54.596,558,1588.2,1412.96,175.24,487,34,34
23,4,4,1112,114.864,536,1609.7,1472.96,136.74,508,34,34
24,5,5,1016,39.953,505,1495.73,1312.48,183.25,445,33,33
25,6,6,985,36.024,375,1139.07,1064.28,74.79,558,26,26
26,7,7,1105,92.074,488,1440.12,1308.67,131.45,551,33,33
27,8,8,1098,17.984,511,1506.92,1333.26,173.66,525,31,31
28,9,9,1116,70.204,513,1479.78,1285.19,194.59,541,31,31
29,10,10,1013,33.382,455,1295.81,1116.43,179.38,500,29,29
30,1,1,985,43.791,487,1385.2,1153.96,231.24,438,30,30
31,2,2,1004,62.824,420,1152.34,960.03,192.31,534,25,25
32,3,3,955,49.019,372,1057.53,935.67,121.86,535,24,24
33,4,4,1006,57.594,417,1203.77,1073.36,130.41,531,29,29
34,5,5,1108,61.881,455,1254.26,1064.13,190.13,595,29,29
35,6,6,1065,43.401,448,1281.53,1106.61,174.92,559,29,29
36,7,7,1014,26.008,363,1005.22,810.37,194.85,611,20,20
37,8,8,998,95.024,387,1063.91,904.08,159.83,565,23,23
38,9,9,993,115.754,375,1029.87,872.99,156.88,568,25,25
39,10,10,1029,30.374,459,1277.29,980.26,297.03,510,30,30
40,1,1,964,42.408,450,1321.69,1109.62,212.07,462,26,26
41,2,2,955,50.978,408,1010.14,835.15,174.99,485,31,31
42,3,3,958,49.12,423,1114.65,855.46,259.19,483,26,26
43,4,4,984,55.344,369,1025.53,889.45,136.08,563,26,26
44,5,5,1014,53.714,404,1127.34,993.96,133.38,556,27,27
45,6,6,1037,74.998,417,1094.72,883.4,211.32,564,28,28
46,7,7,959,63.879,316,859.51,654.21,205.3,603,20,20
47,8,8,1030,32.316,475,1314.09,1174.22,139.87,491,32,32
48,9,9,933,93.744,352,1015.9,818.14,197.76,539,21,21
49,10,10,962,32.545,428,1195.17,879.2,315.97,482,26,26
50,1,1,1104,121.094,481,1279.54,1011.42,268.12,565,29,29
51,2,2,952,43.504,308,853.94,677.24,176.7,608,18,18
52,3,3,1021,32.15,331,848.53,749.88,98.65,642,24,24
53,4,4,1118,20.352,514,1382.15,1188.17,193.98,526,39,39
54,5,5,1061,88.588,487,1274.37,1059.06,215.31,510,32,32
55,6,6,1102,27.354,472,1284.42,1062.46,221.96,566,32,32
56,7,7,1123,44.841,530,1402.55,1128.27,274.28,529,32,32
57,8,8,1080,18.933,481,1320.79,1026.83,293.96,535,32,32
58,9,9,1002,100.168,426,1093.3,902.77,190.53,516,30,30
59,10,10,1069,102.406,479,1239.18,1005.94,233.24,522,34,34
60,1,1,1078,82.258,504,1291.87,1046.34,245.53,502,36,36
61,2,2,1087,36.212,442,1049.53,854.64,194.89,583,31,31
62,3,3,1105,49.18,480,1296.96,1025.74,271.22,563,31,31
63,4,4,1114,58.279,502,1358.18,1171.14,187.04,542,35,35
64,5,5,1012,139.298,421,1006.85,827.63,179.22,527,32,32
65,6,6,1092,27.046,463,1189.73,915.16,274.57,565,32,32
66,7,7,1091,24.816,430,1033.87,803.34,230.53,601,30,30
67,8,8,1043,73.671,324,902.08,650.16,251.92,685,17,17
68,9,9,1112,33.213,490,1276.98,1013.96,263.02,558,32,32
69,10,10,1085,43.231,399,1098.16,887.14,211.02,642,22,22
70,1,1,1048,53.245,438,1129.71,926.91,202.8,540,35,35
71,2,2,1067,45.877,426,1147.09,898.84,248.25,583,29,29
72,3,3,1018,59.244,444,1073.99,849.37,224.62,510,32,32
73,4,4,1107,40.498,517,1355.31,1026.3,329.01,524,33,33
74,5,5,1099,55.201,446,1151.03,940.27,210.76,587,33,33
75,6,6,1059,81.574,408,1020.94,813.32,207.62,581,35,35
76,7,7,1024,34.937,427,1053.75,841.79,211.96,539,29,29
77,8,8,1000,69.345,339,811.83,652.43,159.4,607,27,27
78,9,9,1007,80.708,352,866.48,661.8,204.68,603,26,26
79,10,10,1010,54.396,423,1072.57,781.22,291.35,523,32,32
80,1,1,1063,52.875,487,1175.92,812.7,363.22,514,31,31
81,2,2,975,65.514,314,674.75,540.52,134.23,607,27,27
82,3,3,1060,50.444,444,1023.97,765.33,258.64,552,32,32
83,4,4,1072,56.901,416,1089.63,875.76,213.87,592,32,32
84,5,5,1046,69.402,408,1046.34,887.91,158.43,580,29,29
85,6,6,1021,27.438,427,1050.6,747.06,303.54,544,25,25
86,7,7,1045,59.868,385,921.53,645.27,276.26,608,26,26
87,8,8,1068,40.272,424,1196.34,1018.5,177.84,592,26,26
88,9,9,1061,43.724,306,789.89,639.8,150.09,711,22,22
89,10,10,1082,121.094,467,1141.32,875.26,266.06,551,32,32
90,1,1,1030,65.099,348,854.82,712.15,142.67,626,28,28
91,2,2,1027,62.358,402,971.7,717.59,254.11,571,27,27
92,3,3,1001,107.498,407,979.22,783.43,195.79,530,32,32
93,4,4,1068,58.089,437,1047.6,766.65,280.95,569,31,31
94,5,5,1004,52.966,376,975.6,782.64,192.96,576,26,26
