vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
0,1,1,526,24,17,15,2,145,381,450.47,422.83,27.64,343,1818983
1,2,2,494,22,15,12,3,150,344,515.52,441.17,74.35,316,1834110
2,3,3,635,42,25,21,4,187,448,567.44,474.67,92.77,396,2402469
3,4,4,572,32,19,14,5,157,415,488.0,407.4,80.6,373,1980435
4,5,5,716,35,19,17,2,168,548,497.29,454.16,43.13,504,2094692
5,6,6,819,23,15,14,1,134,685,426.01,414.56,11.45,649,1667918
6,7,7,819,37,20,18,2,150,669,447.16,412.32,34.84,619,1926130
7,8,8,529,24,12,11,1,109,420,354.97,307.18,47.79,388,1353031
8,9,9,634,31,20,17,3,190,444,589.84,492.96,96.88,402,2341610
9,10,10,634,28,19,17,2,174,460,544.66,499.69,44.97,418,2157014
10,1,1,632,26,18,15,3,138,494,406.97,363.2,43.77,450,1764678
11,2,2,538,18,13,11,2,113,425,349.5,312.32,37.18,395,1412983
12,3,3,572,20,18,15,3,172,400,569.2,497.44,71.76,364,2117836
13,4,4,587,23,15,13,2,145,442,434.89,413.83,21.06,406,1782175
14,5,5,559,7,6,6,0,45,514,140.23,140.23,0.0,502,577839
15,6,6,587,13,10,9,1,95,492,310.36,297.6,12.76,472,1170805
16,7,7,677,20,15,12,3,138,539,452.58,400.13,52.45,513,1709466
17,8,8,812,44,23,20,3,214,598,681.69,611.12,70.57,550,2646110
18,9,9,652,14,11,10,1,116,536,396.27,334.23,62.04,512,1407336
19,10,10,601,26,21,16,5,177,424,524.66,441.19,83.47,382,2224983
20,1,1,582,16,16,14,2,150,432,474.39,436.12,38.27,402,1852514
21,2,2,693,25,17,15,2,170,523,560.89,511.26,49.63,483,2078658
22,3,3,642,19,15,12,3,146,496,473.79,422.39,51.4,464,1792562
23,4,4,813,20,16,14,2,146,667,444.27,410.76,33.51,639,1810966
24,5,5,489,9,7,6,1,57,432,172.46,161.01,11.45,418,720887
25,6,6,799,17,16,13,3,152,647,478.93,430.42,48.51,619,1873288
26,7,7,825,15,12,9,3,110,715,335.95,278.77,57.18,693,1363418
27,8,8,676,19,12,11,1,129,547,438.67,378.26,60.41,519,1560771
28,9,9,527,10,9,7,2,80,447,256.42,225.62,30.8,429,996596
29,10,10,801,31,18,15,3,160,641,480.29,397.73,82.56,601,1993192
30,1,1,643,10,10,8,2,114,529,372.81,336.5,36.31,511,1368158
31,2,2,823,16,13,11,2,132,691,418.87,384.7,34.17,669,1610336
32,3,3,822,14,9,7,2,84,738,276.48,229.16,47.32,720,1038144
33,4,4,773,9,9,7,2,78,695,240.94,213.36,27.58,681,975822
34,5,5,817,20,12,10,2,94,723,250.57,230.36,20.21,697,1197226
35,6,6,804,13,12,9,3,122,682,399.85,347.57,52.28,662,1488062
36,7,7,815,18,14,11,3,121,694,350.35,292.05,58.3,666,1514483
37,8,8,589,11,9,7,2,89,500,275.72,216.48,59.24,482,1090079
38,9,9,559,11,8,7,1,112,447,401.95,339.91,62.04,427,1310576
39,10,10,470,10,7,6,1,100,370,360.55,290.66,69.89,352,1167528
40,1,1,823,13,10,8,2,96,727,300.32,271.95,28.37,707,1181192
41,2,2,821,12,9,8,1,77,744,254.22,226.65,27.57,724,965435
42,3,3,540,8,10,7,3,106,434,344.6,294.53,50.07,418,1285062
43,4,4,473,5,9,5,4,92,381,305.53,188.4,117.13,371,1121240
44,5,5,460,13,7,5,2,66,394,204.75,138.63,66.12,376,814370
45,6,6,598,15,12,9,3,138,460,454.35,422.37,31.98,436,1654254
46,7,7,526,7,10,6,4,91,435,290.68,194.31,96.37,421,1129257
47,8,8,824,19,14,11,3,112,712,349.14,300.8,48.34,684,1421000
48,9,9,495,10,9,7,2,77,418,245.34,206.27,39.07,400,965435
49,10,10,815,9,8,6,2,76,739,247.51,182.03,65.48,725,936644
50,1,1,491,2,5,2,3,39,452,114.93,55.63,59.3,448,497113
51,2,2,824,12,11,9,2,90,734,278.24,239.22,39.02,714,1137274
52,3,3,753,22,11,10,1,110,643,328.07,316.62,11.45,619,1345014
53,4,4,812,7,8,7,1,64,748,188.71,184.63,4.08,734,812000
54,5,5,440,10,4,4,0,29,411,80.23,80.23,0.0,397,374839
55,6,6,817,11,10,9,1,86,731,265.08,255.47,9.61,711,1077322
56,7,7,819,7,6,5,1,40,779,103.34,93.73,9.61,769,525904
57,8,8,459,6,5,4,1,44,415,140.0,92.21,47.79,403,549048
58,9,9,465,2,3,2,1,50,415,180.42,110.53,69.89,411,574562
59,10,10,688,9,7,6,1,87,601,304.92,246.93,57.99,589,1032497
60,1,1,531,1,2,1,1,26,505,94.88,47.44,47.44,503,306870
61,2,2,801,17,9,8,1,59,742,159.72,155.64,4.08,720,778469
62,3,3,511,6,7,5,2,69,442,204.54,167.28,37.26,430,845531
63,4,4,817,13,9,8,1,71,746,206.31,188.27,18.04,726,903113
64,5,5,814,5,4,4,0,30,784,82.36,82.36,0.0,774,385226
65,6,6,806,7,6,5,1,47,759,126.32,93.34,32.98,747,598613
