horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,9,0,0,3320,0,1475876,1.013
20,50,23,20,13,13,3307,0,3355412,1.042
40,70,29,24,13,26,3292,2,4440292,1.2
60,90,33,29,17,43,3274,3,4612935,1.005
80,110,39,37,22,65,3250,5,5488353,1.006
100,130,43,42,25,90,3225,5,5635561,1.006
120,150,74,73,23,113,3201,6,9342198,1.006
140,170,132,60,39,152,3155,13,19052283,1.008
160,190,151,45,34,186,3074,60,24615424,1.01
180,210,132,66,47,233,2992,95,19631816,1.009
200,230,102,79,50,283,2920,117,14385681,1.009
220,250,73,70,42,325,2875,120,9289790,1.007
240,270,114,100,43,368,2832,120,15887703,1.009
260,290,184,32,16,384,2799,137,32682996,1.011
280,310,263,19,14,398,2679,243,50180858,1.014
300,330,242,20,11,409,2582,329,45561013,1.015
320,350,229,21,15,424,2470,426,43003539,1.014
340,370,187,35,23,447,2375,498,33242825,1.011
360,390,143,57,45,492,2279,549,23519929,1.009
380,410,103,81,48,540,2209,571,16224753,1.008
400,430,81,81,54,594,2155,571,10491249,1.007
420,450,67,67,47,641,2108,571,8947624,1.007
440,470,58,58,35,676,2073,571,8221646,1.007
460,490,69,69,40,716,2033,571,9862587,1.006
480,510,89,89,49,765,1984,571,12551503,1.007
500,530,132,71,46,811,1935,574,18865698,1.009
520,550,165,47,27,838,1878,604,27767247,1.009
540,570,193,34,22,860,1791,669,34315315,1.012
560,590,179,38,31,891,1699,730,31159071,1.011
580,610,181,37,21,912,1629,779,31677102,1.011
600,630,220,26,12,924,1550,846,40618974,1.013
620,650,271,21,13,937,1449,934,52224204,1.013
640,670,324,15,9,946,1323,1051,65183488,1.016
660,690,381,10,2,948,1198,1174,85099805,1.02
680,710,479,4,4,952,1023,1345,117879289,1.023
700,730,523,1,1,953,812,1555,132619091,1.028
720,750,480,3,2,955,599,1766,119579633,1.028
740,770,395,8,8,963,388,1969,94350572,1.022
760,790,307,16,9,972,250,2098,67795260,1.017
780,810,250,22,19,991,112,2217,50100234,1.014
800,816,112,53,53,1044,8,2268,20785301,1.009
