vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1069,46.487,546,1720.51,1590.86,129.65,463,30,30
1,2,2,1096,52.641,530,1713.13,1662.89,50.24,504,31,31
2,3,3,1076,49.504,557,1776.03,1723.25,52.78,453,33,33
3,4,4,1101,47.75,559,1797.63,1702.04,95.59,476,33,33
4,5,5,1112,38.535,568,1827.29,1675.21,152.08,486,29,29
5,6,6,1126,26.164,594,1825.58,1599.82,225.76,462,35,35
6,7,7,1069,56.841,543,1706.11,1647.95,58.16,462,32,32
7,8,8,1041,97.714,474,1459.81,1428.08,31.73,511,28,28
8,9,9,1088,51.065,544,1672.26,1550.12,122.14,482,31,31
9,10,10,1114,17.772,586,1798.95,1641.55,157.4,458,35,35
10,1,1,1118,80.851,552,1719.33,1604.32,115.01,502,32,32
11,2,2,1100,53.703,528,1596.98,1450.83,146.15,508,32,32
12,3,3,1092,18.797,476,1409.47,1258.72,150.75,556,30,30
13,4,4,1105,57.594,515,1587.75,1421.91,165.84,528,31,31
14,5,5,1110,39.452,551,1622.64,1444.14,178.5,491,34,34
15,6,6,1119,25.844,519,1517.58,1323.1,194.48,538,31,31
16,7,7,1014,18.078,485,1449.32,1341.27,108.05,469,30,30
17,8,8,955,17.007,463,1429.07,1377.51,51.56,432,30,30
18,9,9,1092,52.67,509,1572.76,1461.89,110.87,521,31,31
19,10,10,1014,25.631,450,1334.82,1148.76,186.06,500,32,32
20,1,1,984,17.508,510,1562.74,1369.71,193.03,416,29,29
21,2,2,1103,77.033,466,1327.29,1225.94,101.35,579,29,29
22,3,3,1012,31.132,447,1380.18,1197.27,182.91,511,27,27
23,4,4,984,32.352,441,1324.97,1184.89,140.08,495,24,24
24,5,5,1115,104.054,522,1568.3,1447.46,120.84,525,34,34
25,6,6,1089,144.088,488,1397.5,1227.24,170.26,537,32,32
26,7,7,992,16.226,475,1407.81,1263.96,143.85,455,31,31
