vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1090,30.437,578,1799.5,1669.74,129.76,452,30,30
1,2,2,1096,52.641,561,1742.75,1682.9,59.85,465,35,35
2,3,3,1103,16.039,555,1713.86,1559.2,154.66,480,34,34
3,4,4,1072,41.491,558,1792.26,1627.56,164.7,454,30,30
4,5,5,1082,75.679,534,1678.17,1625.4,52.77,486,31,31
5,6,6,1065,25.287,561,1756.03,1646.42,109.61,438,33,33
6,7,7,1052,72.944,532,1661.35,1552.76,108.59,460,30,30
7,8,8,1126,43.39,511,1585.67,1511.57,74.1,551,32,32
8,9,9,1114,25.946,545,1672.31,1562.39,109.92,505,32,32
9,10,10,1106,30.895,563,1733.37,1610.82,122.55,473,35,35
10,1,1,1105,112.164,549,1658.07,1519.53,138.54,482,37,37
11,2,2,1078,19.679,542,1646.75,1515.4,131.35,472,32,32
12,3,3,1091,29.397,565,1742.22,1497.32,244.9,462,32,32
13,4,4,1079,89.988,534,1594.83,1499.67,95.16,479,33,33
14,5,5,1107,51.024,526,1651.75,1486.69,165.06,521,30,30
15,6,6,1054,15.993,485,1459.4,1352.79,106.61,509,30,30
16,7,7,1092,59.015,547,1683.26,1519.0,164.26,479,33,33
17,8,8,1132,53.047,515,1499.62,1269.89,229.73,559,29,29
18,9,9,1125,20.157,549,1736.57,1657.07,79.5,512,32,32
19,10,10,1021,32.453,520,1572.74,1365.07,207.67,443,29,29
20,1,1,985,48.827,470,1360.96,1249.88,111.08,451,32,32
21,2,2,1003,53.443,466,1443.59,1247.44,196.15,481,28,28
22,3,3,1112,122.964,460,1344.05,1234.12,109.93,594,29,29
23,4,4,990,40.621,419,1282.77,1187.06,95.71,509,31,31
24,5,5,1122,39.767,528,1530.54,1365.23,165.31,524,35,35
25,6,6,1087,35.404,509,1493.78,1331.94,161.84,520,29,29
26,7,7,1125,42.043,492,1448.11,1237.04,211.07,565,34,34
27,8,8,1079,36.609,487,1327.02,1142.25,184.77,524,34,34
28,9,9,943,35.833,393,1133.36,1012.19,121.17,504,23,23
29,10,10,1133,30.371,518,1550.17,1416.8,133.37,551,32,32
30,1,1,997,18.958,469,1346.81,1197.72,149.09,468,30,30
31,2,2,1026,51.332,462,1242.76,1026.04,216.72,506,29,29
32,3,3,1033,49.449,427,1227.52,955.18,272.34,556,25,25
33,4,4,964,28.082,405,1114.91,871.08,243.83,511,24,24
34,5,5,1002,27.439,450,1331.24,1207.54,123.7,490,31,31
35,6,6,1032,25.474,462,1302.95,1026.92,276.03,516,27,27
36,7,7,1006,23.972,436,1149.26,931.82,217.44,510,30,30
37,8,8,1109,38.319,529,1414.43,1230.02,184.41,508,36,36
38,9,9,1125,31.062,464,1284.97,964.97,320.0,599,31,31
39,10,10,1100,48.51,518,1518.89,1200.0,318.89,518,32,32
40,1,1,1030,65.404,434,1233.84,1085.47,148.37,534,31,31
41,2,2,1008,59.908,432,1249.44,1038.61,210.83,524,26,26
42,3,3,980,58.034,423,1168.26,819.39,348.87,509,24,24
43,4,4,1105,19.827,533,1473.06,1282.07,190.99,506,33,33
