vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1092,44.733,552,1705.32,1612.88,92.44,478,31,31
1,2,2,1096,52.641,540,1688.58,1552.64,135.94,492,32,32
2,3,3,1108,18.654,595,1766.58,1626.7,139.88,445,34,34
3,4,4,1100,44.686,565,1800.58,1707.24,93.34,473,31,31
4,5,5,1129,39.149,564,1775.97,1635.33,140.64,499,33,33
5,6,6,1102,27.742,592,1830.14,1696.29,133.85,440,35,35
6,7,7,1102,58.877,562,1740.51,1574.86,165.65,478,31,31
7,8,8,1087,82.313,500,1541.65,1473.91,67.74,525,31,31
8,9,9,1091,24.261,557,1729.92,1598.24,131.68,472,31,31
9,10,10,1083,85.276,550,1727.89,1672.89,55.0,473,30,30
10,1,1,1142,56.147,607,1771.18,1595.95,175.23,459,38,38
11,2,2,1102,107.088,491,1517.87,1409.77,108.1,549,31,31
12,3,3,1100,40.964,575,1717.37,1536.21,181.16,455,35,35
13,4,4,1105,57.594,529,1638.86,1414.27,224.59,520,28,28
14,5,5,1094,25.189,551,1716.32,1448.02,268.3,483,30,30
15,6,6,1133,67.798,561,1712.69,1494.83,217.86,506,33,33
16,7,7,1069,55.138,488,1408.18,1183.65,224.53,525,28,28
17,8,8,1057,70.996,492,1530.99,1296.31,234.68,513,26,26
18,9,9,1130,46.117,531,1653.62,1399.06,254.56,543,28,28
19,10,10,1121,67.626,570,1691.52,1469.07,222.45,483,34,34
20,1,1,1031,44.643,493,1459.35,1311.14,148.21,478,30,30
21,2,2,1052,51.085,516,1569.16,1357.56,211.6,480,28,28
22,3,3,1045,49.502,537,1645.15,1424.03,221.12,448,30,30
23,4,4,1112,98.05,563,1696.21,1571.7,124.51,481,34,34
24,5,5,1107,28.304,536,1636.92,1395.73,241.19,509,31,31
25,6,6,1068,26.157,531,1518.63,1182.61,336.02,481,28,28
26,7,7,1114,112.364,481,1464.55,1229.61,234.94,565,34,34
27,8,8,1028,37.803,471,1406.85,1197.28,209.57,501,28,28
28,9,9,1092,48.053,495,1486.93,1272.85,214.08,541,28,28
29,10,10,1083,44.767,579,1614.04,1195.76,418.28,442,31,31
30,1,1,1119,17.469,575,1695.95,1350.17,345.78,478,33,33
31,2,2,1084,75.01,542,1543.49,1302.21,241.28,474,34,34
32,3,3,1115,46.108,584,1662.12,1377.99,284.13,463,34,34
33,4,4,1007,57.594,458,1358.28,1106.56,251.72,501,24,24
34,5,5,963,39.076,475,1293.25,933.49,359.76,434,27,27
35,6,6,1023,25.22,419,1225.74,986.32,239.42,554,25,25
36,7,7,942,53.624,431,1289.53,995.38,294.15,461,25,25
37,8,8,1000,95.024,435,1259.12,918.78,340.34,519,23,23
38,9,9,1126,33.223,532,1499.56,1047.47,452.09,536,29,29
39,10,10,1092,44.227,511,1516.5,1249.11,267.39,527,27,27
40,1,1,1011,24.45,529,1550.17,1251.35,298.82,426,28,28
41,2,2,1102,60.008,572,1579.27,1270.96,308.31,462,34,34
42,3,3,1127,55.221,504,1360.08,1075.99,284.09,565,29,29
43,4,4,979,47.928,430,1201.14,910.82,290.32,501,24,24
44,5,5,982,48.774,485,1374.08,1068.65,305.43,445,26,26
45,6,6,1110,48.133,485,1312.91,1106.47,206.44,565,30,30
46,7,7,1109,85.959,465,1338.81,1038.11,300.7,588,28,28
