vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1119,45.245,575,1592.03,1244.2,347.83,472,36,36
1,2,2,1112,19.543,605,1641.39,1405.56,235.83,421,43,43
2,3,3,1108,113.074,568,1559.16,1323.47,235.69,450,45,45
3,4,4,1114,45.596,605,1593.03,1375.95,217.08,419,45,45
4,5,5,1089,38.226,593,1589.22,1281.27,307.95,416,40,40
5,6,6,1076,41.939,598,1643.67,1507.37,136.3,388,45,45
6,7,7,1111,18.76,611,1600.62,1355.74,244.88,408,46,46
7,8,8,1125,61.769,606,1676.42,1456.95,219.47,427,46,46
8,9,9,1113,48.642,607,1638.7,1364.28,274.42,416,45,45
9,10,10,1117,68.068,617,1665.3,1381.97,283.33,404,48,48
10,1,1,1056,55.344,538,1405.75,1164.3,241.45,440,39,39
11,2,2,1077,37.896,565,1501.78,1235.37,266.41,432,40,40
12,3,3,1072,26.149,566,1471.38,1249.57,221.81,418,44,44
13,4,4,1041,37.597,558,1482.16,1333.94,148.22,393,45,45
14,5,5,1102,58.844,587,1555.21,1352.82,202.39,431,42,42
15,6,6,1113,97.704,606,1586.79,1352.45,234.34,419,44,44
16,7,7,1100,58.676,568,1605.99,1412.84,193.15,444,44,44
17,8,8,1039,93.916,570,1459.91,1175.25,284.66,393,38,38
18,9,9,1094,28.097,586,1590.48,1271.01,319.47,426,41,41
19,10,10,1095,30.278,578,1619.15,1349.51,269.64,433,42,42
20,1,1,1112,44.535,609,1648.45,1444.65,203.8,413,45,45
