vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1098,45.161,561,1792.27,1724.94,67.33,471,33,33
1,2,2,1136,66.743,572,1798.58,1625.82,172.76,494,35,35
2,3,3,1076,49.504,535,1669.98,1604.44,65.54,475,33,33
3,4,4,1026,35.056,537,1674.54,1548.71,125.83,431,29,29
4,5,5,1082,32.047,559,1728.1,1623.12,104.98,459,32,32
5,6,6,1116,28.165,609,1857.78,1671.04,186.74,437,35,35
6,7,7,1088,47.345,538,1656.09,1548.11,107.98,480,35,35
7,8,8,1099,41.644,493,1524.06,1393.98,130.08,548,29,29
8,9,9,1111,48.324,569,1777.31,1566.43,210.88,476,33,33
9,10,10,1119,47.784,590,1846.78,1688.51,158.27,461,34,34
10,1,1,1098,45.419,548,1655.08,1526.34,128.74,486,32,32
11,2,2,1078,43.504,527,1630.34,1515.28,115.06,489,31,31
12,3,3,1105,60.284,475,1470.31,1365.06,105.25,572,29,29
13,4,4,1100,32.918,574,1710.02,1612.11,97.91,452,37,37
14,5,5,1015,56.254,482,1509.3,1380.22,129.08,479,27,27
15,6,6,1107,25.995,546,1673.68,1454.32,219.36,499,31,31
16,7,7,1014,22.301,482,1509.47,1407.19,102.28,476,28,28
17,8,8,976,36.397,477,1419.98,1315.33,104.65,441,29,29
18,9,9,978,35.55,458,1361.14,1332.0,29.14,462,29,29
19,10,10,1052,42.324,485,1443.85,1303.24,140.61,505,31,31
20,1,1,1079,99.914,524,1569.38,1468.2,101.18,483,36,36
21,2,2,975,53.481,410,1253.61,1164.3,89.31,511,27,27
22,3,3,1100,40.964,541,1565.81,1327.64,238.17,491,34,34
23,4,4,1044,48.704,488,1405.64,1164.94,240.7,498,29,29
24,5,5,987,41.519,446,1367.82,1247.5,120.32,487,27,27
25,6,6,960,27.906,449,1302.85,1150.29,152.56,449,31,31
26,7,7,980,42.104,430,1260.64,1144.61,116.03,496,27,27
27,8,8,1116,82.662,506,1407.68,1247.79,159.89,546,32,32
28,9,9,967,106.547,447,1308.29,1146.24,162.05,462,29,29
29,10,10,1075,44.506,511,1399.88,1141.1,258.78,502,31,31
30,1,1,988,44.56,441,1280.42,1084.35,196.07,493,27,27
31,2,2,940,43.504,428,1161.93,990.26,171.67,452,30,30
32,3,3,1112,122.964,464,1238.68,979.71,258.97,594,27,27
33,4,4,1087,116.636,524,1521.85,1373.09,148.76,493,35,35
34,5,5,998,51.024,400,1114.36,900.12,214.24,548,25,25
35,6,6,1005,19.332,426,1164.08,958.55,205.53,527,26,26
36,7,7,1003,72.944,367,1047.47,848.55,198.92,588,24,24
37,8,8,998,95.024,424,1187.55,996.1,191.45,524,25,25
38,9,9,963,110.814,389,1104.44,992.35,112.09,524,25,25
39,10,10,1093,40.258,509,1438.45,1113.92,324.53,528,28,28
40,1,1,1106,32.262,551,1609.68,1370.52,239.16,487,34,34
41,2,2,941,43.504,394,1103.06,847.58,255.48,499,24,24
42,3,3,969,51.16,419,1165.84,1011.98,153.86,496,27,27
43,4,4,1134,58.887,557,1554.38,1273.52,280.86,505,36,36
44,5,5,1021,66.139,388,1049.65,838.07,211.58,579,27,27
45,6,6,1036,89.8,472,1301.97,1086.41,215.56,502,31,31
46,7,7,1115,45.231,447,1215.17,922.72,292.45,610,29,29
47,8,8,1008,66.913,378,1056.5,925.12,131.38,574,28,28
48,9,9,1047,40.52,375,1061.97,869.82,192.15,626,23,23
49,10,10,1101,64.463,444,1205.29,991.7,213.59,605,26,26
50,1,1,1105,80.283,486,1313.88,1129.84,184.04,557,31,31
