vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1098,71.426,586,1679.54,1486.3,193.24,422,45,45
1,2,2,1054,50.232,568,1585.08,1361.59,223.49,402,42,42
2,3,3,1072,26.149,584,1540.48,1321.63,218.85,410,39,39
3,4,4,1071,47.254,587,1490.3,1241.82,248.48,400,42,42
4,5,5,1108,89.684,594,1555.86,1451.26,104.6,418,48,48
5,6,6,1120,28.883,614,1670.33,1412.94,257.39,426,40,40
6,7,7,1064,78.331,543,1395.36,1229.44,165.92,439,41,41
7,8,8,1062,32.642,535,1549.81,1397.41,152.4,449,39,39
8,9,9,1116,37.258,610,1587.96,1271.94,316.02,420,43,43
9,10,10,1095,43.174,545,1548.95,1325.0,223.95,472,39,39
10,1,1,1068,46.114,541,1555.43,1292.86,262.57,449,39,39
11,2,2,1102,99.421,580,1695.18,1470.49,224.69,446,38,38
12,3,3,1107,34.837,578,1531.03,1320.83,210.2,443,43,43
13,4,4,1105,83.987,579,1567.06,1399.68,167.38,442,42,42
14,5,5,1127,39.609,611,1673.0,1406.44,266.56,430,43,43
15,6,6,1091,42.847,554,1535.76,1393.23,142.53,455,41,41
16,7,7,1048,37.454,543,1466.53,1224.94,241.59,419,43,43
17,8,8,1112,69.268,561,1616.21,1493.96,122.25,461,45,45
18,9,9,1072,108.798,540,1490.43,1322.1,168.33,454,39,39
