horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,3335,0,390670,10.002
20,50,23,23,16,16,3319,0,883410,10.014
40,70,26,26,14,30,3305,0,1014550,10.003
60,90,31,31,18,48,3287,0,1131410,10.201
80,110,37,37,22,70,3265,0,1316290,10.004
100,130,43,42,25,95,3240,0,3663890,10.088
120,150,74,72,22,117,3216,2,5607460,10.056
140,170,132,128,82,199,3131,5,9390280,10.01
160,190,113,106,71,270,3055,10,12827790,10.013
180,210,100,94,65,335,2985,15,13032530,10.009
200,230,82,77,48,383,2932,20,10453780,10.006
220,250,72,70,41,424,2890,21,5663610,10.057
240,270,117,113,48,472,2840,23,12644520,10.009
260,290,180,151,90,562,2746,27,48191360,10.011
280,310,198,134,71,633,2643,59,94828740,10.014
300,330,195,131,76,709,2534,92,95244750,10.013
320,350,170,123,75,784,2426,125,73229700,10.012
340,370,132,112,76,860,2333,142,33748230,10.011
360,390,90,87,63,923,2267,145,7121140,10.008
380,410,80,80,47,970,2220,145,2776170,10.144
400,430,81,80,52,1022,2168,145,4374660,10.007
420,450,69,66,46,1068,2119,148,6928390,10.018
440,470,58,58,35,1103,2084,148,2122980,10.006
460,490,69,68,39,1142,2044,149,3873400,10.014
480,510,89,89,50,1192,1994,149,2900550,10.006
500,530,131,130,76,1268,1918,149,5551950,10.01
520,550,137,118,73,1341,1840,154,31576170,10.012
540,570,144,118,67,1408,1752,175,41101430,10.011
560,590,129,113,68,1476,1672,187,26106240,10.012
580,610,143,121,72,1548,1593,194,35898870,10.01
600,630,174,131,68,1616,1509,210,64508750,10.017
620,650,220,140,89,1705,1390,240,117559100,10.017
640,670,255,134,65,1770,1275,290,176007760,10.02
660,690,326,106,60,1830,1145,360,321476890,10.02
680,710,419,82,55,1885,978,472,493219190,10.028
700,730,475,81,54,1939,763,633,580695740,10.041
720,750,431,88,54,1993,542,800,507153220,10.025
740,770,338,102,58,2051,333,951,349385140,10.021
760,790,252,138,77,2128,187,1020,166353640,10.018
780,810,187,105,69,2197,65,1073,117252260,10.011
800,816,65,25,25,2222,15,1098,60046700,10.341
