vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
0,1,1,818,44,38,28,10,327,491,989.13,791.19,197.94,423,4095901
1,2,2,815,52,38,29,9,367,448,1171.1,935.8,235.3,372,4511381
2,3,3,809,53,35,27,8,299,510,886.75,711.44,175.31,438,3749853
3,4,4,820,55,36,29,7,322,498,1011.9,838.56,173.34,418,4007158
4,5,5,817,48,38,29,9,331,486,1000.81,844.96,155.85,412,4137449
5,6,6,826,63,44,36,8,338,488,1012.34,823.93,188.41,398,4320582
6,7,7,816,65,42,32,10,343,473,1057.23,886.51,170.72,379,4335709
7,8,8,827,42,37,27,10,278,549,773.13,594.18,178.95,481,3568534
8,9,9,825,53,36,31,5,290,535,859.7,760.23,99.47,467,3674774
9,10,10,822,42,37,30,7,313,509,906.52,755.5,151.02,431,3932079
10,1,1,814,45,34,29,5,312,502,966.9,865.51,101.39,430,3866480
11,2,2,785,49,34,27,7,298,487,904.95,766.47,138.48,417,3721062
12,3,3,827,48,40,33,7,354,473,1052.39,947.03,105.36,393,4413158
13,4,4,823,48,33,26,7,309,514,990.19,889.44,100.75,436,3816915
14,5,5,826,50,41,31,10,362,464,1089.96,899.87,190.09,384,4514658
15,6,6,825,49,35,27,8,298,527,894.6,764.71,129.89,453,3739466
16,7,7,812,31,32,26,6,280,532,856.68,734.12,122.56,474,3497288
17,8,8,818,48,35,27,8,332,486,1035.08,833.12,201.96,418,4092624
18,9,9,828,38,28,23,5,265,563,863.57,707.56,156.01,503,3267867
19,10,10,844,48,40,31,9,363,481,1164.0,936.86,227.14,399,4506641
20,1,1,812,42,30,23,7,264,548,803.81,697.17,106.64,484,3294288
21,2,2,824,50,39,32,7,290,534,815.3,678.36,136.94,446,3729986
22,3,3,822,40,43,32,11,335,487,968.85,784.31,184.54,421,4271017
23,4,4,815,51,35,29,6,304,511,935.38,817.07,118.31,435,3801788
24,5,5,831,53,37,29,8,322,509,1004.32,830.3,174.02,433,4025562
25,6,6,819,50,37,30,7,261,558,717.23,641.52,75.71,482,3391955
26,7,7,824,40,36,29,7,303,521,906.28,781.8,124.48,453,3809805
27,8,8,815,32,32,23,9,274,541,846.53,689.1,157.43,483,3434966
28,9,9,810,38,30,25,5,258,552,770.96,662.95,108.01,490,3231966
29,10,10,827,35,24,19,5,189,638,540.05,461.51,78.54,586,2404839
30,1,1,815,44,36,29,7,283,532,804.2,716.38,87.82,458,3602065
31,2,2,831,40,35,24,11,348,483,1127.84,818.97,308.87,417,4258816
32,3,3,812,39,29,22,7,206,606,521.03,439.5,81.53,540,2673438
33,4,4,824,41,36,27,9,283,541,852.72,711.76,140.96,477,3602065
34,5,5,810,35,30,21,9,222,588,596.98,442.56,154.42,532,2858034
35,6,6,825,37,39,28,11,325,500,987.2,805.75,181.45,432,4093531
36,7,7,819,33,25,20,5,230,589,725.25,612.96,112.29,533,2849110
