vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1098,45.161,561,1792.27,1724.94,67.33,471,33,33
1,2,2,1124,66.814,577,1779.57,1697.29,82.28,481,33,33
2,3,3,1107,53.678,563,1760.69,1655.85,104.84,478,33,33
3,4,4,1083,45.477,544,1730.62,1589.44,141.18,477,31,31
4,5,5,1123,38.914,575,1812.96,1662.13,150.83,484,32,32
5,6,6,1094,34.008,580,1820.49,1607.82,212.67,450,32,32
6,7,7,1088,47.345,546,1697.82,1582.0,115.82,476,33,33
7,8,8,1046,95.024,478,1530.34,1494.26,36.08,510,29,29
8,9,9,1083,40.896,528,1612.62,1522.81,89.81,495,30,30
9,10,10,1021,48.404,536,1680.02,1535.3,144.72,421,32,32
10,1,1,1051,58.034,475,1466.4,1349.79,116.61,520,28,28
11,2,2,1107,43.504,535,1620.77,1506.73,114.04,506,33,33
12,3,3,1109,50.335,495,1511.83,1393.99,117.84,552,31,31
13,4,4,1112,114.864,544,1675.7,1608.76,66.94,500,34,34
14,5,5,1079,65.355,551,1692.41,1628.09,64.32,460,34,34
15,6,6,1089,144.088,465,1395.08,1300.67,94.41,562,31,31
16,7,7,1000,60.358,455,1372.9,1240.82,132.08,487,29,29
17,8,8,1103,19.312,499,1538.71,1413.48,125.23,546,29,29
18,9,9,993,28.529,448,1352.18,1287.81,64.37,493,26,26
19,10,10,1083,23.854,521,1592.4,1438.49,153.91,500,31,31
20,1,1,1105,82.856,561,1584.82,1431.31,153.51,480,32,32
21,2,2,1001,50.097,441,1308.78,1204.0,104.78,500,30,30
22,3,3,1098,113.614,514,1494.66,1334.73,159.93,518,33,33
23,4,4,1111,38.866,515,1520.98,1439.3,81.68,526,35,35
24,5,5,1014,40.48,463,1402.89,1313.75,89.14,493,29,29
25,6,6,1011,28.893,452,1242.14,1055.1,187.04,499,30,30
26,7,7,1109,52.012,440,1225.18,1124.5,100.68,605,32,32
27,8,8,978,95.024,423,1165.89,1032.32,133.57,499,28,28
28,9,9,932,34.98,381,1124.13,1054.49,69.64,499,26,26
29,10,10,1004,38.086,471,1253.78,1007.71,246.07,477,28,28
30,1,1,1087,26.758,508,1429.9,1150.71,279.19,521,29,29
31,2,2,971,22.669,407,1099.62,905.66,193.96,512,26,26
32,3,3,1025,47.484,451,1219.77,944.56,275.21,518,28,28
33,4,4,945,38.274,325,928.95,777.0,151.95,578,21,21
34,5,5,1105,41.801,455,1306.49,1132.87,173.62,584,33,33
35,6,6,1126,81.802,528,1451.91,1286.83,165.08,528,35,35
36,7,7,973,29.741,439,1127.39,834.67,292.72,478,28,28
37,8,8,1018,41.78,455,1232.47,1075.92,156.55,503,30,30
38,9,9,1000,100.168,404,1128.41,934.02,194.39,546,25,25
39,10,10,1045,43.773,493,1327.94,1089.8,238.14,488,32,32
40,1,1,981,53.094,423,1231.75,1041.87,189.88,502,28,28
41,2,2,1004,62.824,431,1191.65,968.35,223.3,517,28,28
42,3,3,1133,48.731,493,1414.93,1201.59,213.34,572,34,34
43,4,4,1110,133.154,433,1166.97,993.47,173.5,617,30,30
44,5,5,1071,40.196,469,1223.37,1010.39,212.98,536,33,33
45,6,6,1093,20.903,520,1478.01,1180.01,298.0,513,30,30
46,7,7,1013,65.736,304,827.71,761.22,66.49,665,22,22
47,8,8,944,36.929,400,1062.78,918.4,144.38,490,27,27
48,9,9,1128,33.851,402,1236.2,1082.94,153.26,684,21,21
49,10,10,1084,45.076,505,1391.38,1110.96,280.42,515,32,32
50,1,1,1104,26.056,484,1299.71,1037.6,262.11,562,29,29
51,2,2,1073,107.124,432,1123.52,958.1,165.42,575,33,33
52,3,3,1049,48.271,329,927.16,770.31,156.85,678,21,21
53,4,4,1067,77.158,368,993.87,713.92,279.95,657,21,21
54,5,5,1014,24.698,466,1290.93,1046.62,244.31,482,33,33
55,6,6,955,18.954,363,1033.5,839.37,194.13,542,25,25
56,7,7,1070,43.819,503,1286.61,966.08,320.53,499,34,34
57,8,8,1105,38.884,519,1387.52,1127.67,259.85,518,34,34
58,9,9,936,93.744,408,1072.0,911.75,160.25,474,27,27
59,10,10,1069,64.247,466,1271.91,1132.49,139.42,541,31,31
60,1,1,1025,43.846,340,914.2,792.01,122.19,643,21,21
61,2,2,1037,75.226,486,1219.34,950.1,269.24,485,33,33
62,3,3,1101,48.681,397,1086.64,797.73,288.91,652,26,26
63,4,4,1095,60.675,499,1338.56,1025.7,312.86,532,32,32
64,5,5,1054,52.646,405,991.02,777.75,213.27,589,30,30
