horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,0,0,0,0,577,0,,0.0
20,50,3,3,1,1,576,0,577839.0,20.003
40,70,2,2,2,3,574,0,364452.0,20.002
60,90,1,1,0,3,574,0,140678.0,20.003
80,110,2,2,1,4,573,0,333291.0,20.005
100,130,2,2,2,6,571,0,333291.0,20.003
120,150,9,9,2,8,569,0,912944.0,20.004
140,170,22,22,12,20,557,0,2108151.0,20.025
160,190,25,25,17,37,540,0,2904117.0,20.003
180,210,17,17,15,52,525,0,2235721.0,20.051
200,230,10,10,6,58,519,0,1375619.0,20.032
220,250,9,8,4,62,515,0,1248341.0,20.053
240,270,20,18,7,69,508,0,2882658.0,20.101
260,290,40,38,19,88,488,1,4862951.0,20.067
280,310,44,41,25,113,460,4,5711557.0,20.192
300,330,38,38,26,139,434,4,4483643.0,20.102
320,350,31,31,20,159,414,4,3852055.0,20.137
340,370,23,23,14,173,400,4,2830501.0,20.054
360,390,16,16,12,185,388,4,2053495.0,20.097
380,410,17,17,9,194,379,4,2079916.0,20.005
400,430,23,23,12,206,367,4,2601987.0,20.02
420,450,21,21,15,221,352,4,2715337.0,20.077
440,470,11,11,10,231,342,4,1640941.0,20.018
460,490,8,8,5,236,337,4,1187746.0,20.031
480,510,15,15,6,242,331,4,1788173.0,20.005
500,530,28,28,18,260,313,4,3294990.0,20.152
520,550,25,25,15,275,298,4,2779473.0,20.029
540,570,24,24,17,292,281,4,2680343.0,20.089
560,590,22,20,11,303,269,5,2808678.0,20.063
580,610,34,29,16,319,251,7,4980604.0,20.119
600,630,40,36,23,342,226,9,5247466.0,20.045
620,650,37,33,21,363,203,11,5654842.0,20.016
640,670,46,44,24,387,177,13,6236495.0,20.011
660,690,49,45,27,414,148,15,7256972.0,20.083
680,710,50,43,25,439,118,20,7295665.0,20.049
700,730,52,48,29,468,85,24,7632208.0,20.18
720,750,38,32,23,491,59,27,6372298.0,20.082
740,770,30,24,12,503,41,33,5520446.0,20.015
760,790,33,29,17,520,21,36,4995867.0,20.113
780,810,21,16,11,531,6,40,3497759.0,20.081
800,816,6,1,1,532,5,40,1452584.0,20.003
