vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1087,46.271,567,1814.53,1722.01,92.52,458,31,31
1,2,2,1090,50.791,583,1858.98,1649.92,209.06,445,31,31
2,3,3,1066,49.931,544,1684.32,1573.33,110.99,458,32,32
3,4,4,1098,122.028,517,1664.07,1601.89,62.18,521,30,30
4,5,5,1102,26.794,582,1832.2,1743.74,88.46,456,32,32
5,6,6,1105,25.366,602,1877.41,1746.99,130.42,437,33,33
6,7,7,1088,47.345,541,1647.86,1540.17,107.69,483,32,32
7,8,8,1106,37.307,517,1585.11,1547.46,37.65,525,32,32
8,9,9,1098,28.927,574,1665.23,1432.38,232.85,460,32,32
9,10,10,1076,33.241,546,1726.47,1554.92,171.55,468,31,31
10,1,1,1105,30.825,561,1738.3,1618.38,119.92,482,31,31
11,2,2,1139,45.785,534,1637.24,1526.88,110.36,541,32,32
12,3,3,1115,48.601,547,1679.5,1599.42,80.08,496,36,36
13,4,4,1094,47.582,538,1703.02,1508.35,194.67,498,29,29
14,5,5,1110,48.108,539,1615.83,1506.95,108.88,507,32,32
15,6,6,1117,18.042,569,1707.66,1563.63,144.03,478,35,35
16,7,7,1114,83.464,549,1647.05,1499.01,148.04,497,34,34
17,8,8,1099,24.897,521,1597.87,1419.28,178.59,522,28,28
18,9,9,1022,66.128,490,1488.75,1295.76,192.99,474,29,29
19,10,10,1093,67.488,556,1663.51,1461.16,202.35,475,31,31
20,1,1,1116,16.73,558,1633.69,1397.83,235.86,488,35,35
21,2,2,1008,44.736,471,1445.8,1282.19,163.61,479,29,29
22,3,3,1018,24.922,508,1475.21,1376.23,98.98,444,33,33
23,4,4,1050,60.284,471,1367.88,1215.02,152.86,519,30,30
24,5,5,1102,28.386,521,1531.23,1301.42,229.81,521,30,30
25,6,6,953,25.967,439,1306.15,1060.54,245.61,466,24,24
26,7,7,1007,54.66,435,1289.53,1172.31,117.22,514,29,29
27,8,8,1060,22.78,485,1346.6,1121.74,224.86,515,30,30
28,9,9,979,113.064,390,1075.42,938.67,136.75,535,27,27
29,10,10,1087,62.346,557,1636.06,1349.52,286.54,466,32,32
30,1,1,1111,17.251,546,1551.05,1400.42,150.63,495,35,35
31,2,2,999,62.824,426,1221.0,866.02,354.98,525,24,24
32,3,3,1006,60.284,500,1441.12,1182.52,258.6,446,30,30
33,4,4,1013,61.158,478,1364.35,1100.25,264.1,477,29,29
34,5,5,1097,30.859,559,1667.62,1366.63,300.99,470,34,34
35,6,6,1102,30.128,502,1484.54,1146.08,338.46,542,29,29
36,7,7,1015,26.008,437,1268.02,976.07,291.95,526,26,26
37,8,8,963,85.538,444,1248.89,956.89,292.0,463,28,28
38,9,9,990,113.064,430,1241.4,1071.95,169.45,506,27,27
39,10,10,1014,30.278,499,1420.68,1150.97,269.71,457,29,29
40,1,1,965,42.546,504,1414.55,1095.73,318.82,405,28,28
41,2,2,1102,46.091,542,1441.67,1145.06,296.61,492,34,34
42,3,3,1098,58.63,532,1538.91,1197.0,341.91,504,31,31
43,4,4,1051,23.169,488,1377.82,1092.25,285.57,509,27,27
44,5,5,1077,47.849,528,1423.9,1094.58,329.32,485,32,32
45,6,6,1032,25.474,524,1440.89,1007.75,433.14,452,28,28
46,7,7,1014,26.008,431,1198.23,959.53,238.7,533,25,25
47,8,8,1112,86.134,496,1409.13,1115.79,293.34,556,30,30
48,9,9,1117,26.012,466,1298.18,1060.02,238.16,589,31,31
49,10,10,1086,45.255,495,1434.04,999.43,434.61,543,24,24
50,1,1,1114,64.184,533,1536.72,1156.3,380.42,521,30,30
51,2,2,1106,43.555,469,1331.4,1036.08,295.32,581,28,28
52,3,3,1092,63.848,523,1438.52,1118.23,320.29,507,31,31
53,4,4,1012,37.896,406,1087.04,790.64,296.4,558,24,24
54,5,5,1107,51.024,464,1278.78,871.87,406.91,593,25,25
55,6,6,1117,68.312,437,1196.24,890.58,305.66,630,25,25
