batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_cost(원),assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B1,R1,6,2,5,35,06:15,40,06:20,80,13,67,1,264758,25.0,22.0,06:02,36.0,06:16,Complete
B2,R2,4,9,5,40,06:20,45,06:25,102,17,85,1,264841,23.0,23.0,06:03,44.0,06:24,Complete
B3,R3,4,9,5,42,06:22,47,06:27,102,18,84,1,264930,23.0,26.0,06:06,47.0,06:27,Complete
B4,R4,6,7,5,38,06:18,43,06:23,90,14,76,1,262211,35.0,24.0,06:04,39.0,06:19,Complete
B5,R5,7,10,5,42,06:22,47,06:27,81,18,63,1,258444,6.0,24.0,06:04,43.0,06:23,Complete
B6,R6,10,3,7,42,06:22,49,06:29,101,17,84,1,264824,59.0,25.0,06:05,47.0,06:27,Complete
B7,R7,9,4,5,44,06:24,49,06:29,99,17,82,1,265009,8.0,27.0,06:07,45.0,06:25,Complete
B8,R8,10,3,7,46,06:26,53,06:33,101,17,84,1,264824,59.0,29.0,06:09,50.0,06:30,Complete
B9,R9,6,7,5,44,06:24,49,06:29,90,14,76,1,262211,5.0,30.0,06:10,48.0,06:28,Complete
B10,R10,10,4,5,44,06:24,49,06:29,66,14,52,1,269595,29.0,30.0,06:10,45.0,06:25,Complete
B11,R11,6,7,5,46,06:26,51,06:31,90,14,76,1,524422,5.0,33.0,06:13,51.0,06:31,Complete
B12,R12,6,10,4,44,06:24,48,06:28,69,12,57,1,267378,15.0,32.0,06:12,46.0,06:26,Complete
B13,R13,1,9,5,54,06:34,59,06:39,104,18,86,1,264648,40.0,36.0,06:16,55.0,06:35,Complete
B14,R14,1,10,5,52,06:32,57,06:37,55,16,39,1,271476,0.0,36.0,06:16,52.0,06:32,Complete
B15,R15,5,9,5,56,06:36,61,06:41,103,19,84,1,264718,4.0,37.0,06:17,57.0,06:37,Complete
B16,R16,6,7,5,52,06:32,57,06:37,90,14,76,1,262211,45.0,38.0,06:18,56.0,06:36,Complete
B17,R17,2,9,5,56,06:36,61,06:41,60,16,44,2,276168,25.0,40.0,06:20,57.0,06:37,Complete
B18,R18,3,10,6,57,06:37,63,06:43,93,17,76,2,272861,2.0,40.0,06:20,58.0,06:38,Complete
B19,R19,6,7,5,54,06:34,59,06:39,90,14,76,2,270372,55.0,40.0,06:20,55.0,06:35,Complete
B20,R20,1,10,5,60,06:40,65,06:45,55,16,39,2,287553,10.0,44.0,06:24,65.0,06:45,Complete
B21,R21,2,9,5,64,06:44,69,06:49,60,16,44,2,276168,31.0,48.0,06:28,65.0,06:45,Complete
B22,R22,1,10,5,64,06:44,69,06:49,55,15,40,2,286750,10.0,49.0,06:29,68.0,06:48,Complete
B23,R23,6,7,5,64,06:44,69,06:49,90,14,76,2,270372,33.0,50.0,06:30,69.0,06:49,Complete
B24,R24,1,10,5,68,06:48,73,06:53,55,16,39,2,287553,20.0,52.0,06:32,68.0,06:48,Complete
B25,,6,9,5,75,06:55,80,07:00,128,22,106,4,277990,,,,,,Overdue
B26,R26,10,4,5,67,06:47,72,06:52,66,14,52,2,281840,9.0,53.0,06:33,72.0,06:52,Complete
B27,R27,6,7,5,68,06:48,73,06:53,90,14,76,2,270372,33.0,54.0,06:34,72.0,06:52,Complete
B28,R28,4,9,5,72,06:52,77,06:57,102,17,85,2,272332,13.0,55.0,06:35,73.0,06:53,Complete
B29,R29,10,3,7,72,06:52,79,06:59,101,17,84,2,544797,6.0,55.0,06:35,78.0,06:58,Complete
B30,R30,10,4,5,71,06:51,76,06:56,66,14,52,2,281840,9.0,57.0,06:37,75.0,06:55,Complete
B31,R31,3,10,6,77,06:57,83,07:03,93,17,76,3,281167,22.0,60.0,06:40,78.0,06:58,Complete
B32,R32,10,3,7,77,06:57,84,07:04,101,17,84,3,279973,15.0,66.0,06:46,84.0,07:04,Complete
B33,R33,1,10,5,78,06:58,83,07:03,55,16,39,2,287553,30.0,62.0,06:42,81.0,07:01,Complete
B34,R34,6,7,5,78,06:58,83,07:03,90,15,75,2,270590,44.0,67.0,06:47,82.0,07:02,Complete
B35,R35,10,3,7,80,07:00,87,07:07,101,17,84,2,272398,15.0,63.0,06:43,87.0,07:07,Complete
B36,R36,4,9,5,82,07:02,87,07:07,102,18,84,2,545021,3.0,64.0,06:44,82.0,07:02,Complete
B37,R37,9,10,6,85,07:05,91,07:11,107,21,86,2,255302,4.0,64.0,06:44,86.0,07:06,Complete
B38,R38,10,3,7,81,07:01,88,07:08,101,17,84,2,272398,19.0,64.0,06:44,88.0,07:08,Complete
B39,R39,1,10,5,80,07:00,85,07:05,55,15,40,2,286750,30.0,65.0,06:45,84.0,07:04,Complete
B40,R40,10,3,7,85,07:05,92,07:12,101,17,84,2,272398,10.0,74.0,06:54,92.0,07:12,Complete
B41,R41,4,9,5,88,07:08,93,07:13,102,18,84,2,272510,8.0,70.0,06:50,91.0,07:11,Complete
B42,R42,10,3,7,87,07:07,94,07:14,101,17,84,2,272398,19.0,70.0,06:50,91.0,07:11,Complete
