revenue,num_vehicles,total_penalty,total_objectives,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty,is_best_total_objectives
190000,50,592278829,792689248,1861,1459,3320,825.714,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_50,False,False
190000,55,540121040,758133824,1988,1332,3320,824.864,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_55,False,False
190000,60,489996248,725305785,2114,1206,3320,825.484,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_60,False,False
190000,65,442016069,688726786,2226,1094,3320,825.709,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_65,False,False
190000,70,401403275,659515172,2330,990,3320,824.828,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_70,False,False
190000,75,364800728,630339827,2421,899,3320,825.965,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_75,False,False
190000,80,324395029,603669457,2513,807,3320,826.835,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_80,False,False
190000,85,291961805,580628187,2593,727,3320,825.549,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_85,False,False
190000,90,258010779,555309255,2678,642,3320,825.367,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_90,False,False
190000,95,232258671,536278735,2745,575,3320,825.379,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_95,False,False
190000,100,209045872,521783847,2801,519,3320,826.597,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_100,False,False
190000,105,181177816,501024829,2867,453,3320,826.93,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_105,False,False
190000,110,168968330,491138198,2897,423,3320,826.799,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_110,False,False
190000,115,151778957,479524420,2941,379,3320,826.528,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_115,False,False
190000,120,140258551,470702966,2970,350,3320,827.027,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_120,False,False
190000,125,121382427,457411917,3017,303,3320,827.436,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_125,False,False
190000,130,110598096,450169143,3043,277,3320,826.873,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_130,False,False
190000,135,102191777,442040201,3064,256,3320,827.721,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_135,False,False
190000,140,94581732,438651959,3083,237,3320,828.07,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_140,False,False
190000,145,88107489,435931958,3099,221,3320,826.878,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_145,False,False
190000,150,83046601,427722756,3111,209,3320,827.99,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\d5000\Penalty_Per_Vehicles\190000\vehicles_150,True,True
