vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1094,43.778,573,1821.29,1724.69,96.6,459,31,31
1,2,2,1102,70.816,586,1832.71,1717.66,115.05,448,34,34
2,3,3,1092,24.922,504,1538.42,1460.13,78.29,524,32,32
3,4,4,1084,46.759,553,1808.45,1712.86,95.59,471,30,30
4,5,5,1100,33.455,575,1795.92,1714.79,81.13,463,31,31
5,6,6,1103,40.143,599,1843.36,1650.72,192.64,438,33,33
6,7,7,1088,72.944,553,1672.69,1585.31,87.38,469,33,33
7,8,8,1094,73.69,486,1494.3,1403.73,90.57,546,31,31
8,9,9,1087,36.631,526,1538.33,1420.25,118.08,497,32,32
9,10,10,1058,30.325,546,1702.96,1486.77,216.19,448,32,32
10,1,1,1040,22.673,547,1722.75,1494.79,227.96,435,29,29
11,2,2,1032,49.966,512,1538.11,1305.46,232.65,462,29,29
12,3,3,1055,60.284,514,1596.42,1469.21,127.21,479,31,31
13,4,4,1098,92.52,507,1532.56,1441.71,90.85,527,32,32
14,5,5,1079,122.794,474,1378.28,1226.78,151.5,551,27,27
15,6,6,1038,27.146,516,1587.3,1391.37,195.93,460,31,31
16,7,7,1016,24.647,492,1481.22,1332.52,148.7,462,31,31
17,8,8,1133,42.035,539,1701.32,1606.74,94.58,530,32,32
18,9,9,1062,93.744,474,1496.54,1435.64,60.9,534,27,27
19,10,10,1094,72.607,566,1710.57,1495.17,215.4,462,33,33
20,1,1,1118,56.762,560,1688.53,1461.05,227.48,490,34,34
21,2,2,1124,43.091,566,1638.23,1290.91,347.32,496,31,31
22,3,3,1069,47.251,523,1502.3,1271.93,230.37,488,29,29
23,4,4,1108,54.678,553,1595.21,1373.07,222.14,491,32,32
24,5,5,986,51.024,458,1404.48,1239.32,165.16,466,31,31
25,6,6,1105,75.463,546,1598.05,1339.48,258.57,493,33,33
26,7,7,1004,60.05,468,1378.3,1179.81,198.49,480,28,28
27,8,8,987,95.024,474,1309.64,1142.33,167.31,449,32,32
28,9,9,1125,34.162,520,1427.47,1152.61,274.86,541,32,32
29,10,10,1004,43.174,459,1359.67,1208.4,151.27,485,30,30
30,1,1,1121,44.986,556,1596.97,1478.39,118.58,489,38,38
31,2,2,1016,66.388,462,1371.96,1128.82,243.14,496,29,29
32,3,3,959,50.996,463,1275.12,967.56,307.56,436,30,30
33,4,4,1005,57.594,449,1306.82,1062.4,244.42,504,26,26
34,5,5,1125,76.428,609,1646.07,1282.28,363.79,442,37,37
35,6,6,1120,26.304,520,1529.82,1279.82,250.0,536,32,32
36,7,7,1108,104.244,447,1263.55,1140.96,122.59,593,34,34
37,8,8,971,92.774,417,1158.06,929.71,228.35,500,27,27
38,9,9,990,107.95,392,1118.92,968.19,150.73,548,25,25
39,10,10,944,23.854,416,1190.56,963.55,227.01,474,27,27
40,1,1,967,45.218,481,1352.38,1092.88,259.5,428,29,29
41,2,2,1113,20.357,537,1504.77,1239.93,264.84,506,35,35
42,3,3,1112,122.964,478,1391.06,1033.94,357.12,582,26,26
43,4,4,1100,114.508,514,1481.96,1164.73,317.23,528,29,29
44,5,5,1113,31.023,565,1521.83,1205.76,316.07,478,35,35
45,6,6,1113,97.704,453,1316.3,1078.8,237.5,610,25,25
46,7,7,1014,26.008,430,1266.83,922.63,344.2,540,22,22
47,8,8,944,75.704,316,931.88,766.07,165.81,590,19,19
48,9,9,1114,29.109,478,1330.87,1049.18,281.69,582,27,27
49,10,10,1076,122.758,544,1570.75,1304.47,266.28,470,31,31
50,1,1,1129,53.047,586,1702.31,1375.04,327.27,475,34,34
51,2,2,971,52.028,440,1118.77,871.32,247.45,479,26,26
52,3,3,1061,23.858,483,1288.07,1056.0,232.07,516,31,31
53,4,4,1077,24.809,559,1533.05,1287.67,245.38,454,32,32
54,5,5,1012,16.957,465,1340.63,979.86,360.77,497,25,25
55,6,6,1082,20.036,455,1235.97,972.43,263.54,567,30,30
56,7,7,1086,60.048,447,1256.43,830.21,426.22,591,24,24
57,8,8,1003,75.124,474,1320.89,976.06,344.83,475,27,27
