vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1085,44.509,566,1764.92,1600.95,163.97,459,30,30
1,2,2,1092,51.258,538,1674.65,1556.28,118.37,492,31,31
2,3,3,1076,49.504,560,1796.27,1730.73,65.54,454,31,31
3,4,4,1079,113.494,543,1695.15,1511.15,184.0,474,31,31
4,5,5,1118,41.397,577,1828.78,1678.28,150.5,481,30,30
5,6,6,1116,27.43,596,1844.33,1642.3,202.03,452,34,34
6,7,7,1102,20.858,581,1840.41,1790.68,49.73,453,34,34
7,8,8,1041,97.714,479,1505.65,1436.05,69.6,504,29,29
8,9,9,1072,113.064,548,1700.46,1650.75,49.71,458,33,33
9,10,10,1109,43.174,544,1719.21,1594.91,124.3,503,31,31
10,1,1,1098,86.923,542,1678.67,1532.5,146.17,490,33,33
11,2,2,1127,66.973,519,1573.01,1447.44,125.57,548,30,30
12,3,3,1103,102.574,549,1658.38,1565.53,92.85,492,31,31
13,4,4,1134,59.195,572,1729.64,1491.9,237.74,494,34,34
14,5,5,1088,40.109,572,1797.01,1602.36,194.65,452,32,32
15,6,6,1034,22.247,516,1560.59,1389.02,171.57,456,31,31
16,7,7,1133,44.476,492,1470.0,1155.6,314.4,587,27,27
17,8,8,1091,22.856,503,1458.94,1285.38,173.56,526,31,31
18,9,9,956,102.28,443,1333.23,1264.73,68.5,459,27,27
19,10,10,1087,62.346,499,1519.83,1429.28,90.55,528,30,30
20,1,1,998,45.028,510,1540.83,1369.84,170.99,428,30,30
21,2,2,1107,30.521,482,1395.02,1257.91,137.11,563,31,31
22,3,3,987,37.214,474,1399.29,1234.06,165.23,451,31,31
23,4,4,1048,48.067,499,1503.84,1291.92,211.92,491,29,29
24,5,5,1012,40.284,497,1488.7,1385.6,103.1,451,32,32
25,6,6,1001,38.274,446,1278.8,1111.21,167.59,497,29,29
26,7,7,1007,35.195,465,1385.59,1323.41,62.18,474,34,34
27,8,8,991,95.024,407,1205.19,1004.56,200.63,534,25,25
28,9,9,963,110.814,425,1305.25,1186.19,119.06,482,28,28
29,10,10,1116,23.751,559,1569.45,1336.57,232.88,485,36,36
30,1,1,1082,45.581,500,1449.34,1282.04,167.3,522,30,30
31,2,2,1103,31.598,530,1416.53,1262.55,153.98,499,37,37
32,3,3,1030,85.312,505,1396.55,1231.53,165.02,465,30,30
33,4,4,1110,133.154,547,1556.9,1314.17,242.73,495,34,34
34,5,5,1120,39.263,492,1421.75,1162.94,258.81,568,30,30
35,6,6,1099,25.442,461,1240.71,1038.07,202.64,582,28,28
36,7,7,1103,84.92,526,1527.02,1371.22,155.8,501,38,38
37,8,8,1008,48.088,435,1230.6,957.22,273.38,513,30,30
38,9,9,1133,48.888,524,1510.42,1277.4,233.02,543,33,33
39,10,10,1030,48.246,451,1233.73,1009.4,224.33,525,27,27
40,1,1,1075,48.607,486,1365.26,1182.35,182.91,523,33,33
41,2,2,1107,45.033,488,1394.2,1104.76,289.44,567,26,26
42,3,3,1010,15.579,467,1287.09,1062.61,224.48,477,33,33
43,4,4,1088,41.371,517,1453.79,1284.85,168.94,509,31,31
44,5,5,1108,87.09,505,1327.52,1079.15,248.37,537,33,33
45,6,6,1030,25.474,461,1298.63,983.17,315.46,521,24,24
46,7,7,942,35.01,386,1056.9,838.93,217.97,504,26,26
47,8,8,1003,97.714,416,1105.12,893.15,211.97,537,25,25
48,9,9,929,93.744,334,926.99,767.22,159.77,549,23,23
49,10,10,1009,43.174,464,1294.79,1024.08,270.71,491,27,27
50,1,1,949,36.024,449,1180.03,908.83,271.2,444,28,28
51,2,2,949,43.504,346,938.22,669.47,268.75,561,21,21
52,3,3,968,49.284,405,1081.42,834.51,246.91,513,25,25
53,4,4,983,47.688,470,1363.46,1118.74,244.72,453,30,30
54,5,5,1022,41.585,433,1136.57,908.68,227.89,529,30,30
55,6,6,1063,77.348,377,1044.22,838.71,205.51,640,23,23
56,7,7,1025,107.058,378,1018.34,789.33,229.01,601,23,23
57,8,8,1133,61.951,485,1359.37,1069.05,290.32,582,33,33
58,9,9,1090,113.064,457,1253.82,1018.83,234.99,577,28,28
59,10,10,1031,33.735,465,1311.01,1009.39,301.62,512,27,27
60,1,1,1008,55.344,461,1233.58,1002.78,230.8,483,32,32
61,2,2,1081,75.134,454,1217.16,936.73,280.43,565,31,31
62,3,3,1060,50.444,519,1379.35,980.48,398.87,483,29,29
63,4,4,1037,114.237,502,1270.54,998.41,272.13,467,34,34
64,5,5,1074,35.886,518,1448.95,1056.06,392.89,498,29,29
65,6,6,1091,79.836,505,1253.03,962.8,290.23,518,34,34
66,7,7,1100,41.795,515,1340.79,1000.54,340.25,519,33,33
67,8,8,1114,38.715,462,1137.21,873.36,263.85,592,30,30
68,9,9,1062,25.908,401,1091.16,749.17,341.99,615,23,23
69,10,10,1077,27.158,491,1311.51,1010.43,301.08,526,30,30
70,1,1,1052,34.766,458,1138.15,813.46,324.69,530,32,32
71,2,2,1041,22.483,442,1162.82,948.0,214.82,537,31,31
72,3,3,1035,55.965,496,1303.15,1012.43,290.72,469,35,35
