vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1122,42.448,575,1805.2,1618.38,186.82,483,32,32
1,2,2,1115,52.131,587,1845.79,1720.6,125.19,464,32,32
2,3,3,1100,50.794,577,1791.47,1681.1,110.37,457,33,33
3,4,4,1077,27.9,557,1768.4,1630.44,137.96,460,30,30
4,5,5,1116,41.53,528,1616.39,1489.37,127.02,526,31,31
5,6,6,1112,76.207,596,1832.94,1746.65,86.29,446,35,35
6,7,7,1078,17.183,560,1766.02,1664.91,101.11,454,32,32
7,8,8,1082,63.428,509,1628.29,1548.07,80.22,517,28,28
8,9,9,1144,49.549,537,1686.04,1532.68,153.36,545,31,31
9,10,10,1115,66.982,545,1635.72,1510.52,125.2,500,35,35
10,1,1,1140,55.493,605,1843.45,1583.22,260.23,469,33,33
11,2,2,1087,50.397,513,1575.41,1381.76,193.65,514,30,30
12,3,3,1123,69.052,602,1816.13,1538.52,277.61,457,32,32
13,4,4,1105,57.594,539,1648.56,1456.13,192.43,502,32,32
14,5,5,1079,65.355,562,1702.53,1522.58,179.95,455,31,31
15,6,6,1128,56.532,552,1758.13,1576.15,181.98,514,31,31
16,7,7,1114,15.426,546,1649.97,1437.94,212.03,502,33,33
17,8,8,1032,37.305,462,1405.06,1313.86,91.2,510,30,30
18,9,9,1122,30.982,539,1577.22,1389.47,187.75,519,32,32
19,10,10,1102,68.205,553,1696.67,1518.68,177.99,481,34,34
20,1,1,1053,37.248,508,1504.67,1301.74,202.93,483,31,31
21,2,2,1012,53.109,525,1585.55,1348.1,237.45,429,29,29
22,3,3,1112,107.628,573,1709.31,1509.85,199.46,477,31,31
23,4,4,1095,48.133,527,1652.27,1396.55,255.72,510,29,29
24,5,5,1105,80.26,544,1672.31,1433.55,238.76,501,30,30
25,6,6,1032,25.474,500,1476.25,1147.02,329.23,476,28,28
26,7,7,1105,70.028,519,1520.89,1094.43,426.46,536,25,25
27,8,8,967,75.174,470,1281.77,1057.8,223.97,439,29,29
28,9,9,1133,30.657,525,1592.21,1317.2,275.01,544,32,32
29,10,10,1037,33.513,525,1498.05,1236.95,261.1,452,30,30
30,1,1,1006,55.344,494,1498.83,1268.67,230.16,454,29,29
31,2,2,1104,24.682,526,1494.45,1217.03,277.42,516,31,31
32,3,3,1006,60.284,456,1296.31,1062.3,234.01,492,29,29
33,4,4,1061,48.206,441,1284.75,1083.67,201.08,564,28,28
34,5,5,1080,32.732,553,1561.41,1241.87,319.54,461,33,33
35,6,6,946,18.954,449,1334.13,1160.72,173.41,435,31,31
36,7,7,1029,62.271,442,1311.57,1080.04,231.53,533,27,27
37,8,8,1099,75.704,502,1443.88,1181.03,262.85,539,29,29
38,9,9,1138,44.316,534,1519.12,1167.01,352.11,546,29,29
39,10,10,1091,70.88,508,1516.31,1293.31,223.0,525,29,29
40,1,1,1008,55.344,504,1436.92,1151.75,285.17,448,28,28
41,2,2,1060,24.584,566,1565.85,1253.49,312.36,422,36,36
42,3,3,959,51.383,507,1360.4,964.04,396.36,390,31,31
43,4,4,964,46.972,462,1265.61,920.93,344.68,454,24,24
44,5,5,950,31.704,414,1187.8,974.02,213.78,484,26,26
45,6,6,1019,25.378,421,1174.46,851.04,323.42,548,25,25
46,7,7,1107,73.987,515,1403.51,1149.69,253.82,526,33,33
47,8,8,1112,31.411,453,1234.65,933.0,301.65,605,27,27
48,9,9,1117,52.659,525,1448.96,1060.37,388.59,532,30,30
