num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
50,3357544100,1983,2265,4248,1103.546,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_50,FALSE
55,3020731000,2200,2048,4248,1105.724,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_55,FALSE
60,2761049600,2366,1882,4248,1103.885,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_60,FALSE
65,2506998900,2536,1712,4248,1105.004,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_65,FALSE
70,2226705000,2720,1528,4248,1106.656,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_70,FALSE
75,1965033100,2895,1353,4248,1105.682,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_75,FALSE
80,1752750700,3042,1206,4248,1106.387,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_80,FALSE
85,1535718400,3189,1059,4248,1106.217,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_85,FALSE
90,1371737500,3299,949,4248,1106.383,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_90,FALSE
95,1231714200,3396,852,4248,1106.586,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Original\vehicles_95,FALSE
