num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
200,220617400,4098,150,4248,1114.62,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_200,False
205,232813100,4090,158,4248,1111.703,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_205,False
210,218838500,4101,147,4248,1113.207,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_210,False
215,220389600,4100,148,4248,1116.609,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_215,False
220,209692500,4106,142,4248,1108.033,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_220,False
225,216610900,4102,146,4248,1107.106,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_225,False
230,181642900,4125,123,4248,1109.502,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_230,True
235,194130500,4117,131,4248,1113.716,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_235,False
240,196254900,4116,132,4248,1112.779,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_240,False
245,195756700,4116,132,4248,1113.934,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_245,False
250,184828200,4123,125,4248,1111.692,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\Remove_Pending\Penalty_per_vehicles\Remove_Pending\vehicles_250,False
