vehicle_id,sequence,event,from_node,to_node,physical_from_node,physical_to_node,start_time,end_time,start_time_hhmm,end_time_hhmm,duration_min,travel_time,travel_distance_km,charging_time,charged_range_km,remaining_range_before,remaining_range_after,onboard_passengers,related_batch_id,movement_type,from_event,to_event
0,0,Stay,1,1,1,1,0,24,05:40,06:04,24,0,0.0,24,0.0,160.0,160.0,0,B3,parking_charging,Position,Pickup
0,1,Pickup,1,1,1,1,24,27,06:04,06:07,3,0,0.0,2,0.0,160.0,160.0,1,B3,pickup_service,Pickup,Pickup
0,2,Movement,1,10,1,10,27,40,06:07,06:20,13,13,47.44,0,0.0,160.0,112.56,1,B3,passenger_flight,Position,Delivery
0,3,Delivery,10,10,10,10,40,43,06:20,06:23,3,0,0.0,2,8.534,112.56,121.094,0,B3,delivery_service,Delivery,Delivery
0,4,Stay,10,10,10,10,43,48,06:23,06:28,5,0,0.0,5,21.335,121.094,142.429,0,B16,parking_charging,Position,Pickup
0,5,Pickup,10,10,10,10,48,51,06:28,06:31,3,0,0.0,2,8.534,142.429,150.963,2,B16,pickup_service,Pickup,Pickup
0,6,Movement,10,3,10,3,51,66,06:31,06:46,15,15,54.92,0,0.0,150.963,96.043,2,B16,passenger_flight,Position,Delivery
0,7,Delivery,3,3,3,3,66,69,06:46,06:49,3,0,0.0,2,8.534,96.043,104.577,0,B16,delivery_service,Delivery,Delivery
0,8,Pickup,3,3,3,3,69,72,06:49,06:52,3,0,0.0,2,8.534,104.577,113.111,1,B33,pickup_service,Pickup,Pickup
0,9,Movement,3,10,3,10,72,87,06:52,07:07,15,15,54.92,0,0.0,113.111,58.191,1,B33,passenger_flight,Position,Delivery
0,10,Delivery,10,10,10,10,87,90,07:07,07:10,3,0,0.0,2,8.534,58.191,66.725,0,B33,delivery_service,Delivery,Delivery
0,11,Stay,10,10,10,10,90,109,07:10,07:29,19,0,0.0,19,81.073,66.725,147.798,0,B73,parking_charging,Position,Pickup
0,12,Pickup,10,10,10,10,109,112,07:29,07:32,3,0,0.0,2,8.534,147.798,156.332,1,B73,pickup_service,Pickup,Pickup
0,13,Movement,10,3,10,3,112,127,07:32,07:47,15,15,54.92,0,0.0,156.332,101.412,1,B73,passenger_flight,Position,Delivery
0,14,Delivery,3,3,3,3,127,130,07:47,07:50,3,0,0.0,2,8.534,101.412,109.946,0,B73,delivery_service,Delivery,Delivery
0,15,Stay,3,3,3,3,130,144,07:50,08:04,14,0,0.0,14,50.054,109.946,160.0,0,B132,parking_charging,Position,Pickup
0,16,Pickup,3,3,3,3,144,147,08:04,08:07,3,0,0.0,2,0.0,160.0,160.0,1,B132,pickup_service,Pickup,Pickup
0,17,Movement,3,4,3,4,147,154,08:07,08:14,7,7,12.6,0,0.0,160.0,147.4,1,B132,passenger_flight,Position,Delivery
0,18,Delivery,4,4,4,4,154,157,08:14,08:17,3,0,0.0,2,8.534,147.4,155.934,0,B132,delivery_service,Delivery,Delivery
0,19,Stay,4,4,4,4,157,166,08:17,08:26,9,0,0.0,9,4.066,155.934,160.0,0,B220,parking_charging,Position,Pickup
0,20,Pickup,4,4,4,4,166,169,08:26,08:29,3,0,0.0,2,0.0,160.0,160.0,2,B220,pickup_service,Pickup,Pickup
0,21,Movement,4,2,4,2,169,175,08:29,08:35,6,6,16.13,0,0.0,160.0,143.87,2,B220,passenger_flight,Position,Delivery
0,22,Delivery,2,2,2,2,175,178,08:35,08:38,3,0,0.0,2,8.534,143.87,152.404,0,B220,delivery_service,Delivery,Delivery
0,23,Pickup,2,2,2,2,178,181,08:38,08:41,3,0,0.0,2,7.596,152.404,160.0,1,B265,pickup_service,Pickup,Pickup
0,24,Movement,2,4,2,4,181,187,08:41,08:47,6,6,16.13,0,0.0,160.0,143.87,1,B265,passenger_flight,Position,Delivery
0,25,Delivery,4,4,4,4,187,190,08:47,08:50,3,0,0.0,2,8.534,143.87,152.404,0,B265,delivery_service,Delivery,Delivery
0,26,Stay,4,4,4,4,190,192,08:50,08:52,2,0,0.0,2,7.596,152.404,160.0,0,B336,parking_charging,Position,Movement
0,27,Movement,4,5,4,5,192,198,08:52,08:58,6,6,11.45,0,0.0,160.0,148.55,0,B336,empty_repositioning,Position,Pickup
0,28,Pickup,5,5,5,5,198,201,08:58,09:01,3,0,0.0,2,8.534,148.55,157.084,2,B336,pickup_service,Pickup,Pickup
0,29,Movement,5,2,5,2,201,209,09:01,09:09,8,8,27.57,0,0.0,157.084,129.514,2,B336,passenger_flight,Position,Delivery
0,30,Delivery,2,2,2,2,209,212,09:09,09:12,3,0,0.0,2,8.534,129.514,138.048,0,B336,delivery_service,Delivery,Delivery
0,31,Stay,2,2,2,2,212,213,09:12,09:13,1,0,0.0,1,4.267,138.048,142.315,0,B367,parking_charging,Position,Pickup
0,32,Pickup,2,2,2,2,213,216,09:13,09:16,3,0,0.0,2,8.534,142.315,150.849,1,B367,pickup_service,Pickup,Pickup
0,33,Pickup,2,2,2,2,216,219,09:16,09:19,3,0,0.0,2,8.534,150.849,159.383,3,B371,pickup_service,Pickup,Pickup
0,34,Movement,2,4,2,4,219,225,09:19,09:25,6,6,16.13,0,0.0,159.383,143.253,3,B367,passenger_flight,Position,Delivery
0,35,Delivery,4,4,4,4,225,228,09:25,09:28,3,0,0.0,2,8.534,143.253,151.787,2,B367,delivery_service,Delivery,Delivery
0,36,Delivery,4,4,4,4,228,231,09:28,09:31,3,0,0.0,2,8.213,151.787,160.0,0,B371,delivery_service,Delivery,Delivery
0,37,Stay,4,4,4,4,231,248,09:31,09:48,17,0,0.0,17,0.0,160.0,160.0,0,B425,parking_charging,Position,Pickup
0,38,Pickup,4,4,4,4,248,251,09:48,09:51,3,0,0.0,2,0.0,160.0,160.0,1,B425,pickup_service,Pickup,Pickup
0,39,Movement,4,2,4,2,251,257,09:51,09:57,6,6,16.13,0,0.0,160.0,143.87,1,B425,passenger_flight,Position,Delivery
0,40,Delivery,2,2,2,2,257,260,09:57,10:00,3,0,0.0,2,8.534,143.87,152.404,0,B425,delivery_service,Delivery,Delivery
0,41,Stay,2,2,2,2,260,271,10:00,10:11,11,0,0.0,11,7.596,152.404,160.0,0,B480,parking_charging,Position,Pickup
0,42,Pickup,2,2,2,2,271,274,10:11,10:14,3,0,0.0,2,0.0,160.0,160.0,1,B480,pickup_service,Pickup,Pickup
0,43,Stay,2,2,2,2,274,276,10:14,10:16,2,0,0.0,2,0.0,160.0,160.0,1,B494,parking_charging,Position,Pickup
0,44,Pickup,2,2,2,2,276,279,10:16,10:19,3,0,0.0,2,0.0,160.0,160.0,3,B494,pickup_service,Pickup,Pickup
0,45,Movement,2,5,2,5,279,287,10:19,10:27,8,8,27.57,0,0.0,160.0,132.43,3,B480,passenger_flight,Position,Delivery
0,46,Delivery,5,5,5,5,287,290,10:27,10:30,3,0,0.0,2,8.534,132.43,140.964,2,B480,delivery_service,Delivery,Delivery
0,47,Delivery,5,5,5,5,290,293,10:30,10:33,3,0,0.0,2,8.534,140.964,149.498,0,B494,delivery_service,Delivery,Delivery
0,48,Pickup,5,5,5,5,293,296,10:33,10:36,3,0,0.0,2,8.534,149.498,158.032,2,B549,pickup_service,Pickup,Pickup
0,49,Movement,5,3,5,3,296,304,10:36,10:44,8,8,23.93,0,0.0,158.032,134.102,2,B549,passenger_flight,Position,Delivery
0,50,Delivery,3,3,3,3,304,307,10:44,10:47,3,0,0.0,2,8.534,134.102,142.636,0,B549,delivery_service,Delivery,Delivery
0,51,Pickup,3,3,3,3,307,310,10:47,10:50,3,0,0.0,2,8.534,142.636,151.17,2,B618,pickup_service,Pickup,Pickup
0,52,Movement,3,4,3,4,310,317,10:50,10:57,7,7,12.6,0,0.0,151.17,138.57,2,B618,passenger_flight,Position,Delivery
0,53,Delivery,4,4,4,4,317,320,10:57,11:00,3,0,0.0,2,8.534,138.57,147.104,0,B618,delivery_service,Delivery,Delivery
0,54,Pickup,4,4,4,4,320,323,11:00,11:03,3,0,0.0,2,8.534,147.104,155.638,2,B697,pickup_service,Pickup,Pickup
0,55,Pickup,4,4,4,4,323,326,11:03,11:06,3,0,0.0,2,4.362,155.638,160.0,3,B706,pickup_service,Pickup,Pickup
0,56,Movement,4,7,4,7,326,333,11:06,11:13,7,7,21.43,0,0.0,160.0,138.57,3,B697,passenger_flight,Position,Delivery
0,57,Delivery,7,7,7,7,333,336,11:13,11:16,3,0,0.0,2,8.534,138.57,147.104,1,B697,delivery_service,Delivery,Delivery
0,58,Delivery,7,7,7,7,336,339,11:16,11:19,3,0,0.0,2,8.534,147.104,155.638,0,B706,delivery_service,Delivery,Delivery
0,59,Stay,7,7,7,7,339,347,11:19,11:27,8,0,0.0,8,4.362,155.638,160.0,0,B795,parking_charging,Position,Pickup
0,60,Pickup,7,7,7,7,347,350,11:27,11:30,3,0,0.0,2,0.0,160.0,160.0,2,B795,pickup_service,Pickup,Pickup
0,61,Movement,7,4,7,4,350,357,11:30,11:37,7,7,21.43,0,0.0,160.0,138.57,2,B795,passenger_flight,Position,Delivery
