horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
0,30,R1,B1,False,,False,135900
0,30,R2,B2,False,,False,135400
20,50,R1,B1,False,,False,139520
20,50,R2,B2,False,,False,143784
20,50,R3,B3,False,,False,137250
20,50,R4,B4,False,,False,137250
20,50,R5,B5,False,,False,137350
20,50,R6,B6,False,,False,136250
20,50,R7,B7,False,,False,135400
40,70,R1,B1,False,,False,164867
40,70,R2,B2,False,,False,202476
40,70,R3,B3,False,,False,141350
40,70,R4,B4,False,,False,141252
40,70,R5,B5,False,,False,141311
40,70,R6,B6,False,,False,140608
40,70,R7,B7,False,,False,140280
40,70,R8,B8,False,,False,137350
40,70,R9,B9,False,,False,137250
40,70,R10,B10,False,,False,137350
40,70,R11,B11,False,,False,137350
40,70,R12,B12,False,,False,137350
40,70,R13,B13,False,,False,135400
60,90,R3,B3,False,,False,170054
60,90,R4,B4,False,,False,169273
60,90,R5,B5,False,,False,169044
60,90,R6,B6,False,,False,153684
60,90,R7,B7,False,,False,164683
60,90,R8,B8,False,,False,145273
60,90,R9,B9,False,,False,141252
60,90,R10,B10,False,,False,143825
60,90,R11,B11,False,,False,143825
60,90,R12,B12,False,,False,141358
60,90,R13,B13,False,,False,143575
80,110,R9,B9,False,,False,169273
80,110,R11,B11,False,,False,189157
80,110,R12,B12,False,,False,161403
80,110,R13,B13,False,,False,184450
80,110,R14,B14,True,100.0,False,135800
80,110,R15,B15,False,,False,136400
80,110,R16,B16,True,107.0,False,135800
80,110,R17,B17,True,108.0,False,135800
80,110,R18,B18,True,110.0,False,135800
80,110,R19,B19,False,,False,135500
100,130,R14,B14,True,100.0,True,172355
100,130,R15,B15,True,103.0,True,143945
100,130,R16,B16,True,107.0,True,154077
100,130,R17,B17,True,108.0,True,154077
100,130,R18,B18,True,110.0,True,154077
100,130,R19,B19,False,,False,139986
100,130,R20,B20,False,,False,135900
100,130,R21,B21,True,119.0,True,138150
100,130,R22,B22,True,121.0,False,138150
100,130,R23,B23,True,121.0,False,136700
100,130,R24,B24,False,,False,134200
120,150,R19,B19,False,,False,162417
120,150,R20,B20,False,,False,139520
120,150,R22,B22,True,121.0,True,152650
120,150,R23,B23,True,121.0,True,146655
120,150,R24,B24,True,129.0,True,142225
120,150,R25,B25,False,,False,134200
120,150,R26,B26,True,142.0,False,138050
120,150,R27,B27,False,,False,134050
120,150,R28,B28,True,144.0,False,136700
120,150,R29,B29,True,145.0,False,138050
120,150,R30,B30,True,147.0,False,135800
120,150,R31,B31,True,150.0,False,138150
120,150,R32,B32,False,,False,135550
140,170,R25,B25,False,,False,158275
140,170,R26,B26,True,142.0,True,144593
140,170,R27,B27,False,,False,138263
140,170,R28,B28,True,144.0,True,141677
140,170,R29,B29,True,145.0,True,144593
140,170,R30,B30,True,147.0,True,154077
140,170,R31,B31,True,150.0,True,145400
140,170,R32,B32,True,150.0,True,148660
140,170,R33,B33,True,151.0,True,138250
140,170,R34,B34,True,151.0,True,138050
140,170,R35,B35,True,151.0,True,135800
