horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,446140.0,5.014
20,50,23,23,16,16,4217,15,1073280.0,5.009
40,70,26,26,14,30,4203,15,1237930.0,5.006
60,90,31,31,18,48,4185,15,1341070.0,5.008
80,110,37,37,22,70,4163,15,1537620.0,5.006
100,130,43,43,26,96,4137,15,1661110.0,5.007
120,150,73,70,21,117,4113,18,5851730.0,5.036
140,170,131,125,81,198,4029,21,12140180.0,5.011
160,190,113,100,69,267,3951,30,22036450.0,5.009
180,210,98,86,60,327,3882,39,20350030.0,5.008
200,230,81,74,45,372,3831,45,13046480.0,5.008
220,250,73,68,41,413,3785,50,8565810.0,5.03
240,270,114,110,45,458,3738,52,9062800.0,5.009
260,290,180,165,105,563,3624,61,28606200.0,5.011
280,310,178,162,97,660,3513,75,29926760.0,5.014
300,330,167,156,100,760,3407,81,20805630.0,5.012
320,350,145,129,80,840,3317,91,28416050.0,5.011
340,370,125,115,79,919,3230,99,19222240.0,5.012
360,390,89,86,64,983,3163,102,7536540.0,5.037
380,410,78,78,46,1029,3117,102,3110980.0,5.544
400,430,80,77,49,1078,3068,102,7668060.0,5.079
420,450,71,67,47,1125,3018,105,8818810.0,5.028
440,470,59,57,35,1160,2981,107,5197540.0,5.2
460,490,68,66,37,1197,2942,109,5734920.0,5.463
480,510,89,87,48,1245,2894,109,5733680.0,5.009
500,530,133,130,78,1323,2813,112,8364840.0,5.009
520,550,134,131,87,1410,2724,114,8565270.0,5.012
540,570,130,123,73,1483,2645,120,14772640.0,5.01
560,590,124,114,73,1556,2565,127,19022780.0,5.01
580,610,138,132,81,1637,2479,132,14152050.0,5.01
600,630,162,160,85,1722,2393,133,8401230.0,5.01
620,650,206,196,132,1854,2257,137,22345240.0,5.014
640,670,224,209,113,1967,2132,149,28262510.0,5.012
660,690,285,213,123,2090,1998,160,101929090.0,5.017
680,710,374,126,84,2174,1856,218,352321820.0,5.017
700,730,455,88,58,2232,1655,361,529992340.0,5.019
720,750,425,100,74,2306,1423,519,470193900.0,5.022
740,770,321,141,90,2396,1211,641,259562910.0,5.016
760,790,232,188,118,2514,1050,684,66972110.0,5.014
780,810,173,158,100,2614,938,696,24026660.0,5.014
800,830,170,155,88,2702,835,711,24271720.0,5.011
820,850,190,175,106,2808,716,724,25234810.0,5.012
840,870,164,142,92,2900,603,745,34665840.0,5.01
860,890,137,125,78,2978,515,755,21241080.0,5.009
880,910,112,98,59,3037,443,768,23313350.0,5.007
900,930,117,101,59,3096,372,780,27169740.0,5.007
920,950,115,100,66,3162,298,788,26192730.0,5.011
940,970,110,98,61,3223,229,796,23028490.0,5.008
960,990,96,89,63,3286,162,800,15145740.0,5.006
980,1010,82,75,42,3328,116,804,13983540.0,5.054
1000,1030,72,67,51,3379,61,808,10427120.0,5.056
1020,1050,40,36,28,3407,32,809,7502610.0,5.115
1040,1070,24,21,15,3422,14,812,5383690.0,5.062
1060,1090,14,14,12,3434,2,812,669870.0,5.005
1080,1110,2,2,2,3436,0,812,98330.0,5.003
1100,1130,0,0,0,3436,0,812,,0.0
1120,1150,0,0,0,3436,0,812,,0.0
