vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1119,43.12,633,1695.67,1472.63,223.04,394,46,46
1,2,2,1105,51.3,578,1639.14,1543.2,95.94,447,40,40
2,3,3,1082,45.135,585,1589.07,1427.64,161.43,415,41,41
3,4,4,1057,46.256,528,1493.23,1352.6,140.63,445,42,42
4,5,5,1088,39.29,606,1629.83,1421.29,208.54,400,41,41
5,6,6,1097,68.575,591,1597.64,1449.15,148.49,418,44,44
6,7,7,1124,42.687,611,1703.28,1465.06,238.22,421,46,46
7,8,8,1117,25.486,611,1606.74,1301.64,305.1,414,46,46
8,9,9,1072,104.531,560,1526.53,1398.8,127.73,424,44,44
9,10,10,1120,66.828,544,1410.2,1199.27,210.93,490,43,43
10,1,1,1072,46.064,590,1509.56,1233.99,275.57,390,46,46
11,2,2,1135,43.593,624,1752.12,1493.44,258.68,423,44,44
12,3,3,1065,49.56,563,1526.41,1308.99,217.42,420,41,41
13,4,4,1112,79.176,586,1539.99,1305.11,234.88,434,46,46
14,5,5,1096,41.095,592,1515.99,1251.11,264.88,416,44,44
15,6,6,1064,25.09,568,1562.83,1306.07,256.76,424,36,36
16,7,7,1084,64.126,600,1519.75,1296.67,223.08,394,45,45
17,8,8,1130,56.348,604,1689.66,1422.43,267.23,438,44,44
