num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
200,238556500,4088,160,4248,1112.246,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_200,False
205,218543000,4100,148,4248,1117.462,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_205,False
210,226303000,4095,153,4248,1113.396,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_210,False
215,201956600,4112,136,4248,1113.173,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_215,False
220,194690600,4117,131,4248,1108.518,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_220,False
225,184742900,4125,123,4248,1108.903,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_225,False
230,180900900,4126,122,4248,1108.641,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_230,True
235,200609100,4112,136,4248,1114.04,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_235,False
240,195673200,4117,131,4248,1112.084,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_240,False
245,197082500,4115,133,4248,1109.789,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_245,False
250,188152700,4121,127,4248,1111.476,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\Penalty_per_vehicles\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_250,False
