horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,390670.0,20.003
20,50,23,23,16,16,4217,15,883410.0,20.105
40,70,26,26,14,30,4203,15,1001790.0,20.052
60,90,31,31,18,48,4185,15,1080370.0,20.049
80,110,37,37,22,70,4163,15,1189330.0,20.003
100,130,43,43,26,96,4137,15,1361940.0,20.004
120,150,73,73,23,119,4114,15,2058500.0,20.004
140,170,132,129,85,204,4026,18,7704360.0,20.903
160,190,110,106,72,276,3951,21,8550640.0,20.256
180,210,98,95,67,343,3881,24,6964770.0,20.166
200,230,80,76,47,390,3831,27,8233330.0,20.244
220,250,73,71,44,434,3785,29,4733230.0,20.205
240,270,114,114,49,483,3736,29,3459680.0,20.228
260,290,178,174,113,596,3622,30,10650990.0,20.009
280,310,176,170,101,697,3515,36,13685350.0,20.008
300,330,169,166,105,802,3407,39,9240990.0,20.008
320,350,145,141,88,890,3316,42,10051240.0,20.008
340,370,124,118,82,972,3229,47,12509430.0,20.318
360,390,88,87,64,1036,3164,48,4596170.0,20.288
380,410,79,79,45,1081,3119,48,2680190.0,20.005
400,430,82,81,54,1135,3065,48,4218170.0,20.148
420,450,68,67,44,1179,3020,49,3788750.0,20.026
440,470,61,61,39,1218,2981,49,2112290.0,20.004
460,490,68,68,39,1257,2942,49,2339160.0,20.004
480,510,89,88,48,1305,2893,50,4297640.0,20.038
500,530,132,132,79,1384,2814,50,3442330.0,20.025
520,550,135,134,88,1472,2725,51,5114150.0,20.054
540,570,131,130,78,1550,2646,52,4852030.0,20.566
560,590,125,123,80,1630,2564,54,6397390.0,20.297
580,610,137,134,83,1713,2479,56,8532110.0,20.484
600,630,162,160,85,1798,2393,57,7488380.0,20.007
620,650,206,200,134,1932,2255,61,15021620.0,20.01
640,670,222,216,113,2045,2136,67,13942410.0,20.011
660,690,289,273,147,2192,1980,76,28162890.0,20.015
680,710,356,281,161,2353,1794,101,106989640.0,20.017
700,730,393,277,161,2514,1581,153,166329810.0,20.024
720,750,351,243,151,2665,1359,224,157945750.0,20.022
740,770,257,209,127,2792,1187,269,75145910.0,20.019
760,790,208,204,129,2921,1055,272,11735850.0,20.014
780,810,178,174,111,3032,940,276,9785660.0,20.01
800,830,172,167,98,3130,837,281,10127590.0,20.009
820,850,192,186,111,3241,720,287,12686370.0,20.01
840,870,168,157,105,3346,604,298,19288440.0,20.011
860,890,138,134,87,3433,513,302,9547720.0,20.008
880,910,110,109,71,3504,441,303,5603730.0,20.077
900,930,115,109,65,3569,370,309,13044220.0,20.257
920,950,113,109,71,3640,296,312,10123040.0,20.335
940,970,108,102,62,3702,230,316,13113240.0,20.11
960,990,97,94,65,3767,163,318,8136170.0,20.32
980,1010,83,81,47,3814,115,319,5977790.0,20.118
1000,1030,71,70,52,3866,62,320,3988980.0,20.046
1020,1050,41,40,31,3897,30,321,3111410.0,20.096
1040,1070,22,21,15,3912,14,322,2384440.0,20.005
1060,1090,14,14,12,3924,2,322,617450.0,20.004
1080,1110,2,2,2,3926,0,322,98330.0,20.002
1100,1130,0,0,0,3926,0,322,,0.0
1120,1150,0,0,0,3926,0,322,,0.0
