horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,3320,0,1489876,20.048
20,50,23,23,16,16,3304,0,3391399,20.099
40,70,26,26,14,30,3290,0,3803046,20.005
60,90,31,31,18,48,3272,0,4329857,20.003
80,110,37,37,22,70,3250,0,5350504,20.006
100,130,43,43,26,96,3224,0,5654448,20.193
120,150,73,72,22,118,3201,1,9589912,20.238
140,170,132,130,86,204,3113,3,15452626,20.818
160,190,109,105,73,277,3038,5,14465736,20.483
180,210,96,91,67,344,2966,10,14082644,20.317
200,230,76,74,46,390,2919,11,9580588,20.18
220,250,72,71,44,434,2874,12,9337953,20.303
240,270,113,110,45,479,2829,12,16670119,20.032
260,290,181,175,110,589,2714,17,25836617,20.009
280,310,178,172,104,693,2607,20,24677863,20.011
300,330,170,165,108,801,2496,23,22518624,20.011
320,350,143,139,89,890,2404,26,18685090,20.36
340,370,121,117,80,970,2323,27,15942965,20.177
360,390,91,88,66,1036,2254,30,12892170,20.217
380,410,78,78,45,1081,2209,30,10671661,20.045
400,430,81,81,54,1135,2155,30,10262735,20.132
420,450,67,67,46,1181,2109,30,8916463,20.005
440,470,59,59,36,1217,2073,30,8455807,20.028
460,490,69,69,40,1257,2033,30,9862587,20.007
480,510,89,89,49,1306,1984,30,12478794,20.209
500,530,132,131,77,1383,1906,31,15823520,20.227
520,550,136,136,91,1474,1815,31,16400427,20.271
540,570,130,130,80,1554,1735,31,15639455,20.943
560,590,123,123,80,1634,1655,31,15246768,20.013
580,610,137,134,83,1717,1571,32,17840573,20.961
600,630,162,155,79,1796,1490,34,21661084,20.013
620,650,211,203,137,1933,1348,39,29590011,20.02
640,670,223,217,116,2049,1226,45,29491206,20.02
660,690,284,269,143,2192,1081,47,38947392,20.021
680,710,362,311,179,2371,880,69,55589441,20.024
700,730,380,296,171,2542,677,101,66209638,20.024
720,750,345,259,180,2722,457,141,64763022,20.021
740,770,253,199,120,2842,300,178,43819020,20.02
760,790,219,200,127,2969,156,195,29824981,20.018
780,810,156,148,108,3077,43,200,20095976,20.01
800,816,43,34,34,3111,5,204,10028367,20.181
