horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,446140.0,120.025
20,50,23,23,16,16,4217,15,1073280.0,120.004
40,70,26,26,14,30,4203,15,1237930.0,120.09
60,90,31,31,18,48,4185,15,1341070.0,120.005
80,110,37,37,22,70,4163,15,1626940.0,120.005
100,130,43,42,25,95,4138,15,3900220.0,120.007
120,150,74,71,22,117,4113,18,7121740.0,120.096
140,170,131,126,81,198,4028,22,10960740.0,120.351
160,190,112,101,70,268,3950,30,18791240.0,120.04
180,210,97,87,63,331,3880,37,17724820.0,120.039
200,230,79,72,43,374,3831,43,12993040.0,120.066
220,250,73,69,40,414,3787,47,7349460.0,120.098
240,270,116,108,42,456,3741,51,17018690.0,120.228
260,290,183,160,98,554,3630,64,43284630.0,120.49
280,310,184,160,95,649,3515,84,43164190.0,120.465
300,330,169,153,97,746,3409,93,28866050.0,120.267
320,350,147,127,77,823,3316,109,34426070.0,120.392
340,370,124,114,77,900,3230,118,19013120.0,120.077
360,390,89,87,65,965,3164,119,7039160.0,120.248
380,410,79,78,44,1009,3119,120,5432280.0,120.223
400,430,82,80,53,1062,3065,121,6390450.0,120.215
420,450,68,66,45,1107,3019,122,5651330.0,120.157
440,470,60,58,36,1143,2981,124,5265530.0,120.12
460,490,68,68,39,1182,2942,124,2843400.0,120.039
480,510,89,88,49,1231,2893,124,4618230.0,120.208
500,530,132,130,76,1307,2815,126,7281610.0,120.296
520,550,136,136,92,1399,2723,126,4339450.0,120.478
540,570,129,127,78,1477,2644,127,7200200.0,120.126
560,590,123,113,72,1549,2565,134,18346730.0,120.112
580,610,138,131,80,1629,2480,139,15827650.0,120.301
600,630,163,158,81,1710,2396,142,13120800.0,120.155
620,650,209,186,122,1832,2263,153,38348590.0,120.41
640,670,230,201,108,1940,2136,172,45028070.0,120.646
660,690,289,230,120,2060,1990,198,85278670.0,120.025
680,710,366,251,140,2200,1806,242,163119880.0,120.019
700,730,405,259,150,2350,1587,311,208170180.0,120.02
720,750,357,234,152,2502,1360,386,179741370.0,120.024
740,770,258,190,115,2617,1188,443,103265690.0,120.421
760,790,209,194,120,2737,1053,458,26860860.0,121.217
780,810,176,163,103,2840,939,469,21347210.0,120.063
800,830,171,155,86,2926,837,485,25800640.0,120.239
820,850,192,176,104,3030,719,499,26794590.0,120.479
840,870,167,147,97,3127,605,516,32152160.0,120.138
860,890,139,125,79,3206,514,528,23786070.0,120.345
880,910,111,98,60,3266,443,539,23515570.0,120.181
900,930,117,103,60,3326,371,551,25641800.0,120.205
920,950,114,100,64,3390,299,559,24947560.0,120.133
940,970,111,98,62,3452,230,566,25027820.0,120.105
960,990,97,89,61,3513,162,573,17082480.0,120.187
980,1010,82,77,44,3557,117,574,10976050.0,120.148
1000,1030,73,67,50,3607,62,579,12025780.0,120.203
1020,1050,41,38,30,3637,31,580,6163810.0,120.114
1040,1070,23,21,15,3652,14,582,3955490.0,120.079
1060,1090,14,14,12,3664,2,582,665240.0,120.003
1080,1110,2,2,2,3666,0,582,98330.0,120.005
1100,1130,0,0,0,3666,0,582,,0.0
1120,1150,0,0,0,3666,0,582,,0.0
