vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1122,45.934,558,1714.01,1634.17,79.84,496,34,34
1,2,2,1085,50.989,569,1816.56,1659.7,156.86,452,32,32
2,3,3,1069,50.697,568,1744.94,1523.85,221.09,443,29,29
3,4,4,1099,46.814,578,1816.51,1710.77,105.74,457,32,32
4,5,5,1093,45.447,542,1694.15,1603.38,90.77,489,31,31
5,6,6,1114,28.977,606,1865.24,1695.18,170.06,440,34,34
6,7,7,1052,72.944,514,1628.94,1547.68,81.26,480,29,29
7,8,8,1121,42.312,552,1619.6,1463.96,155.64,505,32,32
8,9,9,1088,35.424,518,1625.24,1413.51,211.73,514,28,28
9,10,10,1054,45.864,523,1629.89,1472.94,156.95,471,30,30
10,1,1,1100,18.904,569,1754.34,1570.04,184.3,471,30,30
11,2,2,1121,65.032,508,1530.17,1337.86,192.31,553,30,30
12,3,3,1112,48.306,592,1791.28,1617.3,173.98,454,33,33
13,4,4,1140,59.076,569,1740.24,1603.81,136.43,505,33,33
14,5,5,1081,26.857,575,1795.76,1604.21,191.55,440,33,33
15,6,6,1143,26.187,566,1768.11,1521.35,246.76,519,29,29
16,7,7,1114,99.789,568,1668.87,1452.01,216.86,478,34,34
17,8,8,1099,75.964,516,1489.73,1236.86,252.87,521,31,31
18,9,9,1117,17.742,533,1601.67,1466.68,134.99,518,33,33
19,10,10,1035,34.318,485,1509.47,1340.24,169.23,494,28,28
20,1,1,1105,104.004,558,1644.7,1563.37,81.33,475,36,36
21,2,2,1016,51.94,468,1415.89,1192.37,223.52,496,26,26
22,3,3,1057,53.618,540,1652.97,1459.23,193.74,455,31,31
23,4,4,984,34.009,475,1428.02,1271.96,156.06,451,29,29
24,5,5,998,39.93,524,1577.38,1302.63,274.75,418,28,28
25,6,6,1015,40.964,472,1441.56,1229.66,211.9,493,25,25
26,7,7,1010,30.962,499,1437.84,1198.38,239.46,451,30,30
27,8,8,1127,41.057,495,1466.89,1154.64,312.25,578,27,27
28,9,9,1092,48.532,512,1538.15,1265.4,272.75,520,30,30
29,10,10,1116,29.986,589,1692.29,1352.7,339.59,457,35,35
30,1,1,1088,42.327,596,1642.52,1325.61,316.91,418,37,37
31,2,2,995,62.824,477,1360.02,1152.14,207.88,460,29,29
32,3,3,1113,45.515,584,1707.82,1281.26,426.56,469,30,30
33,4,4,1131,91.157,572,1674.51,1428.48,246.03,495,32,32
34,5,5,1027,39.99,476,1379.85,1102.7,277.15,495,28,28
35,6,6,1084,57.879,565,1589.12,1252.57,336.55,455,32,32
36,7,7,1131,45.322,489,1396.87,1055.49,341.38,592,25,25
37,8,8,1123,61.876,505,1451.78,1053.62,398.16,560,29,29
38,9,9,989,113.064,420,1194.39,965.29,229.1,523,23,23
39,10,10,1011,43.174,514,1450.03,1111.27,338.76,443,27,27
40,1,1,1027,42.346,451,1265.77,971.78,293.99,528,24,24
41,2,2,1016,15.888,452,1343.03,1010.44,332.59,518,23,23
42,3,3,1125,49.132,545,1566.65,1160.61,406.04,520,30,30
43,4,4,1026,44.794,445,1296.92,976.68,320.24,533,24,24
44,5,5,1099,28.826,520,1479.06,1196.39,282.67,515,32,32
45,6,6,1124,39.481,522,1524.01,1209.33,314.68,542,30,30
